EstacaoCodigo;Data;Maxima;Minima;Media
66450001;01/02/1978;347.454;161.235;238.536
66450001;01/01/1978;1883.653;220.875;708.163
66450001;01/12/1977;645.816;158.042;318.201
66450001;01/11/1977;361.753;83.859;189.229
66450001;01/10/1977;169.321;63.581;91.975
66450001;01/09/1977;99.406;59.12;73.927
66450001;01/08/1977;74.055;59.12;67.844
66450001;01/07/1977;95.427;78.9;86.726
66450001;01/06/1977;280.289;100.746;151.194
66450001;01/05/1977;503.444;142.441;191.896
66450001;01/04/1977;671.815;166.068;275.992
66450001;01/03/1977;500.608;203.122;280.533
66450001;01/02/1977;1834.48;265.655;599.273
66450001;01/01/1977;763.358;249.412;421.061
66450001;01/12/1976;697.028;217.28;400.721
66450001;01/11/1976;263.504;104.779;139.41
66450001;01/10/1976;167.772;47.435;89.793
66450001;01/09/1976;135.426;48.277;72.799
66450001;01/08/1976;70.617;48.277;52.073
66450001;01/07/1976;68.6;56.177;62.959
66450001;01/06/1976;131.498;68.6;94.671
66450001;01/05/1976;199.31;104.779;127.291
66450001;01/04/1976;392.672;132.804;177.66
66450001;01/03/1976;667.403;166.393;310.581
66450001;01/02/1976;641.877;191.609;367.965
66450001;01/01/1976;413.974;138.059;225.523
66450001;01/12/1975;581.449;104.779;231.158
66450001;01/11/1975;490.144;67.602;142.527
66450001;01/10/1975;185.935;48.277;70.184
66450001;01/09/1975;58.938;44.138;47.877
66450001;01/08/1975;50.847;46.6;48.694
66450001;01/07/1975;85.717;51.717;64.501
66450001;01/06/1975;89.032;72.935;79.441
66450001;01/05/1975;521.823;91.268;156.019
66450001;01/04/1975;462.557;157.68;232.189
66450001;01/03/1975;452.941;162.028;247.61
66450001;01/02/1975;412.157;178.343;268.213
66450001;01/01/1975;498.457;149.12;249.263
66450001;01/12/1974;430.801;94.661;187.49
66450001;01/11/1974;127.181;46.247;66.97
66450001;01/10/1974;215.936;50.11;87.476
66450001;01/09/1974;77.294;50.11;55.367
66450001;01/08/1974;77.294;52.809;59.802
66450001;01/07/1974;76.249;61.22;66.931
66450001;01/06/1974;99.299;76.249;86.468
66450001;01/05/1974;176.289;98.15;129.948
66450001;01/04/1974;421.441;163.486;230.629
66450001;01/03/1974;780.667;178.343;302.51
66450001;01/02/1974;390.799;149.12;256.028
66450001;01/01/1974;475.495;184.42;271.074
66450001;01/12/1973;472.248;75.437;192.26
66450001;01/11/1973;274.52;82.612;136.3
66450001;01/10/1973;151.954;58.495;87.859
66450001;01/09/1973;44.194;39.584;41.82
66450001;01/08/1973;47;41.418;44.558
66450001;01/07/1973;59.471;45.126;49.075
66450001;01/06/1973;69.376;54.617;59.002
66450001;01/05/1973;157.68;71.387;90.963
66450001;01/04/1973;378.786;86.759;153.94
66450001;01/03/1973;224.103;101.644;144.08
66450001;01/02/1973;446.573;162.028;248.291
66450001;01/01/1973;472.248;72.396;156.829
66450001;01/12/1972;332.16;99.398;164.174
66450001;01/11/1972;433.939;48.886;135.789
66450001;01/10/1972;159.124;42.34;69.184
66450001;01/09/1972;47.942;35.959;39.667
66450001;01/08/1972;81.58;35.959;41.761
66450001;01/07/1972;53.654;36.86;40.857
66450001;01/06/1972;44.194;37.764;39.255
66450001;01/05/1972;84.681;39.584;48.845
66450001;01/04/1972;175.333;47;82.392
66450001;01/03/1972;207.883;46.062;130.059
66450001;01/02/1972;306.954;116.709;179.987
66450001;01/01/1972;245.865;49.834;96.772
66450001;01/12/1971;234.053;41.418;97.692
66450001;01/11/1971;120.597;37.764;60.456
66450001;01/10/1971;115.424;35.959;54.575
66450001;01/09/1971;35.959;23.773;27.34
66450001;01/08/1971;61.431;25.461;30.301
66450001;01/07/1971;46.062;27.168;33.976
66450001;01/06/1971;62.416;39.584;47.233
66450001;01/05/1971;169.371;49.834;74.494
66450001;01/04/1971;193.679;49.834;93.183
66450001;01/03/1971;615.649;124.532;209.828
66450001;01/02/1971;279.831;67.375;134.772
66450001;01/01/1971;156.241;46.062;85.969
66450001;01/12/1970;128.514;37.764;63.404
66450001;01/11/1970;91.991;28.028;51.184
66450001;01/10/1970;127.181;44.886;59.972
66450001;01/09/1970;74.479;36.919;45.569
66450001;01/08/1970;40.113;36.919;38.533
66450001;01/07/1970;47.043;40.113;43.996
66450001;01/06/1970;53.128;44.886;47.525
66450001;01/05/1970;143.379;52.34;66.276
66450001;01/04/1970;217.91;75.475;100.54
66450001;01/03/1970;352.817;93.786;193.602
66450001;01/02/1970;493.484;118.854;219.604
66450001;01/01/1970;584.538;63.204;143.005
66450001;01/12/1969;282.126;47.043;101.1
66450001;01/11/1969;127.162;56.357;85.024
66450001;01/10/1969;78.516;38.176;52.658
66450001;01/09/1969;51.56;34.49;37.407
66450001;01/08/1969;35.691;34.49;35.36
66450001;01/07/1969;44.886;36.302;38.283
66450001;01/06/1969;43.486;38.176;41.668
66450001;01/05/1969;134.373;44.183;65.507
66450001;01/04/1969;137.332;45.598;79.18
66450001;01/03/1969;267.927;89.238;135.027
66450001;01/02/1969;502.585;77.493;229.976
66450001;01/01/1969;949.862;77.493;205.975
66450001;01/12/1968;412.131;59.715;155.006
66450001;01/11/1968;159.268;38.176;68.734
66450001;01/10/1968;77.493;40.113;44.54
66450001;01/09/1968;85.925;39.46;52.613
66450001;01/08/1968;42.115;39.46;40.054
66450001;01/07/1968;47.777;39.46;42.73
66450001;01/06/1968;52.34;47.043;48.783
66450001;01/05/1968;112.215;52.34;64.177
66450001;01/04/1968;326.494;52.34;101.629
66450001;01/03/1968;576.723;116.168;231.388
66450001;01/02/1968;884.935;83.355;366.443
66450001;01/01/1968;345.581;47.297;118.51
66450001;01/12/1967;210.155;43.126;78.734
66450001;01/11/1967;184.467;38.347;90.571
66450001;01/10/1967;104.096;35.219;51.45
66450001;01/09/1967;66.716;34.465;40.185
66450001;01/08/1967;35.98;33.72;34.883
66450001;01/07/1967;44.043;37.528;40.714
66450001;01/06/1967;74.212;44.043;51.214
66450001;01/05/1967;105.826;50.171;65.633
66450001;01/04/1967;192.596;88.124;119.113
66450001;01/03/1967;301.454;121.582;177.081
66450001;01/02/1967;381.776;81.636;178.413
66450001;01/01/1967;209.849;37.528;92.15
66450001;01/12/1966;104.578;39.108;58.735
66450001;01/11/1966;180.98;48.38;83.673
66450001;01/10/1966;219.368;42.837;76.225
66450001;01/09/1966;67.37;42.119;48.16
66450001;01/08/1966;58.07;41.409;43.548
66450001;01/07/1966;;;
66450001;01/05/1966;151;70.2;82.732
66450001;01/04/1966;;;142.19
66450001;01/03/1966;;;193.88
66450001;01/02/1966;;;219.13
66450001;01/01/1966;;;140.35
66450001;01/12/1965;518.631;84.231;143.265
66450001;01/11/1965;;;
66493900;01/12/2019;14.411;10.101;11.108
66493900;01/11/2019;13.643;10.769;12.154
66493900;01/10/2019;16.419;12.166;13.889
66493900;01/09/2019;16.419;11.809;13.888
66493900;01/08/2019;16.835;11.111;13.821
66493900;01/07/2019;16.419;10.769;12.933
66493900;01/06/2019;16.419;11.111;13.371
66493900;01/05/2019;13.266;10.769;12.059
66493900;01/04/2019;14.803;9.774;12.1
66493900;01/03/2019;32.137;11.111;17.901
66493900;01/02/2019;28.816;10.432;14.314
66493900;01/01/2019;17.256;9.136;10.652
66493900;01/12/2018;15.905;9.479;10.797
66493900;01/11/2018;13.517;8.242;10.357
66493900;01/10/2018;19.341;13.018;14.559
66493900;01/09/2018;28.324;11.443;15.456
66493900;01/08/2018;14.803;10.418;12.41
66493900;01/07/2018;14.169;11.182;12.666
66493900;01/06/2018;14.705;10.982;12.545
66493900;01/05/2018;18.257;12.331;13.934
66493900;01/04/2018;60.311;13.865;27.679
66493900;01/03/2018;52.099;8.594;24.708
66493900;01/02/2018;50.478;18.004;29.06
66493900;01/01/2018;40.782;15.601;19.474
66493900;01/12/2017;57.293;13.344;23.427
66493900;01/11/2017;15.034;8.812;10.851
66493900;01/10/2017;32.208;10.363;16.261
66493900;01/09/2017;18.294;9.964;11.543
66493900;01/08/2017;12.543;10.101;11.383
66493900;01/07/2017;10.727;8.155;9.198
66493900;01/06/2017;9.653;7.475;8.437
66493900;01/05/2017;10.698;8.392;9.531
66493900;01/04/2017;43.061;8.569;11.736
66493900;01/03/2017;45.564;12.543;20.815
66493900;01/02/2017;84.503;17.433;32.911
66493900;01/01/2017;34.031;7.726;13.958
66493900;01/12/2016;36.703;7.522;11.395
66493900;01/11/2016;15.534;7.391;10.509
66493900;01/10/2016;35.182;14.688;18.251
66493900;01/09/2016;28.079;13.36;18.293
66493900;01/08/2016;34.69;11.139;15.668
66493900;01/07/2016;13.691;9.201;11.698
66493900;01/06/2016;14.379;7.933;11.128
66493900;01/05/2016;23.601;11.78;14.933
66493900;01/04/2016;44.842;12.956;28.328
66493900;01/03/2016;57.014;31.034;43.412
66493900;01/02/2016;49.604;21.246;36.462
66493900;01/01/2016;60.247;24.115;40.272
66493900;01/12/2015;43.278;10.712;25.515
66493900;01/11/2015;52.218;7.368;23.851
66493900;01/10/2015;27.725;9.639;17.866
66493900;01/09/2015;38.795;5.304;18.724
66493900;01/08/2015;16.7;1.62;7.604
66493900;01/07/2015;29.177;8.056;15.39
66493900;01/06/2015;21.578;6.395;8.917
66493900;01/05/2015;48.564;7.006;25.049
66493900;01/04/2015;65.535;28.458;40.664
66493900;01/03/2015;51.389;27.924;41.687
66493900;01/02/2015;52.605;21.265;35.718
66493900;01/01/2015;59.645;25.581;37.348
66493900;01/12/2014;82.133;37.487;59.33
66493900;01/11/2014;56.181;13.738;31.556
66493900;01/10/2014;46.545;8.928;12.374
66493900;01/09/2014;36.829;9.613;15.544
66493900;01/08/2014;;;
66870000;01/03/2020;414.368;262.489;311.325
66870000;01/02/2020;627.502;330.223;463.972
66870000;01/01/2020;607.074;283.429;375.497
66870000;01/12/2019;579.704;286.507;378.444
66870000;01/11/2019;361.664;227.667;268.62
66870000;01/10/2019;288.054;197.226;232.963
66870000;01/09/2019;278.853;187.707;206.389
66870000;01/08/2019;243.977;204.569;218.399
66870000;01/07/2019;231.675;215.915;222.794
66870000;01/06/2019;253.834;223.704;236.444
66870000;01/05/2019;491.399;245.369;298.124
66870000;01/04/2019;465.47;265.416;332.457
66870000;01/03/2019;452.85;286.507;363.543
66870000;01/02/2019;534.357;302.225;373.082
66870000;01/01/2019;446.624;261.033;335.448
66870000;01/12/2018;398.829;235.729;303.343
66870000;01/11/2018;491.399;235.729;374.696
66870000;01/10/2018;446.624;226.341;300.506
66870000;01/09/2018;512.078;264.011;311.808
66870000;01/08/2018;304.067;262.393;278.883
66870000;01/07/2018;292.144;275.453;283.659
66870000;01/06/2018;346.424;292.144;319.911
66870000;01/05/2018;379.67;319.684;334.982
66870000;01/04/2018;616.093;357.367;446.246
66870000;01/03/2018;510.121;328.201;387.735
66870000;01/02/2018;626.833;314.794;440.437
66870000;01/01/2018;811.011;357.922;463.191
66870000;01/12/2017;598.685;289.07;434.655
66870000;01/11/2017;624.239;211.232;358.186
66870000;01/10/2017;449.151;193.909;241.922
66870000;01/09/2017;253.133;167.522;183.959
66870000;01/08/2017;381.804;189.137;235.381
66870000;01/07/2017;221.571;201.214;211.113
66870000;01/06/2017;272.21;221.571;247.306
66870000;01/05/2017;374.348;236.322;280.734
66870000;01/04/2017;463.917;270.71;318.824
66870000;01/03/2017;575.025;376.855;454.985
66870000;01/02/2017;657.971;380.907;501.222
66870000;01/01/2017;779.54;331.724;455.463
66870000;01/12/2016;567.913;279.467;413.664
66870000;01/11/2016;539.804;254.758;338.806
66870000;01/10/2016;430.803;207.053;276.027
66870000;01/09/2016;458.802;212.655;271.966
66870000;01/08/2016;409.728;216.923;255.197
66870000;01/07/2016;250;227.105;236.506
66870000;01/06/2016;411.817;246.861;287.958
66870000;01/05/2016;439.346;253.165;281.979
66870000;01/04/2016;397.277;251.579;290.029
66870000;01/03/2016;625.752;351.167;416.211
66870000;01/02/2016;572.651;274.401;433.598
66870000;01/01/2016;983.593;413.91;601.151
66870000;01/12/2015;625.752;329.821;417.871
66870000;01/11/2015;498.673;277.771;338.288
66870000;01/10/2015;353.153;214.072;247.518
66870000;01/09/2015;322.281;193.486;225.612
66870000;01/08/2015;233.066;202.918;215.169
66870000;01/07/2015;353.153;234.572;264.421
66870000;01/06/2015;376.855;257.964;281.101
66870000;01/05/2015;546.78;296.807;351.324
66870000;01/04/2015;407.642;305.742;349.348
66870000;01/03/2015;512.245;311.19;390.625
66870000;01/02/2015;558.483;343.3;436.209
66870000;01/01/2015;494.181;345.256;399.441
66870000;01/12/2014;646.551;363.834;519.017
66870000;01/11/2014;506.64;214.654;343.26
66870000;01/10/2014;338.061;168.831;215.523
66870000;01/09/2014;346.512;193.703;236.396
66870000;01/08/2014;286.454;193.703;221.816
66870000;01/07/2014;506.64;205.499;265.309
66870000;01/06/2014;372.708;214.654;248.496
66870000;01/05/2014;409.645;237.063;269.436
66870000;01/04/2014;501.706;271.704;381.709
66870000;01/03/2014;810.635;350.79;447.12
66870000;01/02/2014;646.551;257.469;389.816
66870000;01/01/2014;526.555;264.523;357.145
66870000;01/12/2013;381.725;214.654;309.227
66870000;01/11/2013;338.061;202.507;257.882
66870000;01/10/2013;350.79;190.826;233.509
66870000;01/09/2013;268.097;171.483;192.715
66870000;01/08/2013;199.543;174.162;186.626
66870000;01/07/2013;381.725;202.507;226.139
66870000;01/06/2013;443.901;227.277;272.156
66870000;01/05/2013;275.343;233.77;243.49
66870000;01/04/2013;501.706;237.063;312.333
66870000;01/03/2013;598.499;250.542;407.103
66870000;01/02/2013;969.271;359.451;499.651
66870000;01/01/2013;567.243;264.523;371.1
66870000;01/12/2012;443.901;224.076;315.518
66870000;01/11/2012;472.486;176.869;299.298
66870000;01/10/2012;363.834;176.869;218.261
66870000;01/09/2012;363.834;155.982;186.063
66870000;01/08/2012;190.826;166.207;177.148
66870000;01/07/2012;220.905;193.703;209
66870000;01/06/2012;453.373;227.277;269.12
66870000;01/05/2012;598.499;214.654;309.198
66870000;01/04/2012;359.451;217.765;268.64
66870000;01/03/2012;482.153;227.277;310.562
66870000;01/02/2012;386.287;217.765;317.525
66870000;01/01/2012;718.385;268.097;394.493
66870000;01/12/2011;550.568;195.602;309.462
66870000;01/11/2011;430.31;185.601;253.174
66870000;01/10/2011;370.233;175.948;243.703
66870000;01/09/2011;175.948;154.737;162.452
66870000;01/08/2011;220.319;166.635;183.552
66870000;01/07/2011;231.52;185.601;207.136
66870000;01/06/2011;349.858;227.745;248.01
66870000;01/05/2011;506.973;255.047;317.868
66870000;01/04/2011;788.07;330.245;496.304
66870000;01/03/2011;1576.071;515.584;843.43
66870000;01/02/2011;590.945;339.957;463.01
66870000;01/01/2011;641.736;344.884;507.167
66870000;01/12/2010;524.249;255.047;347.929
66870000;01/11/2010;519.91;235.336;319.595
66870000;01/10/2010;339.957;185.601;245.432
66870000;01/09/2010;259.117;166.635;184.21
66870000;01/08/2010;209.486;185.601;196.572
66870000;01/07/2010;235.336;205.955;215.258
66870000;01/06/2010;247.035;205.955;224.801
66870000;01/05/2010;359.95;227.745;261.908
66870000;01/04/2010;524.249;247.035;313.693
66870000;01/03/2010;762.904;335.078;459.28
66870000;01/02/2010;694.081;359.95;509.023
66870000;01/01/2010;823.815;370.233;545.847
66870000;01/12/2009;1078.833;370.233;604.974
66870000;01/11/2009;563.908;224.011;375.494
66870000;01/10/2009;604.641;195.602;293.112
66870000;01/09/2009;330.245;209.486;267.782
66870000;01/08/2009;325.282;223.316;251.567
66870000;01/07/2009;348.931;242.982;267.483
66870000;01/06/2009;368.448;267.677;293.176
66870000;01/05/2009;424.858;247.015;291.203
66870000;01/04/2009;565.644;289.169;387.916
66870000;01/03/2009;551.896;302.463;435.509
66870000;01/02/2009;683.142;393.591;496.136
66870000;01/01/2009;702.406;263.479;413.765
66870000;01/12/2008;525.829;235.016;379.934
66870000;01/11/2008;462.847;235.016;330.472
66870000;01/10/2008;479.625;204.48;308.821
66870000;01/09/2008;242.982;197.177;209.352
66870000;01/08/2008;263.479;200.812;220.305
66870000;01/07/2008;259.313;227.183;243.866
66870000;01/06/2008;267.677;238.983;252.096
66870000;01/05/2008;457.32;242.982;298.788
66870000;01/04/2008;644.99;311.491;428.184
66870000;01/03/2008;726.658;353.761;506.055
66870000;01/02/2008;756.008;414.303;564.823
66870000;01/01/2008;815.5;348.931;580.11
66870000;01/12/2007;612.028;271.909;392.611
66870000;01/11/2007;538.226;223.316;354.833
66870000;01/10/2007;424.858;179.503;243.782
66870000;01/09/2007;200.812;176.067;185.249
66870000;01/08/2007;238.983;190.008;210.561
66870000;01/07/2007;393.591;204.48;232.25
66870000;01/06/2007;251.081;215.682;228.324
66870000;01/05/2007;485.284;231.083;283.584
66870000;01/04/2007;393.591;235.016;289.194
66870000;01/03/2007;533.687;289.169;390.496
66870000;01/02/2007;751.098;383.435;528.85
66870000;01/01/2007;726.658;403.881;543.901
66870000;01/12/2006;649.731;320.652;450.295
66870000;01/11/2006;626.106;238.983;367.434
66870000;01/10/2006;440.94;238.983;309.679
66870000;01/09/2006;388.496;193.576;233.036
66870000;01/08/2006;238.983;165.96;181.292
66870000;01/07/2006;276.174;182.971;210.176
66870000;01/06/2006;223.316;204.48;214.476
66870000;01/05/2006;373.411;200.812;242.427
66870000;01/04/2006;529.157;255.181;366.78
66870000;01/03/2006;626.106;325.282;443.301
66870000;01/02/2006;697.578;358.624;508.218
66870000;01/01/2006;770.784;276.174;461.65
66870000;01/12/2005;612.028;334.642;476.796
66870000;01/11/2005;584.096;208.181;357.417
66870000;01/10/2005;462.847;186.473;256.53
66870000;01/09/2005;383.435;244.774;270.07
66870000;01/08/2005;265.718;244.774;254.156
66870000;01/07/2005;346.681;259.656;277.06
66870000;01/06/2005;343.259;259.656;279.089
66870000;01/05/2005;440.875;265.718;303.82
66870000;01/04/2005;425.731;284.275;332.582
66870000;01/03/2005;588.731;326.38;432.744
66870000;01/02/2005;751.098;296.955;429.022
66870000;01/01/2005;707.241;403.458;551.686
66870000;01/12/2004;649.731;303.387;401.549
66870000;01/11/2004;503.788;274.927;350.59
66870000;01/10/2004;475.805;218.975;287.532
66870000;01/09/2004;233.15;218.975;225.844
66870000;01/08/2004;268.772;233.15;248.123
66870000;01/07/2004;346.681;268.772;292.279
66870000;01/06/2004;371.05;278.027;304.659
66870000;01/05/2004;448.534;303.387;354.327
66870000;01/04/2004;524.635;300.163;376.805
66870000;01/03/2004;479.759;293.762;375.052
66870000;01/02/2004;668.776;378.147;480.273
66870000;01/01/2004;626.106;303.387;435.166
66870000;01/12/2003;561.053;293.762;408.684
66870000;01/11/2003;515.997;250.68;329.244
66870000;01/10/2003;499.746;236.033;320.25
66870000;01/09/2003;336.462;238.931;269.684
66870000;01/08/2003;271.842;238.931;251.887
66870000;01/07/2003;278.027;253.656;266.944
66870000;01/06/2003;343.259;274.927;293.331
66870000;01/05/2003;381.719;296.955;313.229
66870000;01/04/2003;616.712;313.15;438.766
66870000;01/03/2003;565.644;388.906;468.055
66870000;01/02/2003;570.245;399.798;494.642
66870000;01/01/2003;687.946;323.05;472.398
66870000;01/12/2002;433.273;262.679;348.825
66870000;01/11/2002;407.133;262.679;320.019
66870000;01/10/2002;381.719;247.719;294.333
66870000;01/09/2002;357.034;250.68;276.579
66870000;01/08/2002;357.034;236.033;263.584
66870000;01/07/2002;433.273;256.648;283.521
66870000;01/06/2002;271.842;250.68;261.39
66870000;01/05/2002;440.875;271.842;337.707
66870000;01/04/2002;471.865;319.735;375.858
66870000;01/03/2002;721.792;414.528;503.819
66870000;01/02/2002;785.624;425.731;532.763
66870000;01/01/2002;702.406;343.259;479.797
66870000;01/12/2001;795.555;364.012;511.711
66870000;01/11/2001;901.517;268.772;459.137
66870000;01/10/2001;499.746;238.931;326.358
66870000;01/09/2001;487.71;202.489;254.714
66870000;01/08/2001;346.681;210.661;233.724
66870000;01/07/2001;290.584;250.68;263.651
66870000;01/06/2001;309.88;253.656;269.848
66870000;01/05/2001;487.71;256.648;308.581
66870000;01/04/2001;464.03;256.648;313.731
66870000;01/03/2001;524.635;319.735;407.538
66870000;01/02/2001;529.157;309.88;417.285
66870000;01/01/2001;524.635;326.38;403.686
66870000;01/12/2000;584.096;303.387;391.319
66870000;01/11/2000;475.805;256.648;336.673
66870000;01/10/2000;353.568;238.931;286.781
66870000;01/09/2000;421.982;230.284;288.579
66870000;01/08/2000;460.134;210.661;247.213
66870000;01/07/2000;350.117;230.284;248.264
66870000;01/06/2000;262.679;233.15;246.401
66870000;01/05/2000;343.259;262.679;288.166
66870000;01/04/2000;460.134;303.387;363.44
66870000;01/03/2000;756.008;385.305;538.748
66870000;01/02/2000;765.851;388.906;521.746
66870000;01/01/2000;611.06;344.929;448.111
66870000;01/12/1999;662.067;291.492;407.343
66870000;01/11/1999;634.411;306.5;409.103
66870000;01/10/1999;528.125;254.925;328.948
66870000;01/09/1999;421.337;247.779;314.491
66870000;01/08/1999;295.224;254.925;273.098
66870000;01/07/1999;413.094;291.492;327.543
66870000;01/06/1999;450.548;287.774;325.701
66870000;01/05/1999;471.746;310.285;338.672
66870000;01/04/1999;550.28;348.842;426.564
66870000;01/03/1999;670.049;437.961;551.696
66870000;01/02/1999;678.068;388.642;529.097
66870000;01/01/1999;710.498;471.746;584.148
66870000;01/12/1998;894.333;376.575;577.397
66870000;01/11/1998;565.351;314.083;367.137
66870000;01/10/1998;554.741;280.378;373.349
66870000;01/09/1998;670.049;269.386;320.939
66870000;01/08/1998;476.019;265.749;323.719
66870000;01/07/1998;291.492;265.749;276.481
66870000;01/06/1998;380.585;284.069;311.615
66870000;01/05/1998;488.902;302.728;356.436
66870000;01/04/1998;611.06;360.654;472.659
66870000;01/03/1998;806.859;497.544;602.116
66870000;01/02/1998;747.657;476.019;605.821
66870000;01/01/1998;802.574;396.746;493.54
66870000;01/12/1997;966.716;404.896;586.226
66870000;01/11/1997;702.337;314.083;465.248
66870000;01/10/1997;638.335;254.925;384.652
66870000;01/09/1997;396.746;247.779;284.634
66870000;01/08/1997;348.842;254.925;287.413
66870000;01/07/1997;372.576;295.224;329.093
66870000;01/06/1997;789.772;298.97;474.32
66870000;01/05/1997;523.724;284.069;356.776
66870000;01/04/1997;654.12;321.718;416.212
66870000;01/03/1997;599.508;368.59;466.586
66870000;01/02/1997;898.795;484.597;639.297
66870000;01/01/1997;889.88;514.956;682.793
66870000;01/12/1996;603.35;329.404;415.338
66870000;01/11/1996;626.591;352.767;473.255
66870000;01/10/1996;404.896;223.23;296.865
66870000;01/09/1996;488.902;237.17;291.328
66870000;01/08/1996;284.069;230.17;239.516
66870000;01/07/1996;276.7;233.663;249.339
66870000;01/06/1996;287.774;254.925;265.679
66870000;01/05/1996;458.994;251.345;298.741
66870000;01/04/1996;532.535;287.774;376.085
66870000;01/03/1996;599.508;368.59;476.144
66870000;01/02/1996;550.28;348.842;425.811
66870000;01/01/1996;607.2;321.718;457.741
66870000;01/12/1995;576.654;295.224;402.139
66870000;01/11/1995;425.476;247.779;310.509
66870000;01/10/1995;437.961;223.23;306.776
66870000;01/09/1995;368.59;196.081;233.728
66870000;01/08/1995;244.228;202.775;220.301
66870000;01/07/1995;291.492;223.23;239.141
66870000;01/06/1995;356.704;226.692;268.413
66870000;01/05/1995;450.548;254.925;311.66
66870000;01/04/1995;607.2;314.083;397.976
66870000;01/03/1995;572.877;380.585;463.836
66870000;01/02/1995;898.795;488.902;625.646
66870000;01/01/1995;622.695;380.585;459.823
66870000;01/12/1994;554.741;280.378;420.964
66870000;01/11/1994;446.341;258.519;333.876
66870000;01/10/1994;437.961;237.749;307.111
66870000;01/09/1994;265.247;231.052;241.303
66870000;01/08/1994;283;247.928;259.561
66870000;01/07/1994;523.201;290.221;323.521
66870000;01/06/1994;378.056;265.247;301.847
66870000;01/05/1994;611.899;293.858;364.111
66870000;01/04/1994;518.683;316.03;369.35
66870000;01/03/1994;630.062;323.554;436.611
66870000;01/02/1994;633.719;448.424;527.048
66870000;01/01/1994;652.12;370.077;496.686
66870000;01/12/1993;583.255;279.415;425.923
66870000;01/11/1993;342.653;237.749;291.29
66870000;01/10/1993;456.996;272.296;323.75
66870000;01/09/1993;435.68;272.296;311.441
66870000;01/08/1993;301.181;275.847;283.372
66870000;01/07/1993;301.181;283;291.294
66870000;01/06/1993;663.255;272.296;355.824
66870000;01/05/1993;439.913;308.572;353.127
66870000;01/04/1993;586.807;342.653;419.676
66870000;01/03/1993;697.083;398.284;527.32
66870000;01/02/1993;802.3;370.077;557.28
66870000;01/01/1993;559.868;297.511;421.005
66870000;01/12/1992;630.062;316.03;426.148
66870000;01/11/1992;814.331;297.511;433.281
66870000;01/10/1992;469.967;312.292;350.641
66870000;01/09/1992;523.201;275.847;386.942
66870000;01/08/1992;327.341;261.748;279.657
66870000;01/07/1992;301.181;279.415;293.881
66870000;01/06/1992;323.554;279.415;305.667
66870000;01/05/1992;550.614;279.415;350.367
66870000;01/04/1992;586.807;297.511;387.851
66870000;01/03/1992;619.14;312.292;442.913
66870000;01/02/1992;615.516;374.059;461.408
66870000;01/01/1992;615.516;338.801;474.127
66870000;01/12/1991;564.516;312.292;455.393
66870000;01/11/1991;444.161;272.296;335.789
66870000;01/10/1991;608.29;275.847;381.657
66870000;01/09/1991;;;259.91
66870000;01/08/1991;;;267.18
66870000;01/07/1991;;;313.04
66870000;01/06/1991;394.207;301.181;326.229
66870000;01/05/1991;414.749;316.03;345.307
66870000;01/02/1991;;;637.61
66870000;01/01/1991;;;431.31
66870000;01/12/1990;;;419.95
66870000;01/11/1990;;;403.83
66870000;01/10/1990;;;346.58
66870000;01/09/1990;;;344.79
66870000;01/08/1990;;;290.21
66870000;01/07/1990;;;306.87
66870000;01/06/1990;;;316.37
66870000;01/05/1990;;;406.87
66870000;01/04/1990;;;411.78
66870000;01/03/1990;;;436.85
66870000;01/02/1990;;;520.18
66870000;01/01/1990;;;611.79
66870000;01/12/1989;;;571.86
66870000;01/11/1989;;;401.23
66870000;01/10/1989;;;296.8
66870000;01/09/1989;;;305.09
66870000;01/08/1989;536.945;396.708;452.681
66870000;01/07/1989;655.998;429.491;506.52
66870000;01/06/1989;640.631;416.728;487.422
66870000;01/05/1989;778.279;480.827;567.546
66870000;01/04/1989;961.111;561.008;718.589
66870000;01/03/1989;1678.648;661.15;941.807
66870000;01/02/1989;1649.471;630.462;1053.284
66870000;01/01/1989;1395.63;551.335;850.447
66870000;01/12/1988;1183.612;399.183;633.626
66870000;01/11/1988;600.324;367.602;472.179
66870000;01/10/1988;527.432;355.802;381.234
66870000;01/09/1988;401.667;360.499;373.496
66870000;01/08/1988;399.183;369.985;383.96
66870000;01/07/1988;424.362;399.183;411.059
66870000;01/06/1988;541.726;424.362;444.347
66870000;01/05/1988;655.998;471.701;534.169
66870000;01/04/1988;1113.79;635.539;803.83
66870000;01/03/1988;1759.871;751.033;1046.542
66870000;01/02/1988;1088.797;503.927;742.765
66870000;01/01/1988;1294.617;485.414;711.326
66870000;01/12/1987;937.472;399.183;602.455
66870000;01/11/1987;610.308;374.774;447.577
66870000;01/10/1987;828.234;348.814;459.7
66870000;01/09/1987;365.226;332.779;346.919
66870000;01/08/1987;399.183;341.895;363.477
66870000;01/07/1987;401.667;341.895;361.038
66870000;01/06/1987;449.175;348.814;387.875
66870000;01/05/1987;580.541;365.226;437.153
66870000;01/04/1987;681.912;409.163;504.621
66870000;01/03/1987;767.337;379.595;527.685
66870000;01/02/1987;811.453;490.018;622.837
66870000;01/01/1987;908.235;321.556;515.119
66870000;01/12/1986;896.637;372.376;558.381
66870000;01/11/1986;756.453;337.322;401.346
66870000;01/10/1986;429.491;351.135;371.631
66870000;01/09/1986;845.144;348.814;396.302
66870000;01/08/1986;692.382;348.814;437.323
66870000;01/07/1986;377.181;348.814;353.271
