system:index;B1_median;B2_count;B2_median;B3_median;B4_median;B5_median;B6_median;B7_median;Codigo;Estacao;cloud_cover;cloud_qa_count;date;img_qual;lat;lon;nd_median;pixel_qa_median;radsat_qa_median;sensor;solar_az;solar_zen;sr_atmos_opacity_median;sr_cloud_qa_median;.geo
1_LT05_225073_19970408_00000000000000000001;485.0;4;846.0;1078.0;627.0;170.0;2955.0;70.0;66870000;COXIM;0.0;0;08/07/1997;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.67984934086629;68.0;0.0;LANDSAT_5;58.941.525;46.006.607;25.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19970627_00000000000000000000;423.0;3;825.0;1005.0;534.0;294.0;2924.0;146.0;66845000;PEDRO GOMES;4.0;0;27/10/1997;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.4745308310991957;68.0;0.0;LANDSAT_5;42.947.132;56.105.289;9.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19970627_00000000000000000001;489.0;4;778.0;971.0;653.0;144.0;2915.0;92.0;66870000;COXIM;4.0;0;27/10/1997;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.6876355748373102;68.0;0.0;LANDSAT_5;42.947.132;56.105.289;9.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19970713_00000000000000000000;360.0;3;720.0;846.0;456.0;209.0;2933.0;139.0;66845000;PEDRO GOMES;0.0;0;13/10/1997;7.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.55005382131324;68.0;0.0;LANDSAT_5;44.690.784;553.783;9.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19970713_00000000000000000001;367.0;4;781.0;900.0;407.0;138.0;2920.0;88.0;66870000;COXIM;0.0;0;13/10/1997;7.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.6996735582154516;68.0;0.0;LANDSAT_5;44.690.784;553.783;9.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19970729_00000000000000000000;305.0;4;586.0;622.0;621.0;400.0;2933.0;178.0;66845000;PEDRO GOMES;0.0;0;29/11/1997;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.18864097363083165;68.0;0.0;LANDSAT_5;47.509.918;53.266.106;9.0;0.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19970729_00000000000000000001;442.0;4;859.0;885.0;376.0;94.0;2924.0;33.0;66870000;COXIM;0.0;0;29/11/1997;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.8027282266526757;68.0;0.0;LANDSAT_5;47.509.918;53.266.106;9.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19970915_00000000000000000000;766.0;4;848.0;821.0;1365.0;712.0;2960.0;340.0;66845000;PEDRO GOMES;1.0;0;15/12/1997;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.08717948717948718;66.0;0.0;LANDSAT_5;61.828.098;41.012.287;319.0;1.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19970915_00000000000000000001;982.0;4;1062.0;1181.0;1144.0;449.0;2938.0;299.0;66870000;COXIM;1.0;0;15/12/1997;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.43416610398379474;96.0;0.0;LANDSAT_5;61.828.098;41.012.287;366.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19980121_00000000000000000000;455.0;4;849.0;1066.0;1014.0;304.0;2947.0;124.0;66845000;PEDRO GOMES;44.0;0;1998-15-21;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.5394378966455122;68.0;0.0;LANDSAT_5;98.252.373;36.393.909;144.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19980310_00000000000000000000;462.0;3;884.0;1150.0;711.0;204.0;2938.0;100.0;66845000;PEDRO GOMES;0.0;0;1998-16-10;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.625;68.0;0.0;LANDSAT_5;73.232.994;40.071.636;9.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19980310_00000000000000000001;520.0;4;925.0;1216.0;949.0;98.0;2938.0;-11.0;66870000;COXIM;0.0;0;1998-16-10;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.8012170385395537;68.0;0.0;LANDSAT_5;73.232.994;40.071.636;9.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19980427_00000000000000000000;394.0;3;658.0;785.0;878.0;331.0;2955.0;117.0;66845000;PEDRO GOMES;12.0;0;1998-17-27;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.3306370070778564;68.0;0.0;LANDSAT_5;48.886.631;47.368.889;9.0;0.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19980427_00000000000000000001;489.0;4;894.0;1088.0;611.0;177.0;2955.0;118.0;66870000;COXIM;12.0;0;1998-17-27;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.654296875;68.0;0.0;LANDSAT_5;48.886.631;47.368.889;9.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19980614_00000000000000000000;453.0;4;720.0;734.0;992.0;500.0;2915.0;244.0;66845000;PEDRO GOMES;0.0;0;1998-18-14;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.18032786885245902;66.0;0.0;LANDSAT_5;40.788.139;54.369.408;14.0;1.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19980614_00000000000000000001;582.0;4;943.0;1051.0;672.0;393.0;2906.0;193.0;66870000;COXIM;0.0;0;1998-18-14;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.4116766467065868;68.0;0.0;LANDSAT_5;40.788.139;54.369.408;37.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19980801_00000000000000000000;643.0;4;892.0;866.0;1105.0;561.0;2947.0;320.0;66845000;PEDRO GOMES;27.0;0;1998-18-01;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.2278045423262216;66.0;0.0;LANDSAT_5;46.590.405;51.499.687;105.0;1.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19980817_00000000000000000000;497.0;3;820.0;842.0;517.0;460.0;2968.0;163.0;66845000;PEDRO GOMES;3.0;0;1998-18-17;7.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.28125;68.0;0.0;LANDSAT_5;50.528.862;4.795.557;35.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19980817_00000000000000000001;553.0;4;867.0;960.0;656.0;239.0;2947.0;208.0;66870000;COXIM;3.0;0;1998-18-17;7.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.5678119349005425;68.0;0.0;LANDSAT_5;50.528.862;4.795.557;70.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19980918_00000000000000000000;1141.0;3;1153.0;1186.0;1506.0;435.0;2977.0;277.0;66845000;PEDRO GOMES;10.0;0;1998-19-18;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.4682151589242054;66.0;0.0;LANDSAT_5;61.648.232;38.895.573;633.0;4.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19980918_00000000000000000001;1121.0;4;1164.0;1252.0;1409.0;357.0;2964.0;142.0;66870000;COXIM;10.0;0;1998-19-18;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.5305719921104537;96.0;0.0;LANDSAT_5;61.648.232;38.895.573;947.0;1.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19990313_00000000000000000000;396.0;4;722.0;877.0;1148.0;446.0;2933.0;216.0;66845000;PEDRO GOMES;8.0;0;1999-19-13;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.2363013698630137;66.0;0.0;LANDSAT_5;71.200.623;39.830.418;11.0;1.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19990313_00000000000000000001;587.0;4;961.0;1294.0;1034.0;179.0;2933.0;101.0;66870000;COXIM;8.0;0;1999-19-13;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.6859649122807018;68.0;0.0;LANDSAT_5;71.200.623;39.830.418;11.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19990430_00000000000000000000;441.0;3;843.0;972.0;557.0;237.0;2942.0;205.0;66845000;PEDRO GOMES;6.0;0;1999-18-30;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.5611111111111111;68.0;0.0;LANDSAT_5;47.662.514;4.765.485;9.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19990430_00000000000000000001;469.0;4;850.0;1017.0;516.0;207.0;2947.0;161.0;66870000;COXIM;6.0;0;1999-18-30;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.6083254493850521;68.0;0.0;LANDSAT_5;47.662.514;4.765.485;9.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19990516_00000000000000000000;416.0;4;677.0;810.0;588.0;185.0;2929.0;123.0;66845000;PEDRO GOMES;0.0;0;1999-18-16;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.5707656612529002;68.0;0.0;LANDSAT_5;43.442.417;50.599.438;9.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19990516_00000000000000000001;445.0;4;832.0;978.0;498.0;122.0;2929.0;77.0;66870000;COXIM;0.0;0;1999-18-16;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.7442348008385744;68.0;0.0;LANDSAT_5;43.442.417;50.599.438;9.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19990601_00000000000000000000;267.0;4;574.0;571.0;809.0;327.0;2906.0;176.0;66845000;PEDRO GOMES;0.0;0;1999-18-01;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.22877358490566038;66.0;0.0;LANDSAT_5;41.210.289;5.302.906;9.0;0.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19990601_00000000000000000001;428.0;4;843.0;957.0;371.0;195.0;2911.0;80.0;66870000;COXIM;0.0;0;1999-18-01;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.6242774566473989;68.0;0.0;LANDSAT_5;41.210.289;5.302.906;9.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19990617_00000000000000000000;383.0;3;780.0;827.0;455.0;318.0;2938.0;139.0;66845000;PEDRO GOMES;0.0;0;1999-18-17;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.4207650273224044;68.0;0.0;LANDSAT_5;40.779.633;54.518.955;9.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19990617_00000000000000000001;471.0;4;846.0;969.0;460.0;137.0;2929.0;35.0;66870000;COXIM;0.0;0;1999-18-17;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.7212614445574771;68.0;0.0;LANDSAT_5;40.779.633;54.518.955;9.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_19990727_00000000000000000000;352.0;4;564.0;587.0;632.0;329.0;2965.0;156.0;66845000;PEDRO GOMES;0.0;0;1999-33-27;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.3557692307692308;68.0;0.0;LANDSAT_7;42.355.095;50.039.326;9.0;0.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_19990727_00000000000000000001;426.0;4;749.0;870.0;408.0;148.0;2945.0;62.0;66870000;COXIM;0.0;0;1999-33-27;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.6700111482720178;68.0;0.0;LANDSAT_7;42.355.095;50.039.326;9.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19990804_00000000000000000000;437.0;2;852.0;830.0;499.0;318.0;2960.0;170.0;66845000;PEDRO GOMES;0.0;0;1999-17-04;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.4564102564102564;68.0;0.0;LANDSAT_5;47.399.963;51.117.138;9.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19990804_00000000000000000001;493.0;4;860.0;879.0;504.0;288.0;2933.0;125.0;66870000;COXIM;0.0;0;1999-17-04;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.49825783972125437;68.0;0.0;LANDSAT_5;47.399.963;51.117.138;9.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_19990812_00000000000000000000;546.0;4;752.0;785.0;852.0;502.0;2970.0;261.0;66845000;PEDRO GOMES;3.0;0;1999-33-12;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.19936204146730463;68.0;0.0;LANDSAT_7;45.923.958;467.323;63.0;1.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_19990812_00000000000000000001;677.0;4;839.0;935.0;599.0;215.0;2950.0;141.0;66870000;COXIM;3.0;0;1999-33-12;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.5920303605313093;68.0;0.0;LANDSAT_7;45.923.958;467.323;125.0;40.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19990820_00000000000000000000;476.0;4;715.0;718.0;772.0;477.0;2981.0;245.0;66845000;PEDRO GOMES;0.0;0;1999-17-20;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.19966442953020133;68.0;0.0;LANDSAT_5;51.586.441;47.480.171;8.0;0.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19990820_00000000000000000001;546.0;4;859.0;873.0;465.0;236.0;2938.0;159.0;66870000;COXIM;0.0;0;1999-17-20;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.5689497716894977;68.0;0.0;LANDSAT_5;51.586.441;47.480.171;10.0;40.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_19990828_00000000000000000000;1673.0;2;1689.0;1627.0;1609.0;571.0;2980.0;215.0;66845000;PEDRO GOMES;16.0;0;1999-33-28;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.4946902654867257;96.0;0.0;LANDSAT_7;50.414.131;42.428.867;;40.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19990905_00000000000000000000;1723.0;3;1808.0;1750.0;1775.0;694.0;3002.0;425.0;66845000;PEDRO GOMES;17.0;0;1999-17-05;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.44524380495603516;66.0;0.0;LANDSAT_5;56.779.739;43.104.015;;8.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19990905_00000000000000000001;1775.0;4;1862.0;1762.0;1787.0;641.0;2951.0;348.0;66870000;COXIM;17.0;0;1999-17-05;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.48781462245305635;96.0;0.0;LANDSAT_5;56.779.739;43.104.015;;8.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_19990913_00000000000000000000;765.0;4;875.0;910.0;1208.0;522.0;2975.0;325.0;66845000;PEDRO GOMES;1.0;0;1999-33-13;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.2526843235504653;66.0;0.0;LANDSAT_7;56.129.314;37.605.904;270.0;1.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_19990913_00000000000000000001;734.0;4;886.0;991.0;829.0;253.0;2965.0;145.0;66870000;COXIM;1.0;0;1999-33-13;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.5557506584723442;68.0;0.0;LANDSAT_7;56.129.314;37.605.904;167.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_19990929_00000000000000000000;1273.0;1;1397.0;1304.0;1471.0;623.0;2980.0;453.0;66845000;PEDRO GOMES;33.0;0;1999-33-29;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.3831683168316832;96.0;0.0;LANDSAT_7;63.541.157;3.288.974;440.0;8.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_19991007_00000000000000000000;603.0;4;790.0;786.0;1212.0;455.0;2942.0;194.0;66845000;PEDRO GOMES;71.0;0;1999-16-07;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.26907630522088355;66.0;0.0;LANDSAT_5;71.424.133;34.415.798;248.0;1.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_19991015_00000000000000000000;685.0;1;891.0;953.0;1100.0;668.0;2960.0;481.0;66845000;PEDRO GOMES;8.0;0;1999-33-15;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.14304041051956382;68.0;0.0;LANDSAT_7;73.023.834;29.030.258;185.0;8.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_19991031_00000000000000000000;495.0;3;850.0;1192.0;1116.0;204.0;2960.0;129.0;66845000;PEDRO GOMES;0.0;0;1999-33-31;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.6129032258064516;68.0;0.0;LANDSAT_7;83.984.581;26.706.692;38.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_19991031_00000000000000000001;533.0;4;812.0;1097.0;955.0;289.0;2955.0;197.0;66870000;COXIM;0.0;0;1999-33-31;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.4750227066303361;68.0;0.0;LANDSAT_7;83.984.581;26.706.692;56.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_19991116_00000000000000000000;464.0;3;762.0;982.0;858.0;199.0;2985.0;168.0;66845000;PEDRO GOMES;3.0;0;1999-33-16;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.5858480749219563;68.0;0.0;LANDSAT_7;94.370.216;26.222.832;50.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_19991116_00000000000000000001;532.0;4;782.0;985.0;614.0;180.0;2975.0;126.0;66870000;COXIM;3.0;0;1999-33-16;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.6257796257796258;68.0;0.0;LANDSAT_7;94.370.216;26.222.832;34.0;40.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_19991218_00000000000000000000;447.0;3;716.0;888.0;812.0;223.0;2980.0;106.0;66845000;PEDRO GOMES;2.0;0;1999-33-18;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.5250266240681576;68.0;0.0;LANDSAT_7;104.545.448;28.897.964;79.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_19991218_00000000000000000001;462.0;4;700.0;982.0;708.0;138.0;2970.0;106.0;66870000;COXIM;2.0;0;1999-33-18;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.6706443914081146;68.0;0.0;LANDSAT_7;104.545.448;28.897.964;72.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_20000103_00000000000000000000;497.0;4;733.0;915.0;1435.0;403.0;2970.0;177.0;66845000;PEDRO GOMES;33.0;0;2000-33-03;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.2904929577464789;66.0;0.0;LANDSAT_7;103.331.573;30.673.355;44.0;1.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_20000111_00000000000000000000;354.0;4;585.0;777.0;950.0;288.0;2942.0;128.0;66845000;PEDRO GOMES;1.0;0;2000-15-11;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.3402061855670103;66.0;0.0;LANDSAT_5;10.159.214;35.686.703;9.0;1.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_20000111_00000000000000000001;440.0;4;839.0;1132.0;769.0;116.0;2938.0;94.0;66870000;COXIM;1.0;0;2000-15-11;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.7570680628272252;68.0;0.0;LANDSAT_5;10.159.214;35.686.703;9.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_20000119_00000000000000000000;496.0;3;790.0;893.0;1002.0;455.0;2908.0;229.0;66845000;PEDRO GOMES;21.0;0;2000-33-19;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.26907630522088355;68.0;0.0;LANDSAT_7;9.867.347;3.218.536;112.0;0.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_20000119_00000000000000000001;500.0;4;932.0;1383.0;1119.0;191.0;2934.0;137.0;66870000;COXIM;21.0;0;2000-33-19;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.6542986425339367;68.0;0.0;LANDSAT_7;9.867.347;3.218.536;59.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_20000204_00000000000000000000;498.0;3;713.0;778.0;862.0;391.0;2929.0;231.0;66845000;PEDRO GOMES;74.0;0;2000-33-04;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.24;66.0;0.0;LANDSAT_7;91.339.462;33.419.849;178.0;0.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_20000220_00000000000000000000;359.0;4;631.0;911.0;1266.0;361.0;2945.0;118.0;66845000;PEDRO GOMES;1.0;0;2000-32-20;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.2721774193548387;66.0;0.0;LANDSAT_7;82.147.118;34.635.422;9.0;0.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_20000220_00000000000000000001;475.0;4;818.0;1169.0;893.0;133.0;2939.0;70.0;66870000;COXIM;1.0;0;2000-32-20;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.7202944269190326;68.0;0.0;LANDSAT_7;82.147.118;34.635.422;13.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_20000307_00000000000000000000;693.0;3;971.0;1180.0;1584.0;748.0;2836.0;444.0;66845000;PEDRO GOMES;41.0;0;2000-32-07;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.1148105625717566;66.0;0.0;LANDSAT_7;72.016.479;36.177.273;61.0;2.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_20000307_00000000000000000001;583.0;4;913.0;1167.0;1275.0;514.0;2870.0;321.0;66870000;COXIM;41.0;0;2000-32-07;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.27960756832515765;66.0;0.0;LANDSAT_7;72.016.479;36.177.273;68.0;1.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_20000323_00000000000000000000;509.0;4;878.0;1135.0;1368.0;428.0;2924.0;174.0;66845000;PEDRO GOMES;23.0;0;2000-32-23;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.3445635528330781;66.0;0.0;LANDSAT_7;62.047.028;3.831.435;157.0;1.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_20000323_00000000000000000001;519.0;4;891.0;1313.0;1003.0;141.0;2939.0;127.0;66870000;COXIM;23.0;0;2000-32-23;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.7267441860465116;68.0;0.0;LANDSAT_7;62.047.028;3.831.435;24.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_20000408_00000000000000000000;379.0;3;731.0;874.0;855.0;224.0;2955.0;78.0;66845000;PEDRO GOMES;2.0;0;2000-32-08;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.5308900523560209;68.0;0.0;LANDSAT_7;53.227.242;41.084.003;9.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_20000408_00000000000000000001;436.0;4;735.0;1046.0;611.0;149.0;2955.0;52.0;66870000;COXIM;2.0;0;2000-32-08;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.6703539823008849;68.0;0.0;LANDSAT_7;53.227.242;41.084.003;11.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_20000424_00000000000000000000;524.0;3;880.0;1139.0;1152.0;449.0;2913.0;247.0;66845000;PEDRO GOMES;0.0;0;2000-32-24;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.32430398796087284;66.0;0.0;LANDSAT_7;46.246.143;44.263.809;13.0;1.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_20000424_00000000000000000001;406.0;4;798.0;1087.0;612.0;130.0;2950.0;81.0;66870000;COXIM;0.0;0;2000-32-24;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.7198275862068966;68.0;0.0;LANDSAT_7;46.246.143;44.263.809;9.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_20000502_00000000000000000000;306.0;4;638.0;773.0;759.0;306.0;2955.0;119.0;66845000;PEDRO GOMES;0.0;0;2000-15-02;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.3516949152542373;68.0;0.0;LANDSAT_5;47.564.579;48.764.381;9.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
1_LT05_225073_20000502_00000000000000000001;403.0;4;834.0;1085.0;578.0;119.0;2951.0;120.0;66870000;COXIM;0.0;0;2000-15-02;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.7502623294858342;68.0;0.0;LANDSAT_5;47.564.579;48.764.381;9.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_20000510_00000000000000000000;313.0;4;557.0;716.0;915.0;312.0;2939.0;149.0;66845000;PEDRO GOMES;0.0;0;2000-32-10;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.2819332566168009;66.0;0.0;LANDSAT_7;41.408.489;47.474.243;9.0;1.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_20000510_00000000000000000001;426.0;4;777.0;1004.0;545.0;141.0;2945.0;60.0;66870000;COXIM;0.0;0;2000-32-10;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.6928104575163399;68.0;0.0;LANDSAT_7;41.408.489;47.474.243;9.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_20000611_00000000000000000001;454.0;4;696.0;852.0;536.0;189.0;2918.0;99.0;66870000;COXIM;11.0;0;2000-32-11;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.5728813559322034;68.0;0.0;LANDSAT_7;37.760.754;52.106.487;9.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_20000627_00000000000000000000;333.0;4;510.0;563.0;649.0;287.0;2945.0;135.0;66845000;PEDRO GOMES;0.0;0;2000-31-27;9.0;-18.165.530.436.855.800;-5.447.137.071.160.160;-0.2535760728218466;68.0;0.0;LANDSAT_7;38.429.634;5.275.906;9.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
2_LE07_225073_20000627_00000000000000000001;415.0;4;737.0;891.0;584.0;257.0;2939.0;171.0;66870000;COXIM;0.0;0;2000-31-27;9.0;-1.850.815.884.307.570;-5.476.266.594.700.550;-0.482897384305835;68.0;0.0;LANDSAT_7;38.429.634;5.275.906;9.0;32.0;"{""type"":""MultiPoint"",""coordinates"":[]}"
