system:index,B1_median,B2_count,B2_median,B3_median,B4_median,B5_median,B6_median,B7_median,BQA_median,cloud_cover,date,img_qual,station_nm,site_no,lat,lon,nd_median,.geo
1_LT05_227073_20081029_00000000000000000002,0.156298012,72,0.151747525,0.143631294,0.138995424,0.064927846,288.3288574,0.041533235,960,25,29/10/2008,9,Amolar,66800000,-18.03903914,-57.488015,-0.400690112,
1_LT05_227073_20081114_00000000000000000002,0.114304312,87,0.123844564,0.127047241,0.07491976,0.011893199,298.5505371,0.004768193,672,0,14/11/2008,9,Amolar,66800000,-18.03903914,-57.488015,-0.820966778,
1_LT05_227073_20081130_00000000000000000002,0.125429213,90,0.132597223,0.136963651,0.095753185,0.015920579,295.5290527,0.007561686,672,25,30/11/2008,9,Amolar,66800000,-18.03903914,-57.488015,-0.785607123,
1_LT05_227073_20081216_00000000000000000002,0.112936124,89,0.122470729,0.128619999,0.075846516,0.014071453,298.5505371,0.007648758,672,0,16/12/2008,9,Amolar,66800000,-18.03903914,-57.488015,-0.793888554,
1_LT05_227073_20090117_00000000000000000002,0.103872895,94,0.10561724,0.112563334,0.069164716,0.012457402,294.2113342,0.007912727,672,31,17/01/2009,9,Amolar,66800000,-18.03903914,-57.488015,-0.769269665,
1_LT05_227073_20090202_00000000000000000002,0.139465719,14,0.141237229,0.143275291,0.130425557,0.072584867,286.9285583,0.04666331,672,69,02/02/2009,9,Amolar,66800000,-18.03903914,-57.488015,-0.311189803,
1_LT05_227073_20090322_00000000000000000002,0.112885684,19,0.103118412,0.098612063,0.107026301,0.057752542,292.8792419,0.040884744,672,48,22/03/2009,9,Amolar,66800000,-18.03903914,-57.488015,-0.275204734,
1_LT05_227073_20090407_00000000000000000002,0.1049961,95,0.083710954,0.073730402,0.076318301,0.033821356,290.1700745,0.022627994,672,13,07/04/2009,9,Amolar,66800000,-18.03903914,-57.488015,-0.406902923,
1_LT05_227073_20090423_00000000000000000002,0.097169288,90,0.070274286,0.059304424,0.050475754,0.017828813,295.5290527,0.00969068,672,27,23/04/2009,9,Amolar,66800000,-18.03903914,-57.488015,-0.577576564,
1_LT05_227073_20090509_00000000000000000002,0.09044484,91,0.063141838,0.053200319,0.045725703,0.019015495,294.2113342,0.010335872,672,12,09/05/2009,9,Amolar,66800000,-18.03903914,-57.488015,-0.558262688,
1_LT05_227073_20090525_00000000000000000002,0.086152986,92,0.058764558,0.045879498,0.035685614,0.011460924,294.2113342,0.006936143,672,10,25/05/2009,9,Amolar,66800000,-18.03903914,-57.488015,-0.673596442,
1_LT05_227073_20090712_00000000000000000002,0.088289313,95,0.070433803,0.059344657,0.037436787,0.015086962,291.9829712,0.011528971,672,0,12/07/2009,9,Amolar,66800000,-18.03903914,-57.488015,-0.628076137,
1_LT05_227073_20090728_00000000000000000002,0.092066467,95,0.071247816,0.060067032,0.035645548,0.011448448,291.0799866,0.006929094,672,26,28/07/2009,9,Amolar,66800000,-18.03903914,-57.488015,-0.736446855,
1_LT05_227073_20090829_00000000000000000002,0.094300725,92,0.086115338,0.075849414,0.037919678,0.012306266,296.3998108,0.005936156,672,0,29/08/2009,9,Amolar,66800000,-18.03903914,-57.488015,-0.749927538,
1_LT05_227073_20090914_00000000000000000002,0.110859901,90,0.106021263,0.098226584,0.05888946,0.015985457,294.2113342,0.008688047,672,0,14/09/2009,9,Amolar,66800000,-18.03903914,-57.488015,-0.737957758,
1_LT05_227073_20091016_00000000000000000002,0.126980811,128,0.112146862,0.100058518,0.098015271,0.032747094,293.3248901,0.016302532,928,41,16/10/2009,9,Amolar,66800000,-18.03903914,-57.488015,-0.565660648,
1_LT05_227073_20091101_00000000000000000002,0.12471313,86,0.143296242,0.155678004,0.09520486,0.029810909,298.1233215,0.021380806,672,0,01/11/2009,9,Amolar,66800000,-18.03903914,-57.488015,-0.655578536,
1_LT05_227073_20091117_00000000000000000002,0.124720633,89,0.138915882,0.151588321,0.102930427,0.033439882,294.6521301,0.021148788,672,11,17/11/2009,9,Amolar,66800000,-18.03903914,-57.488015,-0.618241234,
1_LT05_227073_20100205_00000000000000000002,0.100125164,91,0.08500994,0.079674721,0.078934744,0.031560995,292.8792419,0.016765539,672,4,05/02/2010,9,Amolar,66800000,-18.03903914,-57.488015,-0.444050461,
1_LT05_227073_20100410_00000000000000000002,0.078174427,94,0.052260034,0.041044682,0.03678295,0.011939177,295.9651794,0.00575865,672,0,10/04/2010,9,Amolar,66800000,-18.03903914,-57.488015,-0.628058442,
1_LT05_227073_20100426_00000000000000000002,0.090138495,99,0.062916435,0.046757337,0.039086208,0.015261057,296.3998108,0.009694895,672,56,26/04/2010,9,Amolar,66800000,-18.03903914,-57.488015,-0.609579268,
1_LT05_227073_20100512_00000000000000000002,0.081149027,99,0.051408056,0.036503367,0.029550098,0.010795157,292.8792419,0.006533581,672,0,12/05/2010,9,Amolar,66800000,-18.03903914,-57.488015,-0.652906762,
1_LT05_227073_20100613_00000000000000000002,0.089952573,101,0.065727346,0.04790049,0.037257686,0.01196517,294.6521301,0.007242535,672,0,13/06/2010,9,Amolar,66800000,-18.03903914,-57.488015,-0.691986557,
1_LT05_227073_20100731_00000000000000000002,0.108312815,93,0.094797559,0.080112666,0.047790315,0.014134812,295.0913696,0.006818607,672,35,31/07/2010,9,Amolar,66800000,-18.03903914,-57.488015,-0.719277539,
1_LT05_227073_20100917_00000000000000000002,0.142156646,93,0.127431855,0.1135621,0.095073968,0.029427964,297.6946411,0.014889451,672,0,17/09/2010,9,Amolar,66800000,-18.03903914,-57.488015,-0.624786456,
1_LT05_227073_20101003_00000000000000000002,0.157661282,2,0.15794982,0.145743132,0.128719799,0.071446825,285.9854431,0.048100946,672,89,03/10/2010,9,Amolar,66800000,-18.03903914,-57.488015,-0.377114761,
1_LT05_227073_20101019_00000000000000000002,0.11782296,91,0.117350616,0.109449521,0.079327501,0.01824547,294.6521301,0.007695253,672,0,19/10/2010,9,Amolar,66800000,-18.03903914,-57.488015,-0.730885007,
1_LT05_227073_20101104_00000000000000000002,0.129939929,84,0.140156254,0.145647198,0.092077419,0.035733406,297.2645264,0.02410615,672,0,04/11/2010,9,Amolar,66800000,-18.03903914,-57.488015,-0.588001701,
1_LT05_227073_20101120_00000000000000000002,0.143832073,84,0.153226286,0.158969447,0.111789718,0.039404757,295.9651794,0.023913881,672,26,20/11/2010,9,Amolar,66800000,-18.03903914,-57.488015,-0.580819802,
1_LT05_227073_20110224_00000000000000000002,0.108865328,93,0.090487465,0.084538482,0.097177334,0.049825713,285.9854431,0.029299004,672,7,24/02/2011,9,Amolar,66800000,-18.03903914,-57.488015,-0.289792824,
1_LT05_227073_20110328_00000000000000000002,0.079943836,98,0.053577572,0.03661431,0.031917278,0.011474869,293.3248901,0.00553519,672,29,28/03/2011,9,Amolar,66800000,-18.03903914,-57.488015,-0.647211727,
1_LT05_227073_20110429_00000000000000000002,0.080706246,119,0.048854738,0.034689564,0.031941496,0.01025948,295.0913696,0.006209514,672,6,29/04/2011,9,Amolar,66800000,-18.03903914,-57.488015,-0.652892978,
1_LT05_227073_20110616_00000000000000000002,0.0886641,101,0.057503287,0.040831719,0.033053659,0.012074457,294.2113342,0.007308816,672,0,16/06/2011,9,Amolar,66800000,-18.03903914,-57.488015,-0.652921847,
1_LT05_227073_20110718_00000000000000000002,0.093216501,94,0.069411732,0.054799933,0.036891889,0.011849169,294.2113342,0.007171447,672,54,18/07/2011,9,Amolar,66800000,-18.03903914,-57.488015,-0.708367282,
1_LT05_227073_20110904_00000000000000000002,0.13033177,93,0.115347676,0.103632323,0.076514557,0.029039972,295.0913696,0.015925813,672,1,04/09/2011,9,Amolar,66800000,-18.03903914,-57.488015,-0.607246664,
1_LT05_227073_20111022_00000000000000000002,0.123203635,88,0.128827721,0.134136766,0.0821895,0.022291271,295.5290527,0.013344161,672,1,22/10/2011,9,Amolar,66800000,-18.03903914,-57.488015,-0.710586252,
1_LT05_227073_20111107_00000000000000000002,0.134229422,88,0.137492061,0.143415675,0.080415413,0.023806451,295.0913696,0.015827103,672,20,07/11/2011,9,Amolar,66800000,-18.03903914,-57.488015,-0.709961467,
2_LE07_227072_19990725_00000000000000000002,0.115699619,99,0.100223675,0.086777166,0.050407518,0.014331426,,0.005418051,672,0,25/07/1999,9,Amolar,66800000,-18.03903914,-57.488015,-0.749789832,
2_LE07_227072_19990810_00000000000000000002,0.133470491,97,0.116066702,0.107971445,0.072303995,0.021395518,,0.010103012,672,5,10/08/1999,9,Amolar,66800000,-18.03903914,-57.488015,-0.688706939,
2_LE07_227072_19990911_00000000000000000002,0.142294422,95,0.125617847,0.122180253,0.086056009,0.020674288,,0.008687799,672,28,11/09/1999,9,Amolar,66800000,-18.03903914,-57.488015,-0.717356121,
2_LE07_227072_19990927_00000000000000000002,0.137626499,92,0.12736927,0.126698568,0.085111484,0.02363812,,0.014203765,672,3,27/09/1999,9,Amolar,66800000,-18.03903914,-57.488015,-0.68354845,
2_LE07_227072_19991114_00000000000000000002,0.121848494,90,0.128192589,0.142316505,0.085961938,0.021604642,,0.01298216,672,0,14/11/1999,9,Amolar,66800000,-18.03903914,-57.488015,-0.713889922,
2_LE07_227072_19991130_00000000000000000002,0.120851405,88,0.121139444,0.128678024,0.082081035,0.023614794,,0.014867192,672,1,30/11/1999,9,Amolar,66800000,-18.03903914,-57.488015,-0.670361032,
2_LE07_227072_19991216_00000000000000000002,0.112993911,89,0.116608627,0.131645918,0.074638367,0.010048145,,0.003799452,672,1,16/12/1999,9,Amolar,66800000,-18.03903914,-57.488015,-0.842041313,
2_LE07_227072_20000117_00000000000000000002,0.137270972,86,0.134318113,0.140331686,0.13551484,0.065549001,,0.038763635,928,12,17/01/2000,9,Amolar,66800000,-18.03903914,-57.488015,-0.348491411,
2_LE07_227072_20000202_00000000000000000002,0.101786725,88,0.101915225,0.112821609,0.058494899,0.01053746,,0.003984272,672,1,02/02/2000,9,Amolar,66800000,-18.03903914,-57.488015,-0.8138107,
2_LE07_227072_20000406_00000000000000000002,0.079855926,94,0.051036566,0.039950062,0.032352436,0.00949992,,0.00447253,672,8,06/04/2000,9,Amolar,66800000,-18.03903914,-57.488015,-0.695012531,
2_LE07_227072_20000422_00000000000000000002,0.076113231,96,0.046489261,0.035164829,0.026360182,0.007577021,,0.004726484,672,0,22/04/2000,9,Amolar,66800000,-18.03903914,-57.488015,-0.719713625,
2_LE07_227072_20000508_00000000000000000002,0.082725458,102,0.053409688,0.037405197,0.030288672,0.010679094,,0.005028674,672,36,08/05/2000,9,Amolar,66800000,-18.03903914,-57.488015,-0.676723007,
2_LE07_227072_20000524_00000000000000000002,0.082195491,100,0.05038017,0.035720695,0.026318645,0.008554226,,0.002704426,672,0,24/05/2000,9,Amolar,66800000,-18.03903914,-57.488015,-0.71969276,
2_LE07_227072_20000609_00000000000000000002,0.103628486,83,0.076922156,0.060295664,0.058062427,0.026411001,,0.019366451,672,27,09/06/2000,8,Amolar,66800000,-18.03903914,-57.488015,-0.477706138,
2_LE07_227072_20000727_00000000000000000002,0.096294083,96,0.082772225,0.070291243,0.032492895,0.008646093,,0.00273312,672,0,27/07/2000,9,Amolar,66800000,-18.03903914,-57.488015,-0.806348344,
2_LE07_227072_20000812_00000000000000000002,0.162564799,33,0.143075824,0.13356851,0.110412702,0.065958828,,0.044913769,672,70,12/08/2000,9,Amolar,66800000,-18.03903914,-57.488015,-0.368919677,
2_LE07_227072_20000913_00000000000000000002,0.15354915,95,0.136782005,0.129494503,0.099740915,0.02959414,,0.015062622,672,53,13/09/2000,9,Amolar,66800000,-18.03903914,-57.488015,-0.647869428,
2_LE07_227072_20001218_00000000000000000002,0.105874062,89,0.110015497,0.128424585,0.068899304,0.010127571,,0.005719444,672,0,18/12/2000,9,Amolar,66800000,-18.03903914,-57.488015,-0.834298656,
2_LE07_227072_20010119_00000000000000000002,0.109417401,93,0.102791063,0.106164977,0.084309272,0.031083219,,0.015674524,672,30,19/01/2001,9,Amolar,66800000,-18.03903914,-57.488015,-0.535635699,
2_LE07_227072_20010204_00000000000000000002,0.132281527,65,0.113948047,0.109375015,0.142254084,0.075572953,,0.045693062,1696,7,04/02/2001,9,Amolar,66800000,-18.03903914,-57.488015,-0.208803308,
2_LE07_227072_20010308_00000000000000000002,0.101247586,98,0.089089908,0.09371341,0.054615706,0.017640641,,0.010400232,672,14,08/03/2001,9,Amolar,66800000,-18.03903914,-57.488015,-0.674469082,
2_LE07_227072_20010409_00000000000000000002,0.127167523,42,0.105459027,0.098140679,0.126837686,0.07353007,,0.042644776,928,18,09/04/2001,9,Amolar,66800000,-18.03903914,-57.488015,-0.186510369,
2_LE07_227072_20010527_00000000000000000002,0.093019582,100,0.068280838,0.058537856,0.035632804,0.008691999,,0.005423121,672,25,27/05/2001,9,Amolar,66800000,-18.03903914,-57.488015,-0.760892546,
2_LE07_227072_20010612_00000000000000000002,0.089131102,96,0.064550817,0.054747347,0.034087833,0.00906901,,0.00565831,672,0,12/06/2001,9,Amolar,66800000,-18.03903914,-57.488015,-0.753625889,
2_LE07_227072_20010714_00000000000000000002,0.0948615,97,0.075522035,0.06725163,0.034009747,0.009049228,,0.005646662,672,2,14/07/2001,9,Amolar,66800000,-18.03903914,-57.488015,-0.78599756,
2_LE07_227072_20010730_00000000000000000002,0.099786416,96,0.086773902,0.082127772,0.038282741,0.011424351,,0.005379668,672,0,30/07/2001,9,Amolar,66800000,-18.03903914,-57.488015,-0.776938608,
2_LE07_227072_20010815_00000000000000000002,0.107182115,99,0.084944077,0.072903618,0.082009487,0.060343944,,0.032266628,928,18,15/08/2001,9,Amolar,66800000,-18.03903914,-57.488015,-0.172162578,
2_LE07_227072_20010831_00000000000000000002,0.13171421,91,0.115195498,0.107322097,0.072062574,0.019549754,,0.006939132,672,0,31/08/2001,9,Amolar,66800000,-18.03903914,-57.488015,-0.71371214,
2_LE07_227072_20011002_00000000000000000002,0.163579926,27,0.129593357,0.113600567,0.123617664,0.042514693,,0.024124734,928,73,02/10/2001,9,Amolar,66800000,-18.03903914,-57.488015,-0.52366806,
2_LE07_227072_20011119_00000000000000000002,0.113670059,164,0.08769545,0.074567281,0.067956813,0.021794325,,0.013094611,928,57,19/11/2001,9,Amolar,66800000,-18.03903914,-57.488015,-0.607226047,
2_LE07_227072_20020311_00000000000000000002,0.093333095,107,0.059960596,0.044114511,0.037620369,0.008990748,,0.004233504,928,45,11/03/2002,9,Amolar,66800000,-18.03903914,-57.488015,-0.718832726,
2_LE07_227072_20020412_00000000000000000002,0.093434565,105,0.065189511,0.051398396,0.048523661,0.019363683,,0.01141683,672,25,12/04/2002,9,Amolar,66800000,-18.03903914,-57.488015,-0.531948912,
2_LE07_227072_20020428_00000000000000000002,0.081952311,105,0.05372886,0.03992568,0.031239938,0.010358409,,0.00487865,672,13,28/04/2002,9,Amolar,66800000,-18.03903914,-57.488015,-0.686142072,
2_LE07_227072_20020514_00000000000000000002,0.0981047,107,0.065343283,0.046352237,0.046128772,0.01642929,,0.007751354,672,36,14/05/2002,9,Amolar,66800000,-18.03903914,-57.488015,-0.598171135,
2_LE07_227072_20020701_00000000000000000002,0.096813232,100,0.070276119,0.055754051,0.036903679,0.012237835,,0.005762091,672,0,01/07/2002,9,Amolar,66800000,-18.03903914,-57.488015,-0.703375388,
2_LE07_227072_20020717_00000000000000000002,0.124071427,90,0.097423077,0.083811484,0.073294416,0.032469019,,0.019509636,928,28,17/07/2002,9,Amolar,66800000,-18.03903914,-57.488015,-0.491389463,
2_LE07_227072_20020903_00000000000000000002,0.107793279,95,0.101297535,0.099318862,0.04846289,0.014551019,,0.006865439,672,1,03/09/2002,9,Amolar,66800000,-18.03903914,-57.488015,-0.748792389,
2_LE07_227072_20021021_00000000000000000002,0.15398857,4,0.145737246,0.14954333,0.121114641,0.059741976,,0.036404725,928,24,21/10/2002,9,Amolar,66800000,-18.03903914,-57.488015,-0.418521751,
2_LE07_227072_20021208_00000000000000000002,0.134780794,57,0.132069528,0.135000929,0.125427678,0.055773832,,0.03391939,672,27,08/12/2002,9,Amolar,66800000,-18.03903914,-57.488015,-0.391581527,
2_LE07_227072_20021224_00000000000000000002,0.139470652,69,0.144678384,0.1658445,0.12727657,0.042488012,,0.022965442,672,84,24/12/2002,9,Amolar,66800000,-18.03903914,-57.488015,-0.573463981,
2_LE07_227072_20030210_00000000000000000002,0.115280449,89,0.102430172,0.106066212,0.106832989,0.046770263,,0.024134457,672,9,10/02/2003,9,Amolar,66800000,-18.03903914,-57.488015,-0.3730546,
2_LE07_227072_20030314_00000000000000000002,0.122191846,3,0.09551578,0.087237954,0.108331189,0.053405691,,0.037876241,928,62,14/03/2003,9,Amolar,66800000,-18.03903914,-57.488015,-0.282767078,
2_LE07_227072_20030330_00000000000000000002,0.089777745,91,0.057424724,0.042796634,0.035647362,0.009393175,,0.004423006,672,21,30/03/2003,9,Amolar,66800000,-18.03903914,-57.488015,-0.718842548,
2_LE07_227072_20030415_00000000000000000002,0.084607594,98,0.054864179,0.039782818,0.04131487,0.017137585,,0.009236275,672,1,15/04/2003,9,Amolar,66800000,-18.03903914,-57.488015,-0.511556306,
2_LE07_227072_20030501_00000000000000000002,0.079428017,102,0.048511446,0.034855414,0.027507519,0.007905959,,0.002498985,672,0,01/05/2003,9,Amolar,66800000,-18.03903914,-57.488015,-0.719733327,
2_LE07_227072_20030821_00000000000000000002,0.107994042,98,0.088649593,0.076606438,0.047581978,0.015504414,,0.007315634,672,0,21/08/2003,9,Amolar,66800000,-18.03903914,-57.488015,-0.707689131,
2_LE07_227072_20031024_00000000000000000002,0.124121442,59,0.12290898,0.126419991,0.078942582,0.028273173,,0.017172726,672,14,24/10/2003,9,Amolar,66800000,-18.03903914,-57.488015,-0.636777232,
2_LE07_227072_20031109_00000000000000000002,0.129881844,67,0.129678681,0.135479376,0.11516311,0.049473491,,0.026213124,672,5,09/11/2003,9,Amolar,66800000,-18.03903914,-57.488015,-0.456734362,
2_LE07_227072_20031227_00000000000000000002,0.111303091,68,0.106851712,0.117067993,0.089049853,0.030462384,,0.015363818,672,5,27/12/2003,9,Amolar,66800000,-18.03903914,-57.488015,-0.556310895,
2_LE07_227072_20040112_00000000000000000002,0.11042767,94,0.102448024,0.108754173,0.080764055,0.024815504,,0.013676911,672,33,12/01/2004,9,Amolar,66800000,-18.03903914,-57.488015,-0.610013898,
2_LE07_227072_20040128_00000000000000000002,0.108012304,60,0.097790882,0.101541705,0.072116956,0.018951032,,0.007963976,672,12,28/01/2004,9,Amolar,66800000,-18.03903914,-57.488015,-0.679663415,
2_LE07_227072_20040213_00000000000000000002,0.118255429,58,0.104141273,0.106174998,0.086730495,0.03409753,,0.022152545,672,88,13/02/2004,9,Amolar,66800000,-18.03903914,-57.488015,-0.506686555,
2_LE07_227072_20040229_00000000000000000002,0.091671728,78,0.070349015,0.066579469,0.0507164,0.010995231,,0.004158536,672,3,29/02/2004,9,Amolar,66800000,-18.03903914,-57.488015,-0.724111501,
2_LE07_227072_20040417_00000000000000000002,0.093542106,82,0.060875453,0.041874807,0.045549024,0.017283631,,0.009316328,672,21,17/04/2004,9,Amolar,66800000,-18.03903914,-57.488015,-0.577215582,
2_LE07_227072_20040604_00000000000000000002,0.085849755,98,0.05700653,0.043543726,0.031083927,0.008934756,,0.002824322,672,6,04/06/2004,9,Amolar,66800000,-18.03903914,-57.488015,-0.737733216,
2_LE07_227072_20040620_00000000000000000002,0.086389169,96,0.060961485,0.046976041,0.032005649,0.009199287,,0.005738434,672,0,20/06/2004,9,Amolar,66800000,-18.03903914,-57.488015,-0.737765518,
2_LE07_227072_20040706_00000000000000000002,0.106257476,101,0.078876004,0.066098817,0.046163209,0.012164756,,0.005727619,672,52,06/07/2004,9,Amolar,66800000,-18.03903914,-57.488015,-0.732762428,
2_LE07_227072_20040722_00000000000000000002,0.094891943,72,0.078365907,0.067970589,0.03543403,0.008866853,,0.002802295,672,0,22/07/2004,9,Amolar,66800000,-18.03903914,-57.488015,-0.791503584,
2_LE07_227072_20040823_00000000000000000002,0.131689534,97,0.108215243,0.09524256,0.070827276,0.020298358,,0.009585058,672,7,23/08/2004,9,Amolar,66800000,-18.03903914,-57.488015,-0.684105683,
2_LE07_227072_20040924_00000000000000000002,0.156730607,92,0.133747295,0.124410562,0.106272571,0.034983434,,0.016543986,672,6,24/09/2004,9,Amolar,66800000,-18.03903914,-57.488015,-0.579122739,
2_LE07_227072_20041026_00000000000000000002,0.125608981,88,0.122805558,0.127244547,0.084884398,0.026547499,,0.013579195,672,13,26/10/2004,9,Amolar,66800000,-18.03903914,-57.488015,-0.644500092,
2_LE07_227072_20041213_00000000000000000002,0.106998481,84,0.11334306,0.13121368,0.075147323,0.01138091,,0.004964627,672,0,13/12/2004,9,Amolar,66800000,-18.03903914,-57.488015,-0.817502442,
2_LE07_227072_20041229_00000000000000000002,0.134632722,34,0.137659818,0.153521895,0.098878689,0.030522797,,0.019228583,672,15,29/12/2004,9,Amolar,66800000,-18.03903914,-57.488015,-0.62759825,
2_LE07_227072_20050215_00000000000000000002,0.104296319,62,0.081923179,0.077548936,0.073447488,0.029933201,,0.016167141,672,17,15/02/2005,9,Amolar,66800000,-18.03903914,-57.488015,-0.464792245,
2_LE07_227072_20050303_00000000000000000002,0.094777003,92,0.0704941,0.06361042,0.054269966,0.013188834,,0.006222608,672,11,03/03/2005,9,Amolar,66800000,-18.03903914,-57.488015,-0.68479035,
2_LE07_227072_20050319_00000000000000000002,0.093277134,88,0.069344811,0.064025566,0.059548903,0.02256256,,0.012783178,672,46,19/03/2005,9,Amolar,66800000,-18.03903914,-57.488015,-0.509015229,
2_LE07_227072_20050506_00000000000000000002,0.095027052,53,0.073196404,0.061770324,0.073812336,0.042105217,,0.024873929,672,45,06/05/2005,9,Amolar,66800000,-18.03903914,-57.488015,-0.256897055,
2_LE07_227072_20050607_00000000000000000002,0.088295311,65,0.066151872,0.056322668,0.031257387,0.008984396,,0.002839797,672,2,07/06/2005,9,Amolar,66800000,-18.03903914,-57.488015,-0.75361699,
2_LE07_227072_20050623_00000000000000000002,0.09647923,75,0.074551798,0.064124681,0.034593642,0.009204907,,0.005742306,672,10,23/06/2005,9,Amolar,66800000,-18.03903914,-57.488015,-0.774103656,
2_LE07_227072_20050709_00000000000000000002,0.103722364,88,0.085203134,0.078507841,0.041213237,0.012101102,,0.005698694,672,69,09/07/2005,9,Amolar,66800000,-18.03903914,-57.488015,-0.751272868,
2_LE07_227072_20050810_00000000000000000002,0.111389421,91,0.103021383,0.103251331,0.054119062,0.013576488,,0.007667735,672,0,10/08/2005,9,Amolar,66800000,-18.03903914,-57.488015,-0.771089596,
2_LE07_227072_20051114_00000000000000000002,0.114860825,59,0.118779063,0.130734429,0.071001686,0.011943136,,0.005635257,672,18,14/11/2005,9,Amolar,66800000,-18.03903914,-57.488015,-0.81727455,
2_LE07_227072_20051216_00000000000000000002,0.115288772,59,0.120369427,0.142246813,0.08160504,0.017444061,,0.010697871,672,18,16/12/2005,9,Amolar,66800000,-18.03903914,-57.488015,-0.746845372,
2_LE07_227072_20060117_00000000000000000002,0.101131931,89,0.090352371,0.095857702,0.061390646,0.02077917,,0.011770589,672,3,17/01/2006,9,Amolar,66800000,-18.03903914,-57.488015,-0.626043699,
2_LE07_227072_20060202_00000000000000000002,0.086899035,58,0.066423595,0.06294737,0.04239637,0.008790595,,0.005219884,672,22,02/02/2006,9,Amolar,66800000,-18.03903914,-57.488015,-0.766251676,
2_LE07_227072_20060306_00000000000000000002,0.081926502,90,0.057561889,0.049792949,0.037147503,0.008877411,,0.004179633,672,6,06/03/2006,9,Amolar,66800000,-18.03903914,-57.488015,-0.725981086,
2_LE07_227072_20060322_00000000000000000002,0.114007942,71,0.086834833,0.072522916,0.095628545,0.056445561,,0.034172866,672,67,22/03/2006,9,Amolar,66800000,-18.03903914,-57.488015,-0.220928952,
2_LE07_227072_20060407_00000000000000000002,0.11681547,98,0.083427735,0.067189671,0.077425614,0.04012325,,0.024543891,672,57,07/04/2006,9,Amolar,66800000,-18.03903914,-57.488015,-0.357865594,
2_LE07_227072_20060423_00000000000000000002,0.076866455,82,0.046947885,0.031953208,0.02267094,0.007651258,,0.002418761,672,2,23/04/2006,9,Amolar,66800000,-18.03903914,-57.488015,-0.719729748,
2_LE07_227072_20060509_00000000000000000002,0.088866934,82,0.057929266,0.041560993,0.036720768,0.01342844,,0.007582988,672,11,09/05/2006,9,Amolar,66800000,-18.03903914,-57.488015,-0.63388359,
2_LE07_227072_20060525_00000000000000000002,0.079209901,74,0.046618551,0.030035838,0.023625962,0.00582923,,0.002728224,672,3,25/05/2006,9,Amolar,66800000,-18.03903914,-57.488015,-0.777712984,
2_LE07_227072_20060712_00000000000000000002,0.091232985,66,0.060176972,0.040038399,0.031596504,0.012031628,,0.005666175,672,0,12/07/2006,9,Amolar,66800000,-18.03903914,-57.488015,-0.666753606,
2_LE07_227072_20060728_00000000000000000002,0.094810478,72,0.068201825,0.052412007,0.034693189,0.008683084,,0.005417676,672,0,28/07/2006,9,Amolar,66800000,-18.03903914,-57.488015,-0.767685483,
2_LE07_227072_20060813_00000000000000000002,0.095716774,99,0.075716563,0.0641018,0.036623038,0.013392638,,0.005063348,672,0,13/08/2006,9,Amolar,66800000,-18.03903914,-57.488015,-0.712281677,
2_LE07_227072_20060829_00000000000000000002,0.111575209,99,0.092242591,0.078572802,0.05330839,0.017282473,,0.007001627,672,0,29/08/2006,9,Amolar,66800000,-18.03903914,-57.488015,-0.684410631,
2_LE07_227072_20060914_00000000000000000002,0.135526255,100,0.113022856,0.0956361,0.067484953,0.01830893,,0.008645866,672,22,14/09/2006,9,Amolar,66800000,-18.03903914,-57.488015,-0.721180522,
2_LE07_227072_20061117_00000000000000000002,0.113418244,56,0.120141871,0.137629226,0.080286577,0.013893502,,0.00748931,672,0,17/11/2006,9,Amolar,66800000,-18.03903914,-57.488015,-0.792689027,
2_LE07_227072_20070120_00000000000000000002,0.099941328,70,0.087401628,0.090128615,0.068076693,0.020818284,,0.009836918,672,20,20/01/2007,9,Amolar,66800000,-18.03903914,-57.488015,-0.609628579,
2_LE07_227072_20070309_00000000000000000002,0.082334295,60,0.056193221,0.042211119,0.037332032,0.01329641,,0.006273668,672,1,09/03/2007,9,Amolar,66800000,-18.03903914,-57.488015,-0.607985449,
2_LE07_227072_20070325_00000000000000000002,0.080644161,67,0.053019706,0.038822334,0.03503678,0.009233344,,0.004347311,672,5,25/03/2007,9,Amolar,66800000,-18.03903914,-57.488015,-0.69497769,
2_LE07_227072_20070410_00000000000000000002,0.103565842,84,0.075238399,0.059325233,0.08190728,0.04523671,,0.027015375,672,12,10/04/2007,9,Amolar,66800000,-18.03903914,-57.488015,-0.251389851,
2_LE07_227072_20070426_00000000000000000002,0.080984689,82,0.051196035,0.035856038,0.03086704,0.01023613,,0.004819408,672,2,26/04/2007,9,Amolar,66800000,-18.03903914,-57.488015,-0.686134,
2_LE07_227072_20070512_00000000000000000002,0.080772929,103,0.050432585,0.034324598,0.028595909,0.008218609,,0.005127562,672,0,12/05/2007,9,Amolar,66800000,-18.03903914,-57.488015,-0.709758823,
2_LE07_227072_20070613_00000000000000000002,0.087171845,66,0.060115896,0.046320941,0.03156206,0.009072585,,0.005659305,672,0,13/06/2007,9,Amolar,66800000,-18.03903914,-57.488015,-0.72901877,
2_LE07_227072_20070629_00000000000000000002,0.096414998,101,0.074503519,0.059802238,0.036750607,0.012187283,,0.005738584,672,18,29/06/2007,9,Amolar,66800000,-18.03903914,-57.488015,-0.718833316,
2_LE07_227072_20070715_00000000000000000002,0.120146558,3,0.088570021,0.069142096,0.166452587,0.085233197,,0.04172397,672,76,15/07/2007,9,Amolar,66800000,-18.03903914,-57.488015,-0.019198865,
