system:index,B1_median,B2_count,B2_median,B3_median,B4_median,B5_median,B6_median,B7_median,BQA_median,cloud_cover,date,img_qual,station_nm,site_no,lat,lon,nd_median,.geo
1_LT05_227073_19900214_00000000000000000001,0.094407387,132,0.079601519,0.071408458,0.042646419,0.006881366,296.3998108,0.005589312,672,9,14/02/1990,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.834986669,
1_LT05_227073_19900403_00000000000000000001,0.083343945,130,0.061409995,0.0477098,0.032119319,0.007687722,295.5290527,0.002596422,672,1,03/04/1990,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.777482608,
1_LT05_227073_19900521_00000000000000000001,0.091310494,133,0.070166171,0.053864736,0.034179591,0.009305811,290.625885,0.007557509,672,25,21/05/1990,7,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.765809,
1_LT05_227073_19900708_00000000000000000001,0.103744186,134,0.081052579,0.058737818,0.037270319,0.006678785,291.9829712,0.00342663,672,43,08/07/1990,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.839435127,
1_LT05_227073_19900809_00000000000000000001,0.115045756,134,0.096751422,0.075163901,0.047026612,0.009065275,293.7689209,0.003060868,672,0,09/08/1990,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.828660781,
1_LT05_227073_19900910_00000000000000000001,0.115035661,135,0.104766577,0.094576493,0.054693583,0.007590294,293.7689209,0.002562768,672,2,10/09/1990,7,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.864889547,
1_LT05_227073_19901028_00000000000000000001,0.132773221,130,0.127413496,0.124133743,0.11946775,0.054090291,284.5559082,0.032266118,672,12,28/10/1990,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.403976171,
1_LT05_227073_19901113_00000000000000000001,0.113866612,135,0.111306965,0.111635409,0.085949026,0.031845942,292.4319458,0.01987797,672,10,13/11/1990,7,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.563592572,
1_LT05_227073_19901215_00000000000000000001,0.116986029,132,0.115925759,0.116062455,0.06811446,0.010677937,292.4319458,0.005150657,672,72,15/12/1990,7,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.827449575,
1_LT05_227073_19901231_00000000000000000001,0.135435477,130,0.129965067,0.12661767,0.118591242,0.055173453,285.9854431,0.03291285,672,11,31/12/1990,7,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.413161277,
1_LT05_227073_19910524_00000000000000000001,0.085700557,116,0.057761718,0.042286891,0.024822664,0.006133176,294.2113342,0.003146482,672,4,24/05/1991,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.808022958,
1_LT05_227073_19910727_00000000000000000001,0.126372829,142,0.101346418,0.08269491,0.068438426,0.015987558,291.9829712,0.007712361,672,0,27/07/1991,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.737009903,
1_LT05_227073_19910812_00000000000000000001,0.156990767,142,0.133367747,0.117070101,0.099015288,0.026861988,289.2530823,0.015506867,672,21,12/08/1991,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.664706579,
1_LT05_227073_19910929_00000000000000000001,0.164051279,149,0.146373004,0.127959222,0.118283443,0.032539956,292.8792419,0.018526217,672,75,29/09/1991,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.636248193,
1_LT05_227073_19920204_00000000000000000001,0.100782916,130,0.092259392,0.0892701,0.075499937,0.013599323,295.5290527,0.005451905,672,0,04/02/1992,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.750811998,
1_LT05_227073_19920408_00000000000000000001,0.128555819,120,0.106073797,0.092976674,0.110184416,0.055213094,288.7919006,0.035568938,672,80,08/04/1992,7,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.310093205,
1_LT05_227073_19920611_00000000000000000001,0.113345027,144,0.082345076,0.065307826,0.061108761,0.019971557,291.5323486,0.008008011,672,51,11/06/1992,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.62722016,
1_LT05_227073_19920627_00000000000000000001,0.099260017,158,0.069315962,0.045713883,0.047177184,0.010074512,293.7689209,0.008181928,928,56,27/06/1992,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.729372747,
1_LT05_227073_19920729_00000000000000000001,0.105978221,135,0.087822564,0.062338073,0.048827227,0.012630123,291.0799866,0.007644449,672,0,29/07/1992,7,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.74853589,
1_LT05_227073_19921102_00000000000000000001,0.127817363,140,0.122914352,0.114637896,0.092575453,0.019111823,293.7689209,0.008059015,672,13,02/11/1992,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.731286166,
1_LT05_227073_19921118_00000000000000000001,0.107695475,136,0.109586701,0.108378038,0.069772474,0.012568061,295.0913696,0.005038901,672,1,18/11/1992,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.79422724,
1_LT05_227073_19921220_00000000000000000001,0.105759919,134,0.099723294,0.097688667,0.068212971,0.015034095,294.6521301,0.008171093,672,50,20/12/1992,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.73798471,
1_LT05_227073_19930222_00000000000000000001,0.115914449,58,0.0819996,0.066418551,0.060702167,0.021235317,292.8792419,0.012258737,928,20,22/02/1993,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.57454405,
1_LT05_227073_19930310_00000000000000000001,0.084055737,130,0.063358448,0.047466185,0.037178792,0.007166809,297.6946411,0.002419722,672,0,10/03/1993,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.786106733,
1_LT05_227073_19930326_00000000000000000001,0.099626869,120,0.076831721,0.058675278,0.046180107,0.015093607,293.3248901,0.009588077,672,18,26/03/1993,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.671611573,
1_LT05_227073_19930427_00000000000000000001,0.101775147,132,0.07785657,0.05874072,0.06855645,0.028308332,291.0799866,0.014694268,672,39,27/04/1993,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.464833726,
1_LT05_227073_19930513_00000000000000000001,0.090071991,133,0.0658122,0.044240601,0.037305873,0.00892993,295.5290527,0.003015577,672,10,13/05/1993,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.761046957,
1_LT05_227073_19930529_00000000000000000001,0.095958732,132,0.070117511,0.047135524,0.039745498,0.009512963,290.1700745,0.003211512,672,14,29/05/1993,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.774287738,
1_LT05_227073_19930614_00000000000000000001,0.10275387,132,0.078248329,0.057626553,0.046615712,0.013358315,291.5323486,0.00808545,672,19,14/06/1993,7,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.70835488,
1_LT05_227073_19930902_00000000000000000001,0.161820531,145,0.134631306,0.11732614,0.100039095,0.023920519,289.7124634,0.010088423,672,32,02/09/1993,7,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.705401738,
1_LT05_227073_19930918_00000000000000000001,0.155444145,143,0.137833506,0.119827434,0.088285029,0.017054163,295.9651794,0.009268363,672,1,18/09/1993,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.779786692,
1_LT05_227073_19931004_00000000000000000001,0.157602176,142,0.138443977,0.125781476,0.10609708,0.02509474,293.7689209,0.011834007,672,35,04/10/1993,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.699161457,
1_LT05_227073_19931020_00000000000000000001,0.150060222,124,0.138084829,0.133101359,0.110701859,0.041387931,288.7919006,0.023409575,672,30,20/10/1993,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.538365262,
1_LT05_227073_19931121_00000000000000000001,0.136364564,132,0.145622343,0.149310514,0.110146791,0.037899341,291.0799866,0.022632072,672,43,21/11/1993,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.580040191,
1_LT05_227073_19931207_00000000000000000001,0.142010897,137,0.137785256,0.135068998,0.120613776,0.044649061,288.3288574,0.025801219,672,13,07/12/1993,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.510444048,
1_LT05_227073_19940108_00000000000000000001,0.108535714,132,0.10233105,0.1056794,0.073285796,0.017655864,295.5290527,0.008385444,672,10,08/01/1994,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.713334322,
1_LT05_227073_19940209_00000000000000000001,0.104264863,130,0.093969509,0.099480137,0.063093148,0.013851458,292.8792419,0.00555416,672,50,09/02/1994,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.743065592,
1_LT05_227073_19940516_00000000000000000001,0.083639964,125,0.053935885,0.041480985,0.033579797,0.006016613,294.2113342,0.003087086,672,0,16/05/1994,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.799287345,
1_LT05_227073_19940601_00000000000000000001,0.134793252,35,0.100431457,0.084818363,0.075113967,0.043033361,291.9829712,0.035638325,928,81,01/06/1994,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.400084817,
1_LT05_227073_19940617_00000000000000000001,0.093061596,133,0.064998232,0.050396509,0.037361313,0.006695535,294.2113342,0.003435149,672,0,17/06/1994,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.799261093,
1_LT05_227073_19940719_00000000000000000001,0.098478585,133,0.078563541,0.062025033,0.036712501,0.009995211,292.8792419,0.003375444,672,0,19/07/1994,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.78610045,
1_LT05_227073_19950503_00000000000000000001,0.131701052,10,0.102255262,0.078863256,0.120129414,0.067869946,289.2530823,0.041729324,928,46,03/05/1995,7,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.180744337,
1_LT05_227073_19950706_00000000000000000001,0.097617909,118,0.06460651,0.049686614,0.029166969,0.007208342,294.6521301,0.003696503,672,6,06/07/1995,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.79925205,
1_LT05_227073_19950722_00000000000000000001,0.094435759,118,0.072883107,0.052482288,0.028214104,0.006972932,291.0799866,0.003576879,672,0,22/07/1995,7,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.825362442,
1_LT05_227073_19950807_00000000000000000001,0.139255941,150,0.116569757,0.094418392,0.066313535,0.013276707,293.3248901,0.00803522,672,0,07/08/1995,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.795501442,
1_LT05_227073_19951229_00000000000000000001,0.107629955,135,0.104177646,0.102488659,0.080472589,0.023235369,292.8792419,0.012062139,928,11,29/12/1995,7,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.63527479,
1_LT05_227073_19960130_00000000000000000001,0.09602692,138,0.077571154,0.071530595,0.048135757,0.007181755,294.6521301,0.005832862,672,35,30/01/1996,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.823181657,
1_LT05_227073_19960215_00000000000000000001,0.091270961,132,0.07570044,0.07311938,0.045498013,0.007341913,293.7689209,0.002478676,672,9,15/02/1996,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.823176663,
1_LT05_227073_19960318_00000000000000000001,0.107306354,42,0.08755026,0.073993824,0.087195493,0.052811414,289.7124634,0.039408423,672,46,18/03/1996,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.254505902,
1_LT05_227073_19960403_00000000000000000001,0.081542246,128,0.059577439,0.04679374,0.033772506,0.008083655,292.8792419,0.002729979,672,4,03/04/1996,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.746194159,
1_LT05_227073_19960606_00000000000000000001,0.093637936,127,0.060383476,0.046438821,0.032426193,0.006735655,292.8792419,0.003455005,672,0,06/06/1996,7,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.799292533,
1_LT05_227073_19960724_00000000000000000001,0.107443713,138,0.08803048,0.07009951,0.041602485,0.009958782,291.5323486,0.003362444,672,0,24/07/1996,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.796737275,
1_LT05_227073_19960809_00000000000000000001,0.166339099,90,0.144616082,0.122455932,0.108217217,0.046985686,288.3288574,0.029330283,928,31,09/08/1996,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.520836648,
1_LT05_227073_19960825_00000000000000000001,0.169141978,39,0.143993586,0.121987768,0.102762729,0.025582412,295.9651794,0.010788932,672,0,25/08/1996,7,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.698277911,
1_LT05_227073_19960910_00000000000000000001,0.11275401,138,0.104851879,0.098272771,0.051139448,0.010238901,290.1700745,0.006197116,672,9,10/09/1996,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.822072615,
1_LT05_227073_19961012_00000000000000000001,0.136122838,134,0.132642582,0.128947586,0.094138749,0.022375407,293.3248901,0.011614703,672,49,12/10/1996,7,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.711318578,
1_LT05_227073_19961028_00000000000000000001,0.117308266,132,0.121133149,0.121151619,0.071198225,0.008496375,293.3248901,0.005142466,672,59,28/10/1996,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.868912967,
1_LT05_227073_19961113_00000000000000000001,0.128248423,136,0.131057054,0.131850079,0.113783494,0.042319488,286.9285583,0.025683213,928,15,13/11/1996,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.512025818,
1_LT05_227073_19961129_00000000000000000001,0.118007697,92,0.124922305,0.134394422,0.088658892,0.027441757,295.9651794,0.016832454,928,14,29/11/1996,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.638614585,
1_LT05_227073_19961215_00000000000000000001,0.101810232,133,0.098781712,0.102015384,0.067566723,0.012742216,294.2113342,0.008093288,672,5,15/12/1996,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.764992132,
1_LT05_227073_19961231_00000000000000000001,0.108311482,162,0.097568192,0.090629056,0.094790928,0.034914374,285.5109253,0.020424746,928,75,31/12/1996,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.485219481,
1_LT05_227073_19970217_00000000000000000001,0.072052442,159,0.043617938,0.028125424,0.02507221,0.006826029,292.4319458,0.002304741,928,29,17/02/1997,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.746193228,
1_LT05_227073_19970305_00000000000000000001,0.086997576,132,0.061865598,0.04926626,0.039835583,0.006998555,296.3998108,0.00236353,672,6,05/03/1997,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.786090106,
1_LT05_227073_19970609_00000000000000000001,0.08303868,122,0.051756136,0.035428759,0.025480578,0.006296889,292.8792419,0.003231286,672,0,09/06/1997,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.783064213,
1_LT05_227073_19970625_00000000000000000001,0.089451842,128,0.057686172,0.040285837,0.030976085,0.006436468,294.6521301,0.003301783,672,0,25/06/1997,7,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.799245083,
1_LT05_227073_19970727_00000000000000000001,0.088217698,128,0.06759949,0.049266264,0.029059082,0.006037768,294.6521301,0.003097752,672,0,27/07/1997,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.825352401,
1_LT05_227073_19970913_00000000000000000001,0.159134224,145,0.136649817,0.115816832,0.094737142,0.019348422,295.0913696,0.009189785,672,0,13/09/1997,7,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.746246678,
1_LT05_227073_19971015_00000000000000000001,0.151802734,138,0.138699323,0.128103197,0.108729206,0.021318533,298.5505371,0.011066502,672,4,15/10/1997,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.733548079,
1_LT05_227073_19980730_00000000000000000001,0.130150273,140,0.108076088,0.091389045,0.067917928,0.014827473,294.2113342,0.007153116,672,0,30/07/1998,7,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.758713695,
1_LT05_227073_19980815_00000000000000000001,0.158872366,140,0.136141792,0.118720606,0.104131192,0.04442662,286.9285583,0.025988398,672,46,15/08/1998,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.520805172,
1_LT05_227073_19980831_00000000000000000001,0.140641257,141,0.121362187,0.109034844,0.091854699,0.020306066,292.8792419,0.009642593,672,0,31/08/1998,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.720574518,
1_LT05_227073_19980916_00000000000000000001,0.149103627,146,0.12881732,0.112049058,0.102123678,0.023444507,295.5290527,0.012169463,672,0,16/09/1998,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.685045195,
1_LT05_227073_19981002_00000000000000000001,0.121158488,136,0.114048645,0.110095933,0.072615601,0.015285958,292.4319458,0.008307789,672,14,02/10/1998,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.763621532,
1_LT05_227073_19981119_00000000000000000001,0.115323104,135,0.122046404,0.12323641,0.072596058,0.018072039,293.7689209,0.010432963,672,0,19/11/1998,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.742046249,
1_LT05_227073_19981205_00000000000000000001,0.134142101,94,0.143180534,0.148790523,0.097071536,0.03243022,294.6521301,0.021798706,672,27,05/12/1998,7,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.624361734,
1_LT05_227073_19990106_00000000000000000001,0.127275869,52,0.108920805,0.099997595,0.094252102,0.037784949,292.4319458,0.025489833,672,48,06/01/1999,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.484602959,
1_LT05_227073_19990207_00000000000000000001,0.096351512,89,0.078760691,0.071954302,0.072175838,0.030551866,294.6521301,0.017394289,672,4,07/02/1999,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.441018184,
1_LT05_227073_19990327_00000000000000000001,0.090749435,127,0.065631285,0.055384472,0.054244008,0.02386337,291.5323486,0.012387738,672,3,27/03/1999,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.466708495,
1_LT05_227073_19990530_00000000000000000001,0.1051232,133,0.074847892,0.059361041,0.041971337,0.018154209,290.625885,0.011531765,672,24,30/05/1999,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.62720375,
1_LT05_227073_19990701_00000000000000000001,0.119883083,102,0.097590961,0.078473561,0.087322809,0.04828608,291.5323486,0.030140629,672,40,01/07/1999,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.316247562,
1_LT05_227073_19990919_00000000000000000001,0.141629338,137,0.127929598,0.116997965,0.08756052,0.018589562,293.3248901,0.008829776,672,51,19/09/1999,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.751944522,
1_LT05_227073_19991005_00000000000000000001,0.146373108,133,0.132557526,0.128479347,0.108078584,0.024028394,291.5323486,0.014383514,672,1,05/10/1999,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.693096362,
1_LT05_227073_19991106_00000000000000000001,0.114081636,126,0.120767742,0.122411065,0.067524448,0.012161696,295.9651794,0.004876605,672,3,06/11/1999,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.820983294,
1_LT05_227073_19991224_00000000000000000001,0.112216584,131,0.12637195,0.137833476,0.078265794,0.014519859,298.1233215,0.007891789,672,0,24/12/1999,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.798192154,
1_LT05_227073_20000414_00000000000000000001,0.09431953,84,0.067072138,0.056574576,0.073826343,0.038706999,291.5323486,0.02416054,928,49,14/04/2000,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.293005733,
1_LT05_227073_20000820_00000000000000000001,0.097056851,132,0.082047887,0.069294646,0.037262462,0.007957226,296.8329163,0.006462355,672,0,20/08/2000,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.823182808,
1_LT05_227073_20000921_00000000000000000001,0.129860282,135,0.125868171,0.12075001,0.079333216,0.015983069,295.9651794,0.008687103,672,3,21/09/2000,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.774650271,
1_LT05_227073_20001007_00000000000000000001,0.114587091,135,0.112056881,0.10552714,0.061736602,0.008512645,295.5290527,0.005152302,672,1,07/10/2000,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.855054825,
1_LT05_227073_20001108_00000000000000000001,0.118646644,129,0.131364688,0.14118363,0.075938895,0.010019819,296.3998108,0.004833564,672,5,08/11/2000,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.858261426,
1_LT05_227073_20010127_00000000000000000001,0.109742299,76,0.105476186,0.107804872,0.083869785,0.036578629,290.1700745,0.020135332,672,12,27/01/2001,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.484977789,
1_LT05_227073_20010228_00000000000000000001,0.12083786,128,0.113427907,0.109864421,0.110959753,0.054018319,284.5559082,0.033570755,672,32,28/02/2001,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.354798015,
1_LT05_227073_20010316_00000000000000000001,0.105561957,75,0.087014303,0.082131922,0.069795497,0.027794711,293.3248901,0.015243819,928,31,16/03/2001,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.521944377,
1_LT05_227073_20010807_00000000000000000001,0.14830637,143,0.124113277,0.108576238,0.086293533,0.019958345,340.0856934,0.01084745,672,0,07/08/2001,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.722938564,
1_LT05_227073_20010823_00000000000000000001,0.13854216,139,0.12203826,0.109824918,0.079552166,0.018398933,237.2664948,0.010000269,672,21,23/08/2001,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.737976348,
1_LT05_227073_20010908_00000000000000000001,0.135819048,135,0.122763969,0.115926854,0.087612152,0.019367976,296.8329163,0.009198092,672,0,08/09/2001,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.734021384,
1_LT05_227073_20010924_00000000000000000001,0.155674115,138,0.13675347,0.12147925,0.104799151,0.02025125,295.5290527,0.008540436,672,24,24/09/2001,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.742030049,
1_LT05_227073_20011010_00000000000000000001,0.144013584,128,0.138300002,0.135573596,0.111577928,0.021257849,293.7689209,0.011034417,672,37,10/10/2001,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.728311917,
1_LT05_227073_20011026_00000000000000000001,0.123153105,127,0.127296016,0.130589843,0.086146757,0.020476364,298.9763489,0.010628699,672,0,26/10/2001,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.722866158,
1_LT05_227073_20011229_00000000000000000001,0.121793889,131,0.110890821,0.106703594,0.090281971,0.031166691,289.7124634,0.019454194,672,73,29/12/2001,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.55176354,
1_LT05_227073_20020130_00000000000000000001,0.08060611,120,0.05937482,0.05010752,0.042647716,0.012887744,293.7689209,0.008187128,672,4,30/01/2002,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.658064724,
1_LT05_227073_20020319_00000000000000000001,0.081055522,134,0.054325525,0.042889476,0.039341222,0.009273014,203.3661652,0.005613663,672,2,19/03/2002,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.708389085,
1_LT05_227073_20030813_00000000000000000001,0.099352926,128,0.08156357,0.06539382,0.043082431,0.011143968,292.8792419,0.006745952,672,0,13/08/2003,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.759588731,
1_LT05_227073_20030829_00000000000000000001,0.130527049,131,0.104755387,0.088643089,0.066483736,0.015440881,289.2530823,0.009808633,672,1,29/08/2003,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.743072202,
1_LT05_227073_20031016_00000000000000000001,0.138181135,17,0.130817711,0.126432583,0.10104993,0.03800137,293.7689209,0.022693267,928,8,16/10/2003,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.549797695,
1_LT05_227073_20040104_00000000000000000001,0.116993576,127,0.114803642,0.115267791,0.078576118,0.022998672,291.9829712,0.010845471,672,37,04/01/2004,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.666207754,
1_LT05_227073_20040511_00000000000000000001,0.081759632,124,0.053023923,0.037652589,0.030479489,0.005461069,291.9829712,0.002802491,672,8,11/05/2004,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.799293247,
1_LT05_227073_20040714_00000000000000000001,0.139225587,138,0.107585803,0.083333448,0.070422173,0.012254122,292.8792419,0.007416414,672,11,14/07/2004,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.78755811,
1_LT05_227073_20040815_00000000000000000001,0.095857032,125,0.078690827,0.066432893,0.03752099,0.010752471,294.6521301,0.006508036,672,0,15/08/2004,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.759568992,
1_LT05_227073_20040831_00000000000000000001,0.094969496,125,0.083115146,0.073313892,0.038187247,0.009877662,297.6946411,0.005978247,672,0,31/08/2004,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.795494449,
1_LT05_227073_20041103_00000000000000000001,0.145234212,119,0.144624472,0.139907435,0.137765765,0.058308832,285.9854431,0.035568845,672,4,03/11/2004,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.423041029,
1_LT05_227073_20041205_00000000000000000001,0.11572732,127,0.121023834,0.129554465,0.077919297,0.015913736,295.9651794,0.007557706,672,25,05/12/2004,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.772362419,
1_LT05_227073_20041221_00000000000000000001,0.142487422,77,0.14606753,0.156202808,0.097047552,0.030386616,294.2113342,0.018967142,672,46,21/12/2004,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.649792824,
1_LT05_227073_20050223_00000000000000000001,0.091830149,122,0.069319755,0.061241958,0.052732859,0.012998733,296.3998108,0.005212161,672,7,23/02/2005,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.684184364,
1_LT05_227073_20050311_00000000000000000001,0.108402848,74,0.081018113,0.065756172,0.074244417,0.042710301,291.0799866,0.027290445,928,25,11/03/2005,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.333942645,
1_LT05_227073_20050327_00000000000000000001,0.10147135,119,0.080893882,0.071251489,0.073749065,0.035031594,290.625885,0.021866495,672,8,27/03/2005,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.39561871,
1_LT05_227073_20050412_00000000000000000001,0.078000866,109,0.053276192,0.041844957,0.03385137,0.007228946,298.1233215,0.002440947,672,3,12/04/2005,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.774263789,
1_LT05_227073_20050514_00000000000000000001,0.103935741,122,0.076561168,0.061187994,0.050850242,0.013813752,295.0913696,0.006664069,928,25,14/05/2005,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.694301211,
1_LT05_227073_20050530_00000000000000000001,0.087758422,121,0.064122111,0.050361127,0.031956475,0.008699656,294.6521301,0.007065263,672,31,30/05/2005,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.761069888,
1_LT05_227073_20050701_00000000000000000001,0.096336477,122,0.076211147,0.064248972,0.042735726,0.018484809,294.2113342,0.011742345,672,0,01/07/2005,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.609596663,
1_LT05_227073_20050802_00000000000000000001,0.108294815,126,0.094775908,0.080097876,0.043544963,0.011263327,295.5290527,0.006818138,672,0,02/08/2005,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.787563032,
1_LT05_227073_20050903_00000000000000000001,0.134342104,126,0.11943379,0.110121734,0.080511414,0.016948493,291.5323486,0.009211515,672,0,03/09/2005,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.757690027,
1_LT05_227073_20050919_00000000000000000001,0.169598341,70,0.149690419,0.135252357,0.124841183,0.027044043,291.0799866,0.01483242,672,2,19/09/2005,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.688222691,
1_LT05_227073_20051021_00000000000000000001,0.162644774,120,0.149530098,0.139325365,0.121544711,0.026410919,292.8792419,0.013364378,928,48,21/10/2005,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.709689564,
1_LT05_227073_20060125_00000000000000000001,0.09621805,122,0.081131615,0.0788498,0.059576869,0.018678812,295.9651794,0.010782162,672,44,25/01/2006,9,Sao Francisco,66810000,-18.39053224,-57.37969898,-0.625714209,
