system:index;B1_median;B2_count;B2_median;B3_median;B4_median;B5_median;B6_median;B7_median;cloud_cover;cloud_qa_count;date;img_qual;station_nm;site_no;lat;lon;nd_median;pixel_qa_median;radsat_qa_median;sensor;snow_ice_qa_count;solar_az;solar_zen;sr_atmos_opacity_median;sr_cloud_qa_median;.geo
1_LT05_225072_19840420_00000000000000000003;332;21;696;758;1028;459;2951;164;7;0;20/04/1984;9;PCH PONTE ALTA JUSANTE;66861000;-19.41323153;-54.45892982;-0.019480519;66;0;LANDSAT_5;0;46.373268;55.820339;14;0;
1_LT05_225072_19840709_00000000000000000003;410;8;655;681;628;360;2955;247;0;0;09/07/1984;7;PCH PONTE ALTA JUSANTE;66861000;-19.41323153;-54.45892982;-0.115913556;96;0;LANDSAT_5;0;62.472572;33.376987;579;8;
1_LT05_225072_19850218_00000000000000000003;622;13;1028;1308;1792;727;2883;398;33;2;18/02/1985;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.19368001;68;0;LANDSAT_5;0;53.555485;48.024506;9;32;
1_LT05_225072_19850610_00000000000000000003;333;14;727;792;548;311;2883;187;0;0;10/06/1985;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.058354115;68;0;LANDSAT_5;0;47.150917;54.238045;9;32;
1_LT05_225072_19850626_00000000000000000003;410;14;711;776;684;436;2933;194;0;0;26/06/1985;7;Garimpagem;66855000;-18.71519047;-54.56449904;-0.011779293;66;0;LANDSAT_5;0;50.75502;51.236408;61;1;
1_LT05_225072_19850712_00000000000000000003;417;13;742;804;666;389;2920;138;0;0;12/07/1985;7;Garimpagem;66855000;-18.71519047;-54.56449904;-0.213217939;68;0;LANDSAT_5;0;55.301926;47.23801;9;32;
1_LT05_225072_19850813_00000000000000000003;396;12;715;733;666;465;2942;255;0;0;13/08/1985;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.112714279;66;0;LANDSAT_5;0;76.380646;34.543953;137;1;
1_LT05_225072_19850829_00000000000000000003;1397;8;1488;1433;1680;757;2964;375;4;107;29/08/1985;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.192692247;67;0;LANDSAT_5;0;51.331535;50.516827;9;16;
1_LT05_225072_19850914_00000000000000000003;1579;11;1751;1569;1833;773;2986;379;4;0;14/09/1985;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.268782141;67;0;LANDSAT_5;0;78.086281;34.242443;27;1;
1_LT05_225072_19850930_00000000000000000003;517;6;839;941;955;694;2915;451;61;0;30/09/1985;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.197384067;66;0;LANDSAT_5;0;101.954475;33.01627;224;1;
1_LT05_225072_19851016_00000000000000000003;482;14;736;763;938;507;2998;267;0;0;16/10/1985;7;Garimpagem;66855000;-18.71519047;-54.56449904;-0.220796759;66;0;LANDSAT_5;0;84.386414;40.866497;67;1;
1_LT05_225072_19851117_00000000000000000003;480;13;825;838;918;432;3032;218;9;0;17/11/1985;7;Garimpagem;66855000;-18.71519047;-54.56449904;-0.223529412;66;0;LANDSAT_5;0;66.533607;44.186157;12;1;
1_LT05_225072_19851203_00000000000000000003;767;1;1124;1305;1745;898;2897;499;26;0;03/12/1985;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.069948187;66;0;LANDSAT_5;0;58.46656;46.596931;37;1;
1_LT05_225072_19860410_00000000000000000003;479;17;789;886;1301;499;2947;240;18;0;10/04/1986;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.098782138;66;0;LANDSAT_5;0;51.909573;49.39254;9;1;
1_LT05_225072_19860426_00000000000000000003;819;5;1231;1279;1676;954;2869;488;26;25;26/04/1986;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.20589979;68;0;LANDSAT_5;0;47.236454;52.263145;9;16.5;
1_LT05_225072_19860715_00000000000000000003;504;11;765;733;746;366;2929;196;1;0;15/07/1986;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.145554681;68;0;LANDSAT_5;0;44.521061;54.785042;9;1;
1_LT05_225072_19870107_00000000000000000003;427;22;841;1062;1319;478;2964;205;1;0;07/01/1987;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.121423047;66;0;LANDSAT_5;0;43.651115;56.550495;9;1;
1_LT05_225072_19870312_00000000000000000003;427;22;900;1133;1286;402;2933;181;0;0;12/03/1987;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.07424072;66;0;LANDSAT_5;0;44.381321;57.198769;36;0;
1_LT05_225072_19870413_00000000000000000003;376;21;765;892;1009;420;2964;160;0;0;13/04/1987;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.133559322;66;0;LANDSAT_5;0;46.442696;56.546619;9;1;
1_LT05_225072_19870531_00000000000000000003;405;20;731;750;950;469;2938;194;3;0;31/05/1987;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.176970493;67;0;LANDSAT_5;0;49.579403;54.549198;9;16.5;
1_LT05_225072_19870702_00000000000000000003;457;14;731;797;823;374;2938;257;0;0;02/07/1987;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.132851751;66;0;LANDSAT_5;0;102.684654;38.834469;9;1;
1_LT05_225072_19870718_00000000000000000003;560;15;828;792;897;511;2947;247;11;0;18/07/1987;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.227830832;66;0;LANDSAT_5;0;74.583847;43.632439;9;32;
1_LT05_225072_19870803_00000000000000000003;513;17;774;831;766;567;2929;274;2;0;03/08/1987;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.218505338;68;0;LANDSAT_5;0;57.762035;47.59671;9;32;
1_LT05_225072_19870819_00000000000000000003;839;13;987;945;1071;622;2933;343;0;3;19/08/1987;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.174234106;96;0;LANDSAT_5;0;51.338364;50.226471;120;20;
1_LT05_225072_19870904_00000000000000000003;1275;12;1433;1296;1589;814;2938;352;1;0;04/09/1987;7;Garimpagem;66855000;-18.71519047;-54.56449904;-0.343328336;68;0;LANDSAT_5;0;44.242931;55.15263;9;32;
1_LT05_225072_19870920_00000000000000000003;1023;15;1158;1105;1377;698;2977;373;1;0;20/09/1987;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.058823529;66;0;LANDSAT_5;0;44.294048;56.880352;9;1;
1_LT05_225072_19871123_00000000000000000003;392;15;719;769;967;415;2973;222;6;0;23/11/1987;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.049333333;66;0;LANDSAT_5;0;49.499409;53.410412;9;0;
1_LT05_225072_19871225_00000000000000000003;495;15;869;965;1061;522;2981;296;18;0;25/12/1987;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.205316581;66;0;LANDSAT_5;0;53.546173;49.849297;351;1;
1_LT05_225072_19880330_00000000000000000003;372;21;731;922;1102;448;2955;149;0;0;30/03/1988;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.096289338;66;0;LANDSAT_5;0;64.823936;40.926388;385;1;
1_LT05_225072_19880415_00000000000000000003;420;22;786;946;1078;353;2924;158;28;0;15/04/1988;7;Garimpagem;66855000;-18.71519047;-54.56449904;-0.213113995;66;0;LANDSAT_5;0;72.516624;36.746975;117.5;1;
1_LT05_225072_19880501_00000000000000000003;418;20;770;863;1061;409;2951;168;3;0;01/05/1988;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.140044841;67;0;LANDSAT_5;0;98.495468;32.234798;18;16.5;
1_LT05_225072_19880517_00000000000000000003;458;24;841;973;1273;467;2915;178;31;0;17/05/1988;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.186119874;68;0;LANDSAT_5;0;104.219147;35.187366;28;32;
1_LT05_225072_19880720_00000000000000000003;442;17;767;780;749;414;2920;184;0;0;20/07/1988;7;Garimpagem;66855000;-18.71519047;-54.56449904;-0.201133144;66;0;LANDSAT_5;0;96.836319;38.259983;94;4;
1_LT05_225072_19880805_00000000000000000003;539;19;837;843;900;559;2929;269;0;0;05/08/1988;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.164458301;66;0;LANDSAT_5;0;89.620949;39.416237;9;1;
1_LT05_225072_19880821_00000000000000000003;569;17;852;743;906;541;2960;290;0;0;21/08/1988;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.251470588;68;0;LANDSAT_5;0;62.814117;44.057968;9;32;
1_LT05_225072_19880906_00000000000000000003;690;14;915;954;1049;646;2986;350;0;0;06/09/1988;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.167353669;66;0;LANDSAT_5;0;55.021568;46.59079;9;1;
1_LT05_225072_19880922_00000000000000000003;1020;15;1161;1143;1320;670;3007;319;0;0;22/09/1988;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.309300649;68;0;LANDSAT_5;0;48.953915;49.436493;9;32;
1_LT05_225072_19881008_00000000000000000003;703;17;874;984;1099;640;2990;343;4;0;08/10/1988;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.189655172;68;0;LANDSAT_5;0;45.8535;54.608551;9;16.5;
1_LT05_225072_19881227_00000000000000000003;429;13;842;1030;1159;482;2915;232;48;0;27/12/1988;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.10772162;67;0;LANDSAT_5;0;49.191677;52.002312;9;16;
1_LT05_225072_19890301_00000000000000000003;443;20;767;947;1062;389;2955;175;1;0;01/03/1989;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.260157671;68;0;LANDSAT_5;0;53.459145;48.302338;129;32;
1_LT05_225072_19890317_00000000000000000003;378;23;775;989;1102;432;2938;182;7;0;17/03/1989;7;Garimpagem;66855000;-18.71519047;-54.56449904;-0.356034051;66;0;LANDSAT_5;0;65.338837;39.371727;556;1;
1_LT05_225072_19890504_00000000000000000003;485;24;873;1116;1477;483;2911;219;62;0;04/05/1989;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.203905801;66;0;LANDSAT_5;0;73.423286;35.380379;263;1;
1_LT05_225072_19890520_00000000000000000003;395;19;724;869;883;404;2924;180;2;0;20/05/1989;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.273103448;66;0;LANDSAT_5;0;79.427414;40.824753;10;1;
1_LT05_225072_19890605_00000000000000000003;454;18;781;885;788;395;2933;194;0;0;05/06/1989;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.280605227;66;0;LANDSAT_5;0;48.447712;50.203754;15;1;
1_LT05_225072_19890723_00000000000000000003;456;15;780;834;814;492;2920;290;0;0;23/07/1989;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.112733171;68;0;LANDSAT_5;0;44.767464;52.964848;9;32;
1_LT05_225072_19890808_00000000000000000003;572;16;895;1019;1024;638;2897;423;18;0;08/08/1989;7;Garimpagem;66855000;-18.71519047;-54.56449904;-0.213515457;68;0;LANDSAT_5;0;43.02261;55.130463;9;32;
1_LT05_225072_19890909_00000000000000000003;585;18;872;883;1065;565;2942;270;51;0;09/09/1989;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.075239398;68;0;LANDSAT_5;0;47.035995;54.847027;9;32;
1_LT05_225072_19891128_00000000000000000003;444;24;777;856;1241;492;2942;225;26;0;28/11/1989;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.125139665;68;0;LANDSAT_5;0;50.632198;52.136951;10;1;
1_LT05_225072_19900115_00000000000000000003;422;29;806;972;1138;453;2938;169;3;0;15/01/1990;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.118038026;96;0;LANDSAT_5;0;60.728706;44.060017;238;1;
1_LT05_225072_19900216_00000000000000000003;671;3;1088;1282;1694;885;2874;488;41;0;16/02/1990;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.144436766;68;0;LANDSAT_5;0;100.565964;33.597797;38;1;
1_LT05_225072_19900304_00000000000000000003;349;21;747;963;986;379;2960;184;0;0;04/03/1990;7;Garimpagem;66855000;-18.71519047;-54.56449904;-0.226626776;66;0;LANDSAT_5;0;79.015953;43.118721;9;1;
1_LT05_225072_19900405_00000000000000000003;438;18;748;875;987;472;2906;243;10;0;05/04/1990;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.206521739;68;0;LANDSAT_5;0;61.874641;46.939327;9;32;
1_LT05_225072_19900507_00000000000000000003;333;21;649;761;813;395;2942;128;8;0;07/05/1990;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.285386381;68;0;LANDSAT_5;0;49.417603;52.211628;9;32;
1_LT05_225072_19900726_00000000000000000003;481;18;691;715;791;510;2933;248;0;0;26/07/1990;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.183728739;68;0;LANDSAT_5;0;44.459473;56.719048;27;32;
1_LT05_225072_19900811_00000000000000000003;423;14;769;783;572;366;2942;227;0;0;11/08/1990;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.172891463;68;0;LANDSAT_5;0;48.951263;55.729458;24;16.5;
1_LT05_225072_19900928_00000000000000000003;633;20;898;839;1162;444;2951;214;21;0;28/09/1990;7;Garimpagem;66855000;-18.71519047;-54.56449904;-0.297299653;66;0;LANDSAT_5;0;70.00412;40.354492;236;1;
1_LT05_225072_19901030_00000000000000000003;402;22;714;829;1308;458;2938;232;0;0;30/10/1990;7;Garimpagem;66855000;-18.71519047;-54.56449904;-0.132075472;66;0;LANDSAT_5;0;87.222748;34.68692;16;1;
1_LT05_225072_19901115_00000000000000000003;436;20;759;839;1180;524;2960;264;7;0;15/11/1990;7;Garimpagem;66855000;-18.71519047;-54.56449904;-0.189801311;66;0;LANDSAT_5;0;95.512642;34.137642;51.5;1;
1_LT05_225072_19901217_00000000000000000003;399;23;770;904;1093;438;2968;199;2;0;17/12/1990;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.308943089;66;0;LANDSAT_5;0;104.163933;36.492916;9;1;
1_LT05_225072_19910118_00000000000000000003;628;21;1167;1658;2475;443;2973;200;0;0;18/01/1991;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.287340924;66;0;LANDSAT_5;0;86.181526;42.085728;96;1;
1_LT05_225072_19910219_00000000000000000003;453;24;809;959;1325;394;2938;177;13;0;19/02/1991;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.222121487;68;0;LANDSAT_5;0;45.149307;54.772766;9;1;
1_LT05_225072_19910526_00000000000000000003;396;18;769;871;775;354;2929;138;0;0;26/05/1991;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.309957924;68;0;LANDSAT_5;0;43.892239;56.548;9;32;
1_LT05_225072_19910729_00000000000000000003;517;19;822;873;818;493;2938;239;1;0;29/07/1991;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.188423645;68;0;LANDSAT_5;0;44.285713;57.253906;9;32;
1_LT05_225072_19910814_00000000000000000003;557;16;830;876;939;519;2968;266;0;0;14/08/1991;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.332880435;68;0;LANDSAT_5;0;52.736549;51.568409;14;32;
1_LT05_225072_19910830_00000000000000000003;1047;5;1272;1231;1224;598;2955;286;3;149;30/08/1991;7;Garimpagem;66855000;-18.71519047;-54.56449904;-0.079019074;96;0;LANDSAT_5;0;96.546921;33.041355;141;8;
1_LT05_225072_19910830_00000000000000000004;1109;57;1315;1316;1232;471;2942;240;3;98;30/08/1991;7;Garimpagem;66855000;-18.71519047;-54.56449904;-0.196538937;66;0;LANDSAT_5;0;92.424431;40.344326;116;0;
1_LT05_225072_19911118_00000000000000000003;508;22;840;909;1287;533;2960;221;3;0;18/11/1991;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.172775507;66;0;LANDSAT_5;0;66.602974;44.68457;41;1;
1_LT05_225072_19911204_00000000000000000003;446;15;744;1004;1429;414;2964;153;29;0;04/12/1991;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.25388601;66;0;LANDSAT_5;0;47.332943;52.546158;10;1;
1_LT05_225072_19920528_00000000000000000003;456;18;785;787;886;391;2947;192;0;0;28/05/1992;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.171834625;68;0;LANDSAT_5;0;43.745102;56.664768;8;1;
1_LT05_225072_19920613_00000000000000000003;472;19;782;832;865;482;2938;199;0;0;13/06/1992;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.186315187;68;0;LANDSAT_5;0;49.617924;54.366219;9;32;
1_LT05_225072_19921019_00000000000000000003;499;17;837;901;1213;539;2933;235;23;0;19/10/1992;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.270588235;68;0;LANDSAT_5;0;53.671993;51.103012;97;32;
1_LT05_225072_19921222_00000000000000000003;412;23;846;1054;1289;440;2955;200;3;0;22/12/1992;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.252336449;68;0;LANDSAT_5;0;64.850044;42.613506;117;32;
1_LT05_225072_19930312_00000000000000000003;467;19;815;898;1201;521;2942;264;1;0;12/03/1993;7;Garimpagem;66855000;-18.71519047;-54.56449904;-0.143021915;66;0;LANDSAT_5;0;81.06234;35.454449;45;1;
1_LT05_225072_19930413_00000000000000000003;401;21;795;1080;1289;393;2947;162;0;0;13/04/1993;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.222891566;68;0;LANDSAT_5;0;104.290848;36.689224;9;1;
1_LT05_225072_19930429_00000000000000000003;405;23;712;761;1114;444;2951;216;0;0;29/04/1993;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.270471464;66;0;LANDSAT_5;0;83.122643;42.234943;99;1;
1_LT05_225072_19930531_00000000000000000003;663;23;814;770;1070;472;2920;192;58;0;31/05/1993;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.355642023;68;0;LANDSAT_5;0;74.219727;43.596752;10;32;
1_LT05_225072_19930616_00000000000000000003;533;11;758;840;931;604;2888;311;0;0;16/06/1993;7;Garimpagem;66855000;-18.71519047;-54.56449904;-0.272871917;68;0;LANDSAT_5;0;57.599594;47.771332;9;32;
1_LT05_225072_19930718_00000000000000000003;638;3;939;961;983;715;2883;475;3;0;18/07/1993;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.173016397;67;0;LANDSAT_5;0;51.329483;50.482128;9;16.5;
1_LT05_225072_19930803_00000000000000000003;536;17;766;810;699;484;2938;235;0;0;03/08/1993;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.129533679;66;0;LANDSAT_5;0;44.524979;55.494564;11;1;
1_LT05_225072_19930819_00000000000000000003;1222;17;1360;1330;1549;718;2883;409;46;0;19/08/1993;7;Garimpagem;66855000;-18.71519047;-54.56449904;-0.178784267;68;0;LANDSAT_5;0;43.895744;56.967327;18;32;
1_LT05_225072_19931107_00000000000000000003;709;17;1071;1121;1471;767;2888;403;82;0;07/11/1993;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.13510101;68;0;LANDSAT_5;0;47.028908;56.262363;9;32;
1_LT05_225072_19940126_00000000000000000003;537;20;869;1004;1653;675;2846;362;68;0;26/01/1994;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.255681818;68;0;LANDSAT_5;0;50.275158;53.912231;9;32;
1_LT05_225072_19940502_00000000000000000003;361;21;744;827;910;359;2947;127;3;0;02/05/1994;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.231481481;68;0;LANDSAT_5;0;73.667969;37.770821;9;32;
1_LT05_225072_19940518_00000000000000000003;350;20;761;765;698;413;2933;184;0;0;18/05/1994;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.171676687;66;0;LANDSAT_5;0;91.472672;33.520435;225;4;
1_LT05_225072_19940603_00000000000000000003;350;19;717;734;813;369;2951;200;0;0;03/06/1994;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.230291744;66;0;LANDSAT_5;0;98.866936;33.745735;18;1;
1_LT05_225072_19940721_00000000000000000003;454;16;732;744;703;371;2968;199;0;0;21/07/1994;7;Garimpagem;66855000;-18.71519047;-54.56449904;-0.2756917;66;0;LANDSAT_5;0;96.991806;40.179741;81;1;
1_LT05_225072_19940923_00000000000000000003;618;16;855;859;965;564;3019;335;3;0;23/09/1994;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.121693122;68;0;LANDSAT_5;0;50.946041;51.430222;9;32;
1_LT05_225072_19950113_00000000000000000003;944.5;2;1366.5;1564.5;2456.5;1030.5;2813.5;485;40;6;13/01/1995;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.066544617;68;0;LANDSAT_5;0;46.984535;54.145462;9;16.5;
1_LT05_225072_19950403_00000000000000000003;463;10;955;1285;1371;392;2938;161;34;0;03/04/1995;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.230164965;68;0;LANDSAT_5;0;44.936096;56.370087;9;16.5;
1_LT05_225072_19950521_00000000000000000003;432;18;833;918;911;365;2906;197;45;0;21/05/1995;7;Garimpagem;66855000;-18.71519047;-54.56449904;-0.204989874;68;0;LANDSAT_5;0;44.656548;57.722778;8;1;
1_LT05_225072_19950606_00000000000000000003;416;18;731;748;749;354;2929;155;0;0;06/06/1995;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.263636364;68;0;LANDSAT_5;0;48.35606;56.734463;9;32;
1_LT05_225072_19950708_00000000000000000003;370;8;526;430;680;411;2874;222;16;103;08/07/1995;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.134252169;66;0;LANDSAT_5;0;101.457069;40.970398;80;1;
1_LT05_225072_19950910_00000000000000000003;1173;12;1275;1213;1345;609;2964;336;8;139;10/09/1995;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.2;68;0;LANDSAT_5;0;64.793755;48.845093;9;1;
1_LT05_225072_19951012_00000000000000000003;527;18;790;873;882;480;2964;218;37;0;12/10/1995;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.171646977;68;0;LANDSAT_5;0;48.724712;56.650974;9;32;
1_LT05_225072_19960116_00000000000000000003;529;21;900;1059;1487;521;2906;225;16;0;16/01/1996;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.212469237;68;0;LANDSAT_5;0;47.013592;58.764862;9;32;
1_LT05_225072_19960217_00000000000000000003;654;25;938;1072;1546;596;2920;315;49;0;17/02/1996;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.221271135;67;0;LANDSAT_5;0;63.712414;49.474812;9;1;
1_LT05_225072_19960405_00000000000000000003;433;21;838;932;1093;436;2960;167;0;0;05/04/1996;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.157024793;68;0;LANDSAT_5;0;51.172714;54.083378;9;1;
1_LT05_225072_19960421_00000000000000000003;341;23;699;829;854;358;2947;127;3;0;21/04/1996;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.213802436;68;0;LANDSAT_5;0;45.914516;58.084534;9;32;
1_LT05_225072_19960507_00000000000000000003;399;21;764;764;807;344;2933;135;13;0;07/05/1996;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.209688581;68;0;LANDSAT_5;0;45.927036;58.849129;9;32;
1_LT05_225072_19960624_00000000000000000003;388;17;739;704;697;357;2920;156;19;0;24/06/1996;7;Garimpagem;66855000;-18.71519047;-54.56449904;-0.203549639;66;0;LANDSAT_5;0;49.9804;56.554508;9;32;
1_LT05_225072_19960726_00000000000000000003;567;20;833;827;863;443;2915;252;8;0;26/07/1996;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.102444272;67;0;LANDSAT_5;0;53.563152;53.481812;48;16;
1_LT05_225072_19960811_00000000000000000003;621;22;829;822;902;555;2942;234;0;0;11/08/1996;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.106360735;68;0;LANDSAT_5;0;63.640778;44.915958;9;32;
1_LT05_225072_19960912_00000000000000000003;347;14;597;707;716;360;2947;187;0;0;12/09/1996;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.087365304;68;0;LANDSAT_5;0;87.435455;34.457565;11;0;
1_LT05_225072_19961201_00000000000000000003;535;2;836.5;956.5;1582;745;2955;298;67;0;01/12/1996;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.049095607;96;0;LANDSAT_5;0;101.558472;34.397217;146;8;
1_LT05_225072_19970408_00000000000000000003;407;20;758;931;1023;378;2960;199;0;0;08/04/1997;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.191256831;66;0;LANDSAT_5;0;93.405663;40.081081;151;1;
1_LT05_225072_19970627_00000000000000000003;434;17;830;915;752;405;2924;199;0;0;27/06/1997;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.178931061;68;0;LANDSAT_5;0;58.941525;46.006607;11;1;
1_LT05_225072_19970729_00000000000000000003;365;18;694;750;720;399;2933;178;0;0;29/07/1997;7;Garimpagem;66855000;-18.71519047;-54.56449904;-0.130493577;68;0;LANDSAT_5;0;42.947132;56.105289;9;32;
1_LT05_225072_19970915_00000000000000000003;771;18;892;929;1227;739;2960;339;0;2;15/09/1997;7;Garimpagem;66855000;-18.71519047;-54.56449904;-0.147468819;68;0;LANDSAT_5;0;44.690784;55.3783;9;1;
1_LT05_225072_19980121_00000000000000000003;472;22;886;1066;1051;430;2951;159;44;0;21/01/1998;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.099472197;68;0;LANDSAT_5;0;47.509918;53.266106;9;16.5;
1_LT05_225072_19980222_00000000000000000003;611.5;2;934.5;1113.5;1583.5;874;2881;439;42;77;22/02/1998;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.125423729;66;0;LANDSAT_5;0;61.828098;41.012287;277;1;
1_LT05_225072_19980310_00000000000000000003;392;22;748;971;1098;390;2938;138;3;0;10/03/1998;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.184357542;66;0;LANDSAT_5;0;87.711739;30.998646;45;1;
1_LT05_225072_19980614_00000000000000000003;484;18;828;822;882;463;2920;243;15;0;14/06/1998;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.120584653;96;0;LANDSAT_5;0;98.252373;36.393909;52;4;
1_LT05_225072_19980918_00000000000000000003;1115;23;1114;1076;1888;755;2977;316;5;4;18/09/1998;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.229050279;66;0;LANDSAT_5;0;82.695786;38.676064;108;1;
1_LT05_225072_19990124_00000000000000000003;421;23;765;837;1017;386;2947;163;4;0;24/01/1999;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.26381323;68;0;LANDSAT_5;0;73.232994;40.071636;9;1;
1_LT05_225072_19990430_00000000000000000003;424;20;798;898;874;360;2942;205;2;0;30/04/1999;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.215434084;68;0;LANDSAT_5;0;48.886631;47.368889;9;1;
1_LT05_225072_19990516_00000000000000000003;398;20;775;810;827;347;2929;215;0;0;16/05/1999;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.214382632;68;0;LANDSAT_5;0;40.788139;54.369408;16;32;
1_LT05_225072_19990601_00000000000000000003;406;19;784;823;713;361;2906;127;0;0;01/06/1999;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.178418148;68;0;LANDSAT_5;0;46.590405;51.499687;83;1;
1_LT05_225072_19990617_00000000000000000003;421;17;783;739;668;462;2933;191;0;0;17/06/1999;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.286885246;96;0;LANDSAT_5;0;61.648232;38.895573;1000;1;
1_LT05_225072_19991007_00000000000000000003;618;22;754;799;1091;531;2942;230;8;0;07/10/1999;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.232633279;66;0;LANDSAT_5;0;71.200623;39.830418;9;1;
1_LT05_225072_20000111_00000000000000000003;356;21;695;838;1062;315;2942;164;14;0;11/01/2000;9;Garimpagem;66855000;-18.71519047;-54.56449904;-0.223198798;68;0;LANDSAT_5;0;47.662514;47.65485;19;16.5;
