system:index;B1_median;B2_count;B2_median;B3_median;B4_median;B5_median;B6_median;B7_median;cloud_cover;cloud_qa_count;date;img_qual;station_nm;site_no;lat;lon;nd_median;pixel_qa_median;radsat_qa_median;sensor;snow_ice_qa_count;solar_az;solar_zen;sr_atmos_opacity_median;sr_cloud_qa_median;.geo
1_LT05_225073_19980222_00000000000000000005;706;11;1070;1289;2045;676;2915;286;39;0;22/02/1998;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.661290323;68;0;LANDSAT_5;0;51.172.714;54.083.378;9;32;
1_LT05_225073_19980222_00000000000000000004;672;23;1192;1676;1811;275;2915;134;39;0;22/02/1998;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.745387454;68;0;LANDSAT_5;0;47.604.248;56.373.581;66;32;
1_LT05_225073_19980310_00000000000000000003;405;21;774;1027;1102;417;2942;176;0;0;10/03/1998;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.681127983;68;0;LANDSAT_5;0;45.914.516;58.084.534;9;32;
1_LT05_225073_19980310_00000000000000000005;461;14;812;1030;1105;473;2938;215;0;0;10/03/1998;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.397464579;68;0;LANDSAT_5;0;45.927.036;58.849.129;9;32;
1_LT05_225073_19980310_00000000000000000004;501;70;888;1216;990;153;2938;63;0;0;10/03/1998;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.557081545;68;0;LANDSAT_5;0;499.804;56.554.508;19;32;
1_LT05_225073_19980427_00000000000000000003;394;22;703;858;923;361;2955;162;12;0;27/04/1998;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.56626506;68;0;LANDSAT_5;0;53.563.152;53.481.812;82;32;
1_LT05_225073_19980427_00000000000000000005;445;11;801;976;977;488;2960;297;12;0;27/04/1998;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.46911315;68;0;LANDSAT_5;0;58.080.814;49.455.772;237;32;
1_LT05_225073_19980427_00000000000000000004;466;67;894;1088;657;208;2955;118;12;0;27/04/1998;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.603888214;68;0;LANDSAT_5;0;63.640.778;44.915.958;9;32;
1_LT05_225073_19980614_00000000000000000003;481;19;774;778;884;464;2920;296;0;0;14/06/1998;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.665354331;68;0;LANDSAT_5;0;58.941.525;46.006.607;25;32;
1_LT05_225073_19980614_00000000000000000005;596;7;895;1055;1057;579;2915;352;0;0;14/06/1998;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.687635575;68;0;LANDSAT_5;0;42.947.132;56.105.289;9;32;
1_LT05_225073_19980614_00000000000000000004;582;54;943;1006;727;356;2906;193;0;0;14/06/1998;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.6816609;68;0;LANDSAT_5;0;44.690.784;553.783;9;32;
1_LT05_225073_19980801_00000000000000000003;668;19;945;952;953;561;2947;320;27;0;01/08/1998;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.724358974;68;0;LANDSAT_5;0;47.509.918;53.266.106;9;32;
1_LT05_225073_19980801_00000000000000000005;666;7;909;966;1015;636;2955;322;27;0;01/08/1998;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.405691595;96;0;LANDSAT_5;0;61.828.098;41.012.287;364;1;
1_LT05_225073_19980817_00000000000000000003;474;17;726;765;795;460;2964;208;3;0;17/08/1998;7;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.744530699;66;0;LANDSAT_5;0;98.252.373;36.393.909;114;32;
1_LT05_225073_19980817_00000000000000000004;530;60;866;998;656;271;2951;162;3;0;17/08/1998;7;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.625085208;66;0;LANDSAT_5;0;82.695.786;38.676.064;105;8;
1_LT05_225073_19980918_00000000000000000003;1167;24;1153;1148;1831;758;2977;318;10;0;18/09/1998;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.716141002;68;0;LANDSAT_5;0;73.232.994;40.071.636;9;32;
1_LT05_225073_19980918_00000000000000000005;1154;1;1256;1326;1722;696;2977;403;10;41;18/09/1998;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.622504537;68;0;LANDSAT_5;0;48.886.631;47.368.889;9;32;
1_LT05_225073_19980918_00000000000000000004;1151;57;1164;1207;1409;388;2964;185;10;47;18/09/1998;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.451886066;68;0;LANDSAT_5;0;40.788.139;54.369.408;37;32;
1_LT05_225073_19990313_00000000000000000003;452;21;800;1003;1148;499;2933;254;8;0;13/03/1999;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.523725835;68;0;LANDSAT_5;0;50.528.862;4.795.557;69;32;
1_LT05_225073_19990313_00000000000000000005;435;16;724;911;1309;447;2951;254;8;0;13/03/1999;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.487804878;96;0;LANDSAT_5;0;61.648.232;38.895.573;947;1;
1_LT05_225073_19990313_00000000000000000004;549;70;999;1294;1153;207;2938;101;8;0;13/03/1999;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.66746988;68;0;LANDSAT_5;0;71.200.623;39.830.418;11;32;
1_LT05_225073_19990430_00000000000000000003;441;20;796;898;873;329;2942;205;6;0;30/04/1999;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.608325449;68;0;LANDSAT_5;0;47.662.514;4.765.485;9;32;
1_LT05_225073_19990430_00000000000000000005;5535;8;9635;1128;1061;5635;29575;339;6;0;30/04/1999;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.651685393;68;0;LANDSAT_5;0;43.442.417;50.599.438;9;32;
1_LT05_225073_19990430_00000000000000000004;469;59;850;1017;562;207;2951;117;6;0;30/04/1999;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.663512093;68;0;LANDSAT_5;0;41.210.289;5.302.906;9;32;
1_LT05_225073_19990516_00000000000000000003;391;21;726;810;825;315;2929;123;0;0;16/05/1999;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.600756859;68;0;LANDSAT_5;0;40.779.633;54.518.955;9;32;
1_LT05_225073_19990516_00000000000000000005;470;12;882;978;977;547;2942;311;0;0;16/05/1999;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.176848875;96;0;LANDSAT_5;0;44.130.501;53.624.474;15;36;
1_LT05_225073_19990516_00000000000000000004;445;59;832;978;498;186;2933;124;0;0;16/05/1999;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.542600897;68;0;LANDSAT_5;0;47.399.963;51.117.138;9;32;
1_LT05_225073_19990601_00000000000000000003;371;19;781;822;711;361;2906;176;0;0;01/06/1999;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.525754885;68;0;LANDSAT_5;0;51.586.441;47.480.171;10;40;
1_LT05_225073_19990601_00000000000000000005;430;6;792;958;644;5005;2924;3235;0;0;01/06/1999;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.712244898;68;0;LANDSAT_5;0;10.159.214;35.686.703;9;32;
1_LT05_225073_19990601_00000000000000000004;428;57;843;957;469;160;2911;129;0;0;01/06/1999;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.695121951;68;0;LANDSAT_5;0;47.564.579;48.764.381;9;32;
1_LT05_225073_19990617_00000000000000000003;383;17;725;738;615;427;2933;191;0;0;17/06/1999;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.533777355;68;0;LANDSAT_5;0;42.440.033;5.486.853;8;32;
1_LT05_225073_19990617_00000000000000000005;501;5;792;926;893;579;2942;352;0;0;17/06/1999;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.408333333;68;0;LANDSAT_5;0;48.114.513;50.613.007;16;32;
1_LT05_225073_19990617_00000000000000000004;471;56;846;925;460;211;2929;140;0;0;17/06/1999;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.549076774;68;0;LANDSAT_5;0;52.348.026;4.671.117;9;32;
1_LT05_225073_19990719_00000000000000000004;500;11;603;639;551;384;2893;238;45;95;19/07/1999;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.384724187;68;0;LANDSAT_5;0;57.643.658;42.143.715;186;32;
1_LT05_225073_19990804_00000000000000000003;437;15;801;790;739;515;2955;264;0;0;04/08/1999;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.633911368;68;0;LANDSAT_5;0;64.315.208;37.470.856;105;32;
1_LT05_225073_19990804_00000000000000000005;531;2;885;1021;11545;5685;29685;4315;0;0;04/08/1999;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.709433962;66;0;LANDSAT_5;0;99.797.722;29.957.863;9;32;
1_LT05_225073_19990804_00000000000000000004;493;56;860;920;504;255;2938;173;0;0;04/08/1999;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.6640625;68;0;LANDSAT_5;0;77.359.131;38.526.855;31;32;
1_LT05_225073_19990820_00000000000000000003;497;17;762;755;728;447;2994;289;0;0;20/08/1999;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.719815668;68;0;LANDSAT_5;0;6.771.859;40.245.186;10;32;
1_LT05_225073_19990820_00000000000000000005;524;3;860;985;1002;726;2977;422;0;0;20/08/1999;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.620325983;68;0;LANDSAT_5;0;51.198.116;45.390.106;10;32;
1_LT05_225073_19990820_00000000000000000004;523;56;859;910;509;267;2942;159;0;0;20/08/1999;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.702367531;68;0;LANDSAT_5;0;40.453.766;53.344.418;9;32;
1_LT05_225073_19991007_00000000000000000003;623;22;830;786;1095;455;2942;194;71;0;07/10/1999;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.321041215;68;0;LANDSAT_5;0;40.547.863;54.402.271;15;32;
1_LT05_225073_20000111_00000000000000000003;372;22;694;837;1023;314;2942;164;1;0;11/01/2000;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.267175573;96;0;LANDSAT_5;0;42.035.564;5.414.444;14;32;
1_LT05_225073_20000111_00000000000000000005;455;16;836;982;1312;611;2947;270;1;0;11/01/2000;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.059773829;96;0;LANDSAT_5;0;44.635.773;52.483.074;98;2;
1_LT05_225073_20000111_00000000000000000004;440;69;839;1132;806;141;2938;94;1;0;11/01/2000;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.54027927;68;0;LANDSAT_5;0;48.170.715;49.502.483;9;32;
1_LT05_225073_20000502_00000000000000000003;352;25;779;962;897;369;2955;164;0;0;02/05/2000;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.506686478;68;0;LANDSAT_5;0;58.205.654;40.905.754;256;32;
1_LT05_225073_20000502_00000000000000000005;425;11;787;1047;951;531;2960;257;0;0;02/05/2000;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.226048842;66;0;LANDSAT_5;0;74.004.013;32.478.054;123;1;
1_LT05_225073_20000502_00000000000000000004;425;66;834;1047;578;150;2951;75;0;0;02/05/2000;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.712318286;68;0;LANDSAT_5;0;99.900.902;35.210.186;286;32;
1_LT05_225073_20000619_00000000000000000005;756;5;1124;1296;997;693;2920;406;88;0;19/06/2000;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.708206687;68;0;LANDSAT_5;0;85.269.798;37.793.278;49;32;
1_LT05_225073_20000705_00000000000000000003;421;21;741;702;713;423;2938;188;0;0;05/07/2000;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.705304519;68;0;LANDSAT_5;0;75.958.275;39.193.287;9;32;
1_LT05_225073_20000705_00000000000000000005;552;2;8345;8915;9085;537;2942;348;0;0;05/07/2000;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.487014834;96;0;LANDSAT_5;0;66.509.834;41.066.711;;8;
1_LT05_225073_20000705_00000000000000000004;483;57;806;891;507;245;2929;138;0;0;05/07/2000;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.555302166;68;0;LANDSAT_5;0;46.493.557;52.203.278;9;32;
1_LT05_225073_20000806_00000000000000000003;476;17;789;781;697;485;2942;266;9;0;06/08/2000;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.598880597;68;0;LANDSAT_5;0;55.052.765;44.513.973;102;32;
1_LT05_225073_20000806_00000000000000000005;5415;2;898;10505;8725;571;2960;4345;9;0;06/08/2000;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.633488372;68;0;LANDSAT_5;0;104.371.986;32.514.027;109;32;
1_LT05_225073_20000806_00000000000000000004;526;22;845;908;848;355;2929;220;9;101;06/08/2000;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.546337158;68;0;LANDSAT_5;0;72.516.518;39.572.121;17;32;
1_LT05_225073_20000822_00000000000000000003;461;17;745;778;758;470;2986;241;3;0;22/08/2000;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.644970414;68;0;LANDSAT_5;0;63.149.071;41.593.319;12;32;
1_LT05_225073_20000822_00000000000000000005;620;1;932;1151;939;443;2998;414;3;0;22/08/2000;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.700440529;68;0;LANDSAT_5;0;54.757.771;44.095.135;10;32;
1_LT05_225073_20000822_00000000000000000004;508;64;797;968;588;232;2955;157;3;0;22/08/2000;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.667610954;68;0;LANDSAT_5;0;48.091.503;46.988.194;15;32;
1_LT05_225073_20000907_00000000000000000004;728;60;979;1084;908;435;2902;307;49;0;07/09/2000;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.425623388;68;0;LANDSAT_5;0;40.842.781;52.324.631;9;32;
1_LT05_225073_20000923_00000000000000000003;502;20;771;787;979;477;2998;242;1;0;23/09/2000;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.581818182;68;0;LANDSAT_5;0;4.082.954;54.201.946;9;32;
1_LT05_225073_20000923_00000000000000000005;553;2;878;889;1555;727;3009;3715;1;0;23/09/2000;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.114074074;96;0;LANDSAT_5;0;42.822.422;53.128.826;185;4;
1_LT05_225073_20000923_00000000000000000004;550;68;849;947;594;190;2977;131;1;0;23/09/2000;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.564102564;68;0;LANDSAT_5;0;45.811.523;50.668.922;11;32;
1_LT05_225073_20001126_00000000000000000003;380;21;805;915;948;431;2951;185;1;0;26/11/2000;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.570093458;68;0;LANDSAT_5;0;49.695.442;47.003.597;12;32;
1_LT05_225073_20001126_00000000000000000005;5305;6;869;1106;1167;6965;2929;366;1;0;26/11/2000;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.508491508;68;0;LANDSAT_5;0;54.581.131;42.497.913;12;40;
1_LT05_225073_20001126_00000000000000000004;508;69;872;1220;1255;154;2947;87;1;0;26/11/2000;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.500358938;96;0;LANDSAT_5;0;60.775.417;37.693.474;144;40;
1_LT05_225073_20010302_00000000000000000005;496;4;817;1058;9395;4205;29355;2645;16;0;02/03/2001;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.618934911;68;0;LANDSAT_5;0;68.678.703;33.248.581;10;40;
1_LT05_225073_20010302_00000000000000000004;497;68;816;1149;921;172;2929;97;16;0;02/03/2001;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.2266308;68;0;LANDSAT_5;0;78.341.278;2.990.313;25;32;
1_LT05_225073_20010318_00000000000000000003;399;22;769;884;1069;447;2920;215;13;0;18/03/2001;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.655030801;68;0;LANDSAT_5;0;97.626.549;28.231.655;18;32;
1_LT05_225073_20010318_00000000000000000005;464;9;814;1049;916;422;2951;217;13;0;18/03/2001;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.581475129;66;0;LANDSAT_5;0;103.073.929;29.464.771;38;1;
1_LT05_225073_20010318_00000000000000000004;483;68;895;1210;878;152;2933;102;13;0;18/03/2001;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.716652858;66;0;LANDSAT_5;0;10.442.952;31.190.773;78;32;
1_LT05_225073_20010419_00000000000000000003;355;19;664;746;876;402;2960;153;4;0;19/04/2001;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.711131555;68;0;LANDSAT_5;0;102.024.147;32.839.809;47;32;
1_LT05_225073_20010419_00000000000000000005;487;6;845;9825;1013;5685;2977;324;4;0;19/04/2001;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.582378855;68;0;LANDSAT_5;0;88.761.459;35.331.223;32;32;
1_LT05_225073_20010419_00000000000000000004;444;68;801;930;535;198;2955;112;4;0;19/04/2001;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.483622351;68;0;LANDSAT_5;0;79.410.378;36.536.804;46;32;
1_LT05_225073_20010606_00000000000000000003;353;16;693;796;699;343;2955;134;0;0;06/06/2001;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.677708147;68;0;LANDSAT_5;0;5.992.614;40.363.651;10;32;
1_LT05_225073_20010606_00000000000000000005;439;8;810;956;916;596;2955;289;0;0;06/06/2001;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.576365663;68;0;LANDSAT_5;0;51.741.283;43.161.503;9;32;
1_LT05_225073_20010606_00000000000000000004;412;69;755;934;445;132;2942;85;0;0;06/06/2001;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.395267309;68;0;LANDSAT_5;0;41.299.072;49.273.239;9;32;
1_LT05_225073_20010622_00000000000000000003;509;15;822;816;912;595;2846;340;44;0;22/06/2001;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.426548673;68;0;LANDSAT_5;0;39.150.532;51.681.988;8;32;
1_LT05_225073_20010622_00000000000000000004;376;17;555;647;604;313;2841;188;44;107;22/06/2001;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.553571429;68;0;LANDSAT_5;0;38.778.107;53.108.997;9;32;
1_LT05_225073_20010708_00000000000000000004;807;45;1107;1176;1025;672;2855;445;83;3;08/07/2001;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.527058824;68;0;LANDSAT_5;0;39.858.963;5.323.732;9;32;
1_LT05_225073_20010724_00000000000000000003;352;1;480;454;619;439;2897;332;44;142;24/07/2001;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.564049587;68;0;LANDSAT_5;0;45.306.293;49.245.594;9;32;
1_LT05_225073_20010724_00000000000000000004;710;1;984;1034;1320;873;2865;437;44;143;24/07/2001;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.566055931;68;0;LANDSAT_5;0;49.387.394;45.408.165;10;32;
1_LT05_225073_20010809_00000000000000000003;374;14;709;716;711;497;2960;301;0;0;09/08/2001;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.536806342;96;0;LANDSAT_5;0;545.238;40.822.922;415;40;
1_LT05_225073_20010809_00000000000000000005;452;1;814;879;997;787;2973;439;0;0;09/08/2001;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.494717501;96;0;LANDSAT_5;0;61.073.673;36.041.172;;40;
1_LT05_225073_20010809_00000000000000000004;428;58;813;840;484;214;2942;166;0;0;09/08/2001;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.576859504;68;0;LANDSAT_5;0;90.180.161;27.323.284;134;32;
1_LT05_225073_20010910_00000000000000000003;807;19;955;943;1157;612;2994;332;2;0;10/09/2001;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.236621534;68;0;LANDSAT_5;0;95.176.926;33.474.468;121;32;
1_LT05_225073_20010910_00000000000000000004;761;63;970;992;907;332;2964;213;2;7;10/09/2001;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.47376201;66;0;LANDSAT_5;0;86.833.916;34.563.374;10;1;
1_LT05_225073_20011012_00000000000000000004;616;61;942;1103;1206;618;2879;401;6;0;12/10/2001;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.666666667;68;0;LANDSAT_5;0;57.379.688;39.915.871;9;32;
1_LT05_225073_20020116_00000000000000000005;622;14;1025;1324;1490;551;2942;229;42;18;16/01/2002;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.202223767;68;0;LANDSAT_5;0;43.455.849;4.603.759;132;32;
1_LT05_225073_20020116_00000000000000000004;655;70;1079;1388;993;188;2938;117;42;0;16/01/2002;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.531838565;68;0;LANDSAT_5;0;37.841;51.288.486;9;32;
1_LT05_225073_20020217_00000000000000000003;389;19;707;842;1035;354;2924;134;37;0;17/02/2002;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.596348884;68;0;LANDSAT_5;0;37.740.536;52.479.553;9;32;
1_LT05_225073_20020217_00000000000000000004;476;68;843;1169;959;144;2920;59;37;0;17/02/2002;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.576086957;68;0;LANDSAT_5;0;39.032.154;52.329.224;9;32;
1_LT05_225073_20020305_00000000000000000003;385;20;749;926;1157;384;2951;173;1;0;05/03/2002;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.566502463;68;0;LANDSAT_5;0;41.406.429;50.715.752;9;32;
1_LT05_225073_20020305_00000000000000000005;478;15;904;1177;1390;489;2955;211;1;0;05/03/2002;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.57711951;68;0;LANDSAT_5;0;44.684.067;47.737.564;9;32;
1_LT05_225073_20020305_00000000000000000004;499;67;907;1180;931;150;2947;99;1;0;05/03/2002;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.620345141;68;0;LANDSAT_5;0;48.845.047;4.364.642;76;36;
1_LT05_225073_20020321_00000000000000000003;921;6;12135;1344;16105;624;26385;419;13;102;21/03/2002;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.485849057;68;0;LANDSAT_5;0;54.109.329;38.881.344;158;32;
1_LT05_225073_20020321_00000000000000000004;1022;8;1360;1742;1863;476;2034;2835;13;64;21/03/2002;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.384511785;68;0;LANDSAT_5;0;60.936.295;34.014.591;274;32;
1_LT05_225073_20030730_00000000000000000003;412;16;675;774;664;497;2960;321;0;0;30/07/2003;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.635270541;68;0;LANDSAT_5;0;69.800.522;29.767.914;11;32;
1_LT05_225073_20030730_00000000000000000005;443;1;839;948;1168;807;2977;421;0;0;30/07/2003;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.588093323;68;0;LANDSAT_5;0;80.546.135;26.893.753;133;32;
1_LT05_225073_20030730_00000000000000000004;468;65;787;865;421;229;2938;129;0;0;30/07/2003;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.671364771;66;0;LANDSAT_5;0;91.484.779;25.838.051;27;8;
1_LT05_225073_20030831_00000000000000000003;594;18;769;832;802;477;2951;311;1;0;31/08/2003;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.396961064;96;0;LANDSAT_5;0;99.949.036;26.443.882;288;32;
1_LT05_225073_20030831_00000000000000000005;723;1;1004;1163;982;770;2960;479;1;0;31/08/2003;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.654216505;66;0;LANDSAT_5;0;84.826.813;33.817.806;121;32;
1_LT05_225073_20030831_00000000000000000004;630;66;857;942;587;215;2924;105;1;0;31/08/2003;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.568265683;68;0;LANDSAT_5;0;55.184.841;3.980.764;14;32;
1_LT05_225073_20031002_00000000000000000003;675;6;869;929;1133;792;2924;486;31;0;02/10/2003;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.595338983;68;0;LANDSAT_5;0;47.584.255;42.930.382;9;32;
1_LT05_225073_20031221_00000000000000000003;422;21;752;908;1078;489;2973;190;6;0;21/12/2003;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.577310156;68;0;LANDSAT_5;0;42.096.363;46.200.611;21;32;
1_LT05_225073_20031221_00000000000000000004;490;51;878;1161;861;197;2968;120;6;37;21/12/2003;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.474245115;68;0;LANDSAT_5;0;3.759.045;52.374.504;9;32;
1_LT05_225073_20040310_00000000000000000003;410;23;835;1093;1329;415;2973;176;13;0;10/03/2004;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.573913043;68;0;LANDSAT_5;0;39.154.728;52.019.363;9;32;
1_LT05_225073_20040310_00000000000000000005;484;9;797;1033;1021;523;2968;328;13;0;10/03/2004;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.507029053;68;0;LANDSAT_5;0;45.263.363;47.061.867;9;32;
1_LT05_225073_20040310_00000000000000000004;482;67;876;1160;945;284;2951;176;13;0;10/03/2004;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.461979914;96;0;LANDSAT_5;0;55.247.078;38.110.252;131;40;
1_LT05_225073_20040326_00000000000000000003;409;20;711;807;950;394;2968;178;1;0;26/03/2004;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.463348416;96;0;LANDSAT_5;0;62.472.572;33.376.987;579;8;
1_LT05_225073_20040326_00000000000000000005;430;6;672;7775;816;423;2973;236;1;0;26/03/2004;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.656877898;66;0;LANDSAT_5;0;92.442.528;33.662.632;156;32;
1_LT05_225073_20040326_00000000000000000004;447;65;834;974;521;153;2960;101;1;0;26/03/2004;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.68054211;68;0;LANDSAT_5;0;83.547.615;34.926.762;9;32;
1_LT05_225073_20040411_00000000000000000003;377;21;683;793;896;364;2955;150;1;0;11/04/2004;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.679859279;68;0;LANDSAT_5;0;54.859.585;41.254.513;12;32;
1_LT05_225073_20040411_00000000000000000005;461;12;815;1039;1113;424;2955;274;1;0;11/04/2004;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.715767635;68;0;LANDSAT_5;0;47.733.063;44.398.621;9;32;
1_LT05_225073_20040411_00000000000000000004;441;71;816;1040;732;164;2951;68;1;0;11/04/2004;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.39338494;68;0;LANDSAT_5;0;426.768;47.630.135;13;32;
1_LT05_225073_20040427_00000000000000000003;630;20;682;658;872;420;2920;248;8;106;27/04/2004;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.528827038;68;0;LANDSAT_5;0;47.675.301;4.768.557;9;32;
1_LT05_225073_20040427_00000000000000000005;488;8;815;10055;10875;595;2938;2735;8;0;27/04/2004;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.191167192;68;0;LANDSAT_5;0;52.397.507;43.523.632;11;40;
1_LT05_225073_20040427_00000000000000000004;451;66;791;1005;653;176;2929;73;8;0;27/04/2004;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.504491018;68;0;LANDSAT_5;0;65.881.577;34.430.191;164;40;
1_LT05_225073_20040529_00000000000000000003;429;17;717;728;968;500;2893;227;0;0;29/05/2004;9;Coxim;66870001;-1.850.815.887;-5.476.266.595;-0.35153019;68;0;LANDSAT_5;0;75.237.343;30.854.809;64;32;
