system:index,B1_median,B2_count,B2_median,B3_median,B4_median,B5_median,B6_median,B7_median,cloud_cover,cloud_qa_count,date,img_qual,lat,lon,nd_median,pixel_qa_median,radsat_qa_median,sensor,snow_ice_qa_count,solar_az,solar_zen,sr_atmos_opacity_median,sr_cloud_qa_median,.geo
1_LT05_227072_20050701_00000000000000000002,338.0,83,579.0,619.0,429.0,268.0,2942.0,131.0,0.0,0,2005-07-01,9.0,-18.039039142955254,-57.48801500212765,-0.3671782762691853,68.0,0.0,LANDSAT_5,0,40.16037,52.058899,9.0,32.0,
1_LT05_227072_20050802_00000000000000000002,485.99999999999994,86,740.0,745.0,379.0,114.99999999999999,2968.0,72.99999999999999,0.0,0,2005-08-02,9.0,-18.039039142955254,-57.48801500212765,-0.7309941520467836,68.0,0.0,LANDSAT_5,0,45.539192,48.482578,40.0,32.0,
1_LT05_227072_20050818_00000000000000000002,1181.0,90,1352.0,1273.0,1166.0,278.0,2955.0,161.99999999999997,0.0,0,2005-08-18,9.0,-18.039039142955254,-57.48801500212765,-0.6588076644833586,66.0,0.0,LANDSAT_5,0,49.69022,44.837704,946.0,32.0,
1_LT05_227072_20050903_00000000000000000002,718.9999999999999,84,976.0,1070.0,750.0,197.62746478873245,2919.9999999999995,96.0,0.0,0,2005-09-03,9.0,-18.039039142955254,-57.48801500212765,-0.6759868421052632,68.0,0.0,LANDSAT_5,0,54.943485,40.403641,168.0,32.0,
1_LT05_227072_20050919_00000000000000000002,1297.0,79,1492.0,1448.0,1427.0,381.0,2915.0,223.0,3.0,28,2005-09-19,9.0,-18.039039142955254,-57.48801500212765,-0.593166043780032,96.0,0.0,LANDSAT_5,0,61.655029,35.738689,689.0,32.0,
1_LT05_227072_20051021_00000000000000000002,935.0,84,1315.0,1318.7413793103449,1260.9999999999998,289.0,2938.0,143.0,54.0,10,2005-10-21,9.0,-18.039039142955254,-57.48801500212765,-0.6280701754385964,68.0,0.0,LANDSAT_5,0,80.715538,28.517838,372.0,32.0,
1_LT05_227072_20051106_00000000000000000002,760.0,83,1168.0,1283.0,1046.0,360.0,2938.0,209.0,15.0,0,2005-11-06,9.0,-18.039039142955254,-57.48801500212765,-0.5286831956029502,68.0,0.0,LANDSAT_5,0,91.621857,27.186779,284.0,32.0,
1_LT05_227072_20060125_00000000000000000002,296.0,79,505.0,662.0,504.0,172.0051255766274,2973.0,86.0,8.0,0,2006-01-25,9.0,-18.039039142955254,-57.48801500212765,-0.49185354752234534,68.0,0.0,LANDSAT_5,0,98.202766,33.292698,118.0,32.0,
1_LT05_227072_20060226_00000000000000000002,259.0,80,365.0,461.0,500.0737985418836,210.0,2929.0,126.0,7.0,0,2006-02-26,9.0,-18.039039142955254,-57.48801500212765,-0.2682926829268293,68.0,0.0,LANDSAT_5,0,80.182175,35.153828,77.0,0.0,
1_LT05_227072_20060314_00000000000000000002,253.99999999999997,80,361.0,399.99999999999994,429.0,186.0,2960.0,92.0,19.0,0,2006-03-14,9.0,-18.039039142955254,-57.48801500212765,-0.31992687385740404,68.0,0.0,LANDSAT_5,0,69.751945,36.569332,128.0,32.0,
1_LT05_227072_20060517_00000000000000000002,193.0,95,248.0,196.0,247.0,86.0,2938.0,29.0,30.0,0,2006-05-17,9.0,-18.039039142955254,-57.48801500212765,-0.48502994011976047,68.0,0.0,LANDSAT_5,0,40.623863,47.42757,8.0,32.0,
1_LT05_227072_20060602_00000000000000000002,188.0,92,277.0,215.0,313.0,124.0,2942.0,79.0,0.0,0,2006-06-02,9.0,-18.039039142955254,-57.48801500212765,-0.3815461346633417,68.0,0.0,LANDSAT_5,0,38.486744,49.794338,9.0,32.0,
1_LT05_227072_20060805_00000000000000000002,607.0,6,763.0,724.0,833.0,580.0,2906.0,427.0,12.0,118,2006-08-05,9.0,-18.039039142955254,-57.48801500212765,-0.13270142180094788,96.0,0.0,LANDSAT_5,0,44.93605,46.998127,13.0,4.0,
1_LT05_227072_20060821_00000000000000000002,407.0,94,637.0,620.0,337.00000000000006,160.0,2942.0,106.0,0.0,0,2006-08-21,9.0,-18.039039142955254,-57.48801500212765,-0.5984943538268508,68.0,0.0,LANDSAT_5,0,49.175106,43.096294,12.0,32.0,
1_LT05_227072_20060906_00000000000000000002,524.0,91,825.0,838.0,485.0,140.0,2915.0,56.99999999999999,0.0,0,2006-09-06,9.0,-18.039039142955254,-57.48801500212765,-0.7098445595854922,68.0,0.0,LANDSAT_5,0,54.583599,38.471596,95.0,32.0,
1_LT05_227072_20060922_00000000000000000002,803.0000000000001,92,1091.0,1051.0,926.0784992784993,345.0348820379216,2915.0,229.99999999999997,78.0,4,2006-09-22,9.0,-18.039039142955254,-57.48801500212765,-0.5054082961956889,68.0,0.0,LANDSAT_5,0,61.601913,33.713287,338.0,32.0,
1_LT05_227072_20061008_00000000000000000002,555.0,95,935.0,1008.0,580.2723239046034,125.99999999999999,2938.0,86.00715465052285,9.0,0,2006-10-08,9.0,-18.039039142955254,-57.48801500212765,-0.7624882186616401,68.0,0.0,LANDSAT_5,0,70.716599,29.536774,97.0,32.0,
1_LT05_227072_20061227_00000000000000000002,437.9999999999999,90,755.0,938.0,618.0,119.99999999999999,2947.0,49.999999999999986,13.0,0,2006-12-27,9.0,-18.039039142955254,-57.48801500212765,-0.7360236890459378,68.0,0.0,LANDSAT_5,0,106.838394,29.756763,95.0,32.0,
1_LT05_227072_20070301_00000000000000000002,214.99999999999997,86,311.0,327.0,326.0,164.99363265306124,2951.0,93.0,4.0,0,2007-03-01,9.0,-18.039039142955254,-57.48801500212765,-0.3072071595933971,68.0,0.0,LANDSAT_5,0,77.8974,34.495659,17.0,32.0,
1_LT05_227072_20070402_00000000000000000002,163.99999999999997,88,242.0,237.0,278.0,99.0,2964.0,63.0,5.0,0,2007-04-02,9.0,-18.039039142955254,-57.48801500212765,-0.4193548387096773,68.0,0.0,LANDSAT_5,0,57.53532,38.478165,9.0,32.0,
1_LT05_227072_20070418_00000000000000000002,185.99999999999997,94,311.0,292.0,294.0,103.0,2973.0,66.0,2.0,0,2007-04-18,9.0,-18.039039142955254,-57.48801500212765,-0.4491978609625669,68.0,0.0,LANDSAT_5,0,49.392502,41.422344,9.0,32.0,
1_LT05_227072_20070504_00000000000000000002,127.0,85,217.0,212.0,269.0,79.0,2981.0,28.0,0.0,0,2007-05-04,9.0,-18.039039142955254,-57.48801500212765,-0.3730158730158731,68.0,0.0,LANDSAT_5,0,43.403435,44.609268,9.0,32.0,
1_LT05_227072_20070621_00000000000000000002,264.0,92,453.0,393.0,320.0,127.0,2960.0,80.00000000000001,0.0,0,2007-06-21,9.0,-18.039039142955254,-57.48801500212765,-0.5620689655172414,68.0,0.0,LANDSAT_5,0,37.968094,51.056664,9.0,32.0,
1_LT05_227072_20070707_00000000000000000002,368.0,19,558.0,519.0,425.0,300.0,2924.0,228.0,0.0,84,2007-07-07,9.0,-18.039039142955254,-57.48801500212765,-0.2555831265508685,96.0,0.0,LANDSAT_5,0,39.411152,50.895756,8.0,36.0,
1_LT05_227072_20070808_00000000000000000002,500.9999999999999,92,795.0,749.0,412.0,173.0,2938.0,114.00000000000001,0.0,0,2007-08-08,9.0,-18.039039142955254,-57.48801500212765,-0.6425619834710743,68.0,0.0,LANDSAT_5,0,45.515976,46.354858,15.0,32.0,
1_LT05_227072_20070824_00000000000000000002,796.0,86,1017.0,1000.0,758.6298020954598,255.0,2955.0,136.0,2.0,26,2007-08-24,9.0,-18.039039142955254,-57.48801500212765,-0.6133434420015164,96.0,0.0,LANDSAT_5,0,50.018192,42.346611,239.0,32.0,
1_LT05_227072_20070909_00000000000000000002,992.0,89,1212.0,1114.0,996.0,240.99999999999997,2968.0,156.99999999999997,0.0,7,2007-09-09,9.0,-18.039039142955254,-57.48801500212765,-0.6569395017793596,68.0,0.0,LANDSAT_5,0,55.738518,37.722816,481.0,32.0,
1_LT05_227072_20080115_00000000000000000002,485.0,88,855.0,1032.0,606.0,120.99999999999999,2960.0,48.99999999999999,65.0,0,2008-01-15,9.0,-18.039039142955254,-57.48801500212765,-0.761105626850938,68.0,0.0,LANDSAT_5,0,102.319107,32.215061,144.0,32.0,
1_LT05_227072_20080216_00000000000000000002,770.0,34,966.0,1071.0,1000.0,474.0,2906.0,300.0,22.0,126,2008-02-16,9.0,-18.039039142955254,-57.48801500212765,-0.3644067796610169,96.0,0.0,LANDSAT_5,0,86.710785,34.439819,185.0,40.0,
1_LT05_227072_20080303_00000000000000000002,247.0,84,407.0,496.0,428.00604170726956,136.0,2960.0,55.0,6.0,0,2008-03-03,9.0,-18.039039142955254,-57.48801500212765,-0.49895550889210555,68.0,0.0,LANDSAT_5,0,76.65284,35.682388,81.0,32.0,
1_LT05_227072_20080404_00000000000000000002,237.0,88,292.0,309.0,366.0,181.99999999999997,2933.0,103.0,53.0,0,2008-04-04,9.0,-18.039039142955254,-57.48801500212765,-0.22873624450412738,68.0,0.0,LANDSAT_5,0,57.075359,39.91156,16.0,32.0,
1_LT05_227072_20080506_00000000000000000002,100.0,83,138.0,185.0,194.0,83.0,2924.0,28.0,0.0,0,2008-05-06,9.0,-18.039039142955254,-57.48801500212765,-0.3782771535580524,68.0,0.0,LANDSAT_5,0,43.907726,46.048157,9.0,32.0,
1_LT05_227072_20080522_00000000000000000002,149.0,82,169.0,169.0,257.0,88.0,2955.0,30.0,2.0,0,2008-05-22,9.0,-18.039039142955254,-57.48801500212765,-0.4248366013071895,68.0,0.0,LANDSAT_5,0,40.559433,48.920761,9.0,32.0,
1_LT05_227072_20080810_00000000000000000002,333.0,92,580.0,614.0000000000001,338.0,148.0,2951.0,74.0,0.0,0,2008-08-10,9.0,-18.039039142955254,-57.48801500212765,-0.6185567010309277,68.0,0.0,LANDSAT_5,0,47.921062,47.021595,8.0,32.0,
1_LT05_227072_20080826_00000000000000000002,470.99999999999994,92,766.0,759.0,466.9999999999999,161.0,2981.0,105.99999999999997,0.0,0,2008-08-26,9.0,-18.039039142955254,-57.48801500212765,-0.6526429341963322,68.0,0.0,LANDSAT_5,0,52.733166,43.031082,16.0,32.0,
1_LT05_227072_20080911_00000000000000000002,691.0,90,944.0,935.0,730.0,219.99999999999997,2968.0,133.0,0.0,0,2008-09-11,9.0,-18.039039142955254,-57.48801500212765,-0.6219931271477662,68.0,0.0,LANDSAT_5,0,58.822105,38.534462,138.0,32.0,
1_LT05_227072_20080927_00000000000000000002,704.0,89,947.0,993.0,742.0,199.0,2960.0,122.0,3.0,0,2008-09-27,9.0,-18.039039142955254,-57.48801500212765,-0.6527656181768663,68.0,0.0,LANDSAT_5,0,66.543518,34.168152,207.0,32.0,
1_LT05_227072_20081013_00000000000000000002,753.0,87,1114.0,1127.0,855.0,261.0,2951.0,152.0,42.0,0,2008-10-13,9.0,-18.039039142955254,-57.48801500212765,-0.620455402610534,68.0,0.0,LANDSAT_5,0,76.135689,30.64962,226.0,32.0,
1_LT05_227072_20081029_00000000000000000002,970.0,1,1391.0,1409.0,1532.0,714.0,2897.0,461.0,16.0,157,2008-10-29,9.0,-18.039039142955254,-57.48801500212765,-0.3216152019002375,96.0,0.0,LANDSAT_5,0,86.862778,28.651566,312.0,1.0,
1_LT05_227072_20081114_00000000000000000002,595.0,86,1075.0,1222.0,765.0,126.0,2986.0,52.0,3.0,0,2008-11-14,9.0,-18.039039142955254,-57.48801500212765,-0.7901748542880931,68.0,0.0,LANDSAT_5,0,96.754852,28.328014,47.0,32.0,
1_LT05_227072_20081130_00000000000000000002,674.9999999999999,84,1166.0,1337.0,1004.0,159.0,2955.0,80.0,8.0,0,2008-11-30,9.0,-18.039039142955254,-57.48801500212765,-0.7599999999999999,68.0,0.0,LANDSAT_5,0,103.699272,29.252445,193.0,32.0,
1_LT05_227072_20081216_00000000000000000002,585.0,86,1064.0,1244.0,744.5755793226381,152.0,2981.0,85.0,7.0,0,2008-12-16,9.0,-18.039039142955254,-57.48801500212765,-0.75,68.0,0.0,LANDSAT_5,0,106.642654,30.876228,43.0,32.0,
1_LT05_227072_20090117_00000000000000000002,460.0,86,889.0,1089.0,674.9999999999999,132.99999999999997,2942.0,90.00000000000001,50.0,0,2009-01-17,9.0,-18.039039142955254,-57.48801500212765,-0.7081540357533032,68.0,0.0,LANDSAT_5,0,101.38089,33.892311,58.0,32.0,
1_LT05_227072_20090202_00000000000000000002,754.0,7,1135.0,1328.0,1320.0,683.0,2869.0,450.0,52.0,110,2009-02-02,9.0,-18.039039142955254,-57.48801500212765,-0.2356020942408377,96.0,0.0,LANDSAT_5,0,94.43399,34.888924,223.0,32.0,
1_LT05_227072_20090322_00000000000000000002,523.0,13,747.0,860.0,1030.0,580.0,2929.0,409.0,40.0,74,2009-03-22,9.0,-18.039039142955254,-57.48801500212765,-0.0902461257976299,96.0,0.0,LANDSAT_5,0,65.412079,38.551933,58.0,1.0,
1_LT05_227072_20090423_00000000000000000002,268.0,80,382.0,421.0,463.0,188.0,2955.0,107.0,2.0,0,2009-04-23,9.0,-18.039039142955254,-57.48801500212765,-0.3404562570402637,68.0,0.0,LANDSAT_5,0,48.779919,43.767883,99.0,1.0,
1_LT05_227072_20090509_00000000000000000002,242.0,76,326.0,337.0,429.0,178.0,2942.0,119.0,5.0,0,2009-05-09,9.0,-18.039039142955254,-57.48801500212765,-0.282355189295665,68.0,0.0,LANDSAT_5,0,43.458836,46.765442,20.0,32.0,
1_LT05_227072_20090525_00000000000000000002,182.0,80,274.0,293.0,316.0,125.0,2942.0,79.0,27.0,0,2009-05-25,9.0,-18.039039142955254,-57.48801500212765,-0.37343358395989973,68.0,0.0,LANDSAT_5,0,40.297112,49.421627,9.0,32.0,
1_LT05_227072_20090712_00000000000000000002,192.0,81,351.0,436.0,319.0,160.0,2920.0,81.0,0.0,0,2009-07-12,9.0,-18.039039142955254,-57.48801500212765,-0.37377690802348335,68.0,0.0,LANDSAT_5,0,41.314217,51.290138,9.0,32.0,
1_LT05_227072_20090728_00000000000000000002,255.0,86,424.0,453.0,312.0,124.00000000000001,2911.0,78.0,0.0,0,2009-07-28,9.0,-18.039039142955254,-57.48801500212765,-0.6172839506172838,68.0,0.0,LANDSAT_5,0,44.172131,49.190388,9.0,32.0,
1_LT05_227072_20090829_00000000000000000002,322.0,85,616.0,638.0,338.0,132.0,2968.0,66.0,0.0,0,2009-08-29,9.0,-18.039039142955254,-57.48801500212765,-0.6658227848101266,68.0,0.0,LANDSAT_5,0,52.797249,41.532917,9.0,32.0,
1_LT05_227072_20091016_00000000000000000002,655.0,51,961.0,943.0,917.0,280.0,2933.0,150.0,43.0,93,2009-10-16,9.0,-18.039039142955254,-57.48801500212765,-0.5491143317230274,68.0,0.0,LANDSAT_5,0,76.955437,28.782452,247.0,1.0,
1_LT05_227072_20091101_00000000000000000002,724.0,86,1299.0,1536.7974583002383,995.0,332.0,2986.0,246.0,0.0,0,2009-11-01,9.0,-18.039039142955254,-57.48801500212765,-0.5928418834757572,68.0,0.0,LANDSAT_5,0,88.123169,26.885841,21.0,32.0,
1_LT05_227072_20091117_00000000000000000002,713.0,84,1245.9999999999998,1500.9999999999998,1097.1704317604597,373.0,2947.0,247.0,21.0,0,2009-11-17,9.0,-18.039039142955254,-57.48801500212765,-0.5395502142402755,68.0,0.0,LANDSAT_5,0,98.154053,26.776009,106.0,32.0,
1_LT05_227072_20100205_00000000000000000002,370.0,77,546.0,668.0,809.0,348.0,2929.0,192.0,6.0,0,2010-02-05,9.0,-18.039039142955254,-57.48801500212765,-0.24748490945674045,68.0,0.0,LANDSAT_5,0,92.722954,33.791183,132.0,0.0,
1_LT05_227072_20100410_00000000000000000002,130.0,79,218.0,216.0,321.0,99.0,2955.0,63.0,0.0,0,2010-04-10,9.0,-18.039039142955254,-57.48801500212765,-0.3753943217665615,68.0,0.0,LANDSAT_5,0,53.905064,40.625916,9.0,32.0,
1_LT05_227072_20100426_00000000000000000002,250.0,84,328.0,305.0,353.0,167.0,2964.0,68.0,8.0,0,2010-04-26,9.0,-18.039039142955254,-57.48801500212765,-0.3252525252525253,68.0,0.0,LANDSAT_5,0,46.858765,43.677345,28.0,32.0,
1_LT05_227072_20100512_00000000000000000002,108.0,79,189.0,188.0,229.0,80.0,2929.0,69.0,0.0,0,2010-05-12,9.0,-18.039039142955254,-57.48801500212765,-0.3197278911564626,68.0,0.0,LANDSAT_5,0,42.010807,46.758636,9.0,32.0,
1_LT05_227072_20100613_00000000000000000002,212.0,85,347.0,309.0,320.0,127.0,2947.0,80.0,0.0,0,2010-06-13,9.0,-18.039039142955254,-57.48801500212765,-0.4641350210970464,68.0,0.0,LANDSAT_5,0,38.504654,51.126377,8.0,32.0,
1_LT05_227072_20100731_00000000000000000002,449.0,89,698.0,672.0,439.0,150.0,2947.0,75.0,6.0,0,2010-07-31,9.0,-18.039039142955254,-57.48801500212765,-0.6064516129032258,68.0,0.0,LANDSAT_5,0,44.427589,48.456196,26.0,32.0,
1_LT05_227072_20101019_00000000000000000002,596.0,86,981.0,1012.0,768.0782208588956,192.0,2947.0,84.00000000000001,3.0,0,2010-10-19,9.0,-18.039039142955254,-57.48801500212765,-0.6727100693402881,68.0,0.0,LANDSAT_5,0,78.883919,28.387768,113.0,32.0,
1_LT05_227072_20101104_00000000000000000002,782.8839085611833,81,1263.0,1426.9999999999998,960.0,399.0,2973.0000000000005,278.0,0.0,0,2010-11-04,9.0,-18.039039142955254,-57.48801500212765,-0.5289256198347108,68.0,0.0,LANDSAT_5,0,90.056839,26.871483,30.0,32.0,
1_LT05_227072_20101120_00000000000000000002,911.0,76,1420.0,1565.0,1169.0,417.0,2955.0,280.0,40.0,0,2010-11-20,9.0,-18.039039142955254,-57.48801500212765,-0.5459989112683723,68.0,0.0,LANDSAT_5,0,99.572884,27.050232,178.0,32.0,
1_LT05_227072_20110224_00000000000000000002,442.0,75,630.0,712.0,1028.0,565.0,2860.0,345.0,26.0,0,2011-02-24,9.0,-18.039039142955254,-57.48801500212765,-0.05439330543933055,66.0,0.0,LANDSAT_5,0,81.695854,35.174824,186.0,0.0,
1_LT05_227072_20110328_00000000000000000002,149.0,83,192.0,197.0,277.0,98.0,2933.0,63.0,36.0,0,2011-03-28,9.0,-18.039039142955254,-57.48801500212765,-0.3238287817942644,68.0,0.0,LANDSAT_5,0,61.42318,38.640739,30.0,32.0,
1_LT05_227072_20110413_00000000000000000002,1084.0,7,1139.0,1062.0,1674.0,925.0,2902.0,472.0,16.0,145,2011-04-13,9.0,-18.039039142955254,-57.48801500212765,-0.1194103194103194,96.0,0.0,LANDSAT_5,0,52.795715,41.341232,12.0,8.0,
1_LT05_227072_20110429_00000000000000000002,147.0,90,173.0,176.0,276.0,81.00000000000001,2947.0,70.0,33.0,0,2011-04-29,9.0,-18.039039142955254,-57.48801500212765,-0.36144704162615654,68.0,0.0,LANDSAT_5,0,46.137669,44.418018,8.0,32.0,
1_LT05_227072_20110616_00000000000000000002,197.0,84,252.0,231.0,279.0,130.0,2942.0,83.0,0.0,0,2011-06-16,9.0,-18.039039142955254,-57.48801500212765,-0.32114882506527415,68.0,0.0,LANDSAT_5,0,38.823689,51.505352,9.0,32.0,
1_LT05_227072_20110718_00000000000000000002,245.0,81,347.0,369.0,324.0,128.0,2942.0,32.0,1.0,0,2011-07-18,9.0,-18.039039142955254,-57.48801500212765,-0.4610526315789474,68.0,0.0,LANDSAT_5,0,42.113201,50.672935,9.0,32.0,
1_LT05_227072_20110904_00000000000000000002,671.0,87,846.0,887.0,756.7721786999788,312.0,2951.0,178.23198781416605,2.0,1,2011-09-04,9.0,-18.039039142955254,-57.48801500212765,-0.4791506577540645,68.0,0.0,LANDSAT_5,0,54.941395,40.089573,173.0,32.0,
1_LT05_227072_20111006_00000000000000000002,556.0,84,866.0,944.0,566.0,134.0,2973.0,55.0,0.0,0,2011-10-06,9.0,-18.039039142955254,-57.48801500212765,-0.722567287784679,68.0,0.0,LANDSAT_5,0,70.486923,31.320751,42.0,32.0,
1_LT05_227072_20111022_00000000000000000002,669.0,86,1076.0,1250.0,847.9999999999998,244.0,2955.0,152.0,3.0,0,2011-10-22,9.0,-18.039039142955254,-57.48801500212765,-0.6303030303030303,68.0,0.0,LANDSAT_5,0,81.039413,28.397949,60.0,32.0,
1_LT05_227072_20111107_00000000000000000002,783.0000000000001,84,1163.0,1353.0,814.0508088402826,251.0,2951.0,179.0,43.0,0,2011-11-07,9.0,-18.039039142955254,-57.48801500212765,-0.6536076901311969,68.0,0.0,LANDSAT_5,0,91.960388,27.228756,180.0,32.0,
1_LT05_227073_19840909_00000000000000000001,563.9999999999999,124,843.0000000000001,752.0,602.0,90.0,2951.0,59.0,1.0,0,1984-09-09,9.0,-18.390532242594183,-57.3796989784384,-0.7982062780269059,68.0,0.0,LANDSAT_5,0,60.150185,43.292297,155.0,32.0,
1_LT05_227073_19840909_00000000000000000002,607.0,97,887.0,897.9999999999999,605.0,148.25675675675677,2951.0,60.00000000000001,1.0,0,1984-09-09,9.0,-18.039039142955254,-57.48801500212765,-0.713539014470674,68.0,0.0,LANDSAT_5,0,60.150185,43.292297,139.0,32.0,
1_LT05_227073_19850320_00000000000000000001,393.0000000000001,124,493.0,412.0,607.0,292.0,2911.0,141.0,6.0,0,1985-03-20,9.0,-18.390532242594183,-57.3796989784384,-0.26564673157162727,66.0,0.0,LANDSAT_5,0,68.349693,42.588707,33.0,0.0,
1_LT05_227073_19850320_00000000000000000002,509.99999999999994,108,650.0,585.0000000000001,771.0000000000001,431.0,2897.0,299.0,6.0,0,1985-03-20,9.0,-18.039039142955254,-57.48801500212765,-0.2025901942645698,66.0,0.0,LANDSAT_5,0,68.349693,42.588707,12.0,0.0,
1_LT05_227073_19850421_00000000000000000001,197.00000000000003,121,296.0,224.0,240.0,52.00000000000001,2964.0,28.000000000000004,8.0,0,1985-04-21,9.0,-18.390532242594183,-57.3796989784384,-0.7010531388165971,68.0,0.0,LANDSAT_5,0,52.572842,47.555096,8.0,32.0,
1_LT05_227073_19850421_00000000000000000002,252.0,102,391.0,310.0,265.7856167501138,107.99999999999999,2964.0,69.0,8.0,0,1985-04-21,9.0,-18.039039142955254,-57.48801500212765,-0.5258499611809755,68.0,0.0,LANDSAT_5,0,52.572842,47.555096,70.0,32.0,
1_LT05_227073_19850710_00000000000000000002,456.0,100,682.0,574.0,349.0,174.0,2911.0,87.00000000000001,54.0,0,1985-07-10,9.0,-18.039039142955254,-57.48801500212765,-0.6167582512977333,68.0,0.0,LANDSAT_5,0,44.339111,55.685513,9.0,32.0,
1_LT05_227073_19850912_00000000000000000002,1698.0,5,1885.0,1650.0,1839.0,497.0,2951.0,250.0,20.0,0,1985-09-12,5.0,-18.039039142955254,-57.48801500212765,-0.5733905579399141,66.0,0.0,LANDSAT_5,0,61.216,42.537083,755.0,1.0,
1_LT05_227073_19851014_00000000000000000001,617.0,126,974.0,1037.0,644.0,158.0,2955.0,91.00000000000001,18.0,0,1985-10-14,7.0,-18.390532242594183,-57.3796989784384,-0.7124658780709735,68.0,0.0,LANDSAT_5,0,76.933174,34.597256,83.0,32.0,
1_LT05_227073_19851014_00000000000000000002,627.0,89,1006.0,1096.0,678.0,205.99999999999997,2955.0,125.99999999999999,18.0,0,1985-10-14,7.0,-18.039039142955254,-57.48801500212765,-0.6696070569366479,68.0,0.0,LANDSAT_5,0,76.933174,34.597256,102.0,32.0,
1_LT05_227073_19851115_00000000000000000001,458.0,126,790.9999999999999,896.9999999999999,572.7395777515808,78.53113553113553,2986.0,52.0,8.0,0,1985-11-15,9.0,-18.390532242594183,-57.3796989784384,-0.8133971291866029,68.0,0.0,LANDSAT_5,0,95.164093,31.929634,76.0,32.0,
1_LT05_227073_19851115_00000000000000000002,613.9999999999999,88,1027.0,1161.0,826.0,249.8655793025872,2973.0,121.0,8.0,0,1985-11-15,9.0,-18.039039142955254,-57.48801500212765,-0.6094117647058822,68.0,0.0,LANDSAT_5,0,95.164093,31.929634,38.0,32.0,
1_LT05_227073_19860408_00000000000000000001,323.00000000000006,119,485.0,509.0,429.0,71.00000000000001,2947.0,22.999999999999996,27.0,0,1986-04-08,7.0,-18.390532242594183,-57.3796989784384,-0.7237901044592644,68.0,0.0,LANDSAT_5,0,59.40374,46.265484,103.0,32.0,
1_LT05_227073_19860408_00000000000000000002,333.00000000000006,97,520.0,578.0,424.99999999999994,98.99999999999999,2947.0,64.0,27.0,0,1986-04-08,7.0,-18.039039142955254,-57.48801500212765,-0.680129240710824,68.0,0.0,LANDSAT_5,0,59.40374,46.265484,118.0,32.0,
1_LT05_227073_19860424_00000000000000000001,119.0,115,269.0,311.0,248.0,54.00000000000001,2973.0,28.999999999999993,0.0,0,1986-04-24,9.0,-18.390532242594183,-57.3796989784384,-0.6656346749226005,68.0,0.0,LANDSAT_5,0,52.633236,49.028233,9.0,32.0,
1_LT05_227073_19860424_00000000000000000002,158.0,87,310.0,347.0,247.0,85.0,2981.0,29.0,0.0,0,1986-04-24,9.0,-18.039039142955254,-57.48801500212765,-0.5696202531645569,68.0,0.0,LANDSAT_5,0,52.633236,49.028233,9.0,32.0,
1_LT05_227073_19860510_00000000000000000001,411.0,46,536.0,509.0,755.0,428.0,2883.0,274.0,11.0,102,1986-05-10,9.0,-18.390532242594183,-57.3796989784384,-0.11295336787564766,96.0,0.0,LANDSAT_5,0,47.708748,51.91563,126.0,0.0,
1_LT05_227073_19860510_00000000000000000002,205.99999999999997,93,354.0,384.0,270.0,93.0,2955.0,32.0,11.0,0,1986-05-10,9.0,-18.039039142955254,-57.48801500212765,-0.5838926174496647,68.0,0.0,LANDSAT_5,0,47.708748,51.91563,9.0,32.0,
1_LT05_227073_19860526_00000000000000000001,207.00000000000003,119,345.0,373.0,288.0,62.00000000000001,2929.0,34.0,31.0,0,1986-05-26,9.0,-18.390532242594183,-57.3796989784384,-0.6953316953316955,68.0,0.0,LANDSAT_5,0,44.756374,54.501335,14.0,32.0,
1_LT05_227073_19860526_00000000000000000002,327.0,94,530.131432051152,539.0,333.0,96.0,2924.0,32.0,31.0,0,1986-05-26,9.0,-18.039039142955254,-57.48801500212765,-0.6932948095388329,68.0,0.0,LANDSAT_5,0,44.756374,54.501335,37.0,32.0,
1_LT05_227073_19860627_00000000000000000001,223.99999999999997,122,396.0,321.0,259.0,67.00000000000001,2947.0,36.0,0.0,0,1986-06-27,7.0,-18.390532242594183,-57.3796989784384,-0.6723716381418094,68.0,0.0,LANDSAT_5,0,44.21447,57.183693,8.0,32.0,
1_LT05_227073_19860627_00000000000000000002,295.00000000000006,95,500.0,460.0,313.0,106.0,2947.0,35.99999999999999,0.0,0,1986-06-27,7.0,-18.039039142955254,-57.48801500212765,-0.6502649261732516,68.0,0.0,LANDSAT_5,0,44.21447,57.183693,9.0,32.0,
1_LT05_227073_19860713_00000000000000000001,342.0,122,501.0,458.0,362.0,104.0,2929.0,36.00000000000001,9.0,0,1986-07-13,9.0,-18.390532242594183,-57.3796989784384,-0.6843702579666163,68.0,0.0,LANDSAT_5,0,46.123753,56.695206,8.0,32.0,
1_LT05_227073_19860713_00000000000000000002,413.0,93,604.0,594.0,360.0,102.99999999999997,2938.0,36.0,9.0,0,1986-07-13,9.0,-18.039039142955254,-57.48801500212765,-0.7086280056577084,68.0,0.0,LANDSAT_5,0,46.123753,56.695206,9.0,32.0,
1_LT05_227073_19860729_00000000000000000001,472.0,125,650.0,593.0,373.0,91.99999999999999,2929.0,30.000000000000004,0.0,0,1986-07-29,9.0,-18.390532242594183,-57.3796989784384,-0.7520215633423181,68.0,0.0,LANDSAT_5,0,49.13464,54.865784,38.0,32.0,
