system:index,B1_median,B2_count,B2_median,B3_median,B4_median,B5_median,B6_median,B7_median,cloud_cover,cloud_qa_count,date,img_qual,lat,lon,nd_median,pixel_qa_median,radsat_qa_median,sensor,snow_ice_qa_count,solar_az,solar_zen,sr_atmos_opacity_median,sr_cloud_qa_median,.geo
1_LT05_225072_19840420_00000000000000000003,332.0,21,696.0,758.0,1028.0,459.0,2951.0,164.0,7.0,0,1984-04-20,9.0,-18.165530462538353,-54.471370712056775,-0.14205607476635515,66.0,0.0,LANDSAT_5,0,54.432056,47.004269,9.0,1.0,
1_LT05_225072_19840709_00000000000000000003,410.0,8,655.0,681.0,628.0,360.0,2955.0,247.0,0.0,0,1984-07-09,7.0,-18.165530462538353,-54.471370712056775,-0.3252108716026242,68.0,0.0,LANDSAT_5,0,45.026962,54.797207,9.0,32.0,
1_LT05_225072_19850218_00000000000000000003,622.0,13,1028.0,1308.0,1792.0,727.0,2883.0,398.0,33.0,2,1985-02-18,9.0,-18.165530462538353,-54.471370712056775,-0.17226197028068244,66.0,0.0,LANDSAT_5,0,87.120979,39.444988,97.0,1.0,
1_LT05_225072_19850610_00000000000000000003,333.0,14,727.0,792.0,548.0,311.0,2883.0,187.0,0.0,0,1985-06-10,9.0,-18.165530462538353,-54.471370712056775,-0.37044534412955465,68.0,0.0,LANDSAT_5,0,42.911877,54.08239,9.0,32.0,
1_LT05_225072_19850626_00000000000000000003,410.0,14,711.0,776.0,684.0,436.0,2933.0,194.0,0.0,0,1985-06-26,7.0,-18.165530462538353,-54.471370712056775,-0.25888324873096447,68.0,0.0,LANDSAT_5,0,43.335941,54.88266,9.0,32.0,
1_LT05_225072_19850712_00000000000000000003,417.0,13,742.0,804.0,666.0,389.0,2920.0,138.0,0.0,0,1985-07-12,7.0,-18.165530462538353,-54.471370712056775,-0.3121131741821397,68.0,0.0,LANDSAT_5,0,45.156223,54.381565,9.0,32.0,
1_LT05_225072_19850813_00000000000000000003,396.0,12,715.0,733.0,666.0,465.0,2942.0,255.0,0.0,0,1985-08-13,9.0,-18.165530462538353,-54.471370712056775,-0.17802197802197803,68.0,0.0,LANDSAT_5,0,52.095757,49.456879,8.0,32.0,
1_LT05_225072_19850829_00000000000000000003,1397.0,8,1488.0,1433.0,1680.0,757.0,2964.0,375.0,4.0,107,1985-08-29,9.0,-18.165530462538353,-54.471370712056775,-0.3253119429590018,96.0,0.0,LANDSAT_5,0,57.083447,45.493267,487.0,1.0,
1_LT05_225072_19850914_00000000000000000003,1579.0,11,1751.0,1569.0,1833.0,773.0,2986.0,379.0,4.0,0,1985-09-14,9.0,-18.165530462538353,-54.471370712056775,-0.40123934934159566,66.0,0.0,LANDSAT_5,0,63.275948,41.126808,965.0,4.0,
1_LT05_225072_19850930_00000000000000000003,517.0,6,839.0,941.0,955.0,694.0,2915.0,451.0,61.0,0,1985-09-30,9.0,-18.165530462538353,-54.471370712056775,-0.059343434343434344,68.0,0.0,LANDSAT_5,0,70.939034,36.979805,45.0,4.0,
1_LT05_225072_19851016_00000000000000000003,482.0,14,736.0,763.0,938.0,507.0,2998.0,267.0,0.0,0,1985-10-16,7.0,-18.165530462538353,-54.471370712056775,-0.16222062004325882,68.0,0.0,LANDSAT_5,0,80.047768,33.758072,109.0,1.0,
1_LT05_225072_19851117_00000000000000000003,480.0,13,825.0,838.0,918.0,432.0,3032.0,218.0,9.0,0,1985-11-17,7.0,-18.165530462538353,-54.471370712056775,-0.3126491646778043,66.0,0.0,LANDSAT_5,0,98.364403,31.947308,118.0,1.0,
1_LT05_225072_19851203_00000000000000000003,767.0,1,1124.0,1305.0,1745.0,898.0,2897.0,499.0,26.0,0,1985-12-03,9.0,-18.165530462538353,-54.471370712056775,-0.11177052423343224,66.0,0.0,LANDSAT_5,0,104.109802,33.130714,375.0,0.0,
1_LT05_225072_19860410_00000000000000000003,479.0,17,789.0,886.0,1301.0,499.0,2947.0,240.0,18.0,0,1986-04-10,9.0,-18.165530462538353,-54.471370712056775,-0.1697553743513714,66.0,0.0,LANDSAT_5,0,59.474735,45.671253,143.0,1.0,
1_LT05_225072_19860426_00000000000000000003,819.0,5,1231.0,1279.0,1676.0,954.0,2869.0,488.0,26.0,25,1986-04-26,9.0,-18.165530462538353,-54.471370712056775,-0.1616871704745167,96.0,0.0,LANDSAT_5,0,52.719208,48.34306,122.0,1.0,
1_LT05_225072_19860715_00000000000000000003,504.0,11,765.0,733.0,746.0,366.0,2929.0,196.0,1.0,0,1986-07-15,9.0,-18.165530462538353,-54.471370712056775,-0.3203342618384401,68.0,0.0,LANDSAT_5,0,46.980125,55.403591,34.0,0.0,
1_LT05_225072_19870107_00000000000000000003,427.0,22,841.0,1062.0,1319.0,478.0,2964.0,205.0,1.0,0,1987-01-07,9.0,-18.165530462538353,-54.471370712056775,-0.27900287631831255,66.0,0.0,LANDSAT_5,0,104.401711,38.95858,17.0,1.0,
1_LT05_225072_19870312_00000000000000000003,427.0,22,900.0,1133.0,1286.0,402.0,2933.0,181.0,0.0,0,1987-03-12,9.0,-18.165530462538353,-54.471370712056775,-0.3274336283185841,66.0,0.0,LANDSAT_5,0,75.921082,43.058487,9.0,1.0,
1_LT05_225072_19870413_00000000000000000003,376.0,21,765.0,892.0,1009.0,420.0,2964.0,160.0,0.0,0,1987-04-13,9.0,-18.165530462538353,-54.471370712056775,-0.20829406220546653,66.0,0.0,LANDSAT_5,0,58.712677,46.655025,17.0,1.0,
1_LT05_225072_19870531_00000000000000000003,405.0,20,731.0,750.0,950.0,469.0,2938.0,194.0,3.0,0,1987-05-31,9.0,-18.165530462538353,-54.471370712056775,-0.22302158273381295,66.0,0.0,LANDSAT_5,0,44.776134,53.980511,9.0,1.0,
1_LT05_225072_19870702_00000000000000000003,457.0,14,731.0,797.0,823.0,374.0,2938.0,257.0,0.0,0,1987-07-02,9.0,-18.165530462538353,-54.471370712056775,-0.30023273855702093,68.0,0.0,LANDSAT_5,0,44.792885,55.700619,9.0,32.0,
1_LT05_225072_19870718_00000000000000000003,560.0,15,828.0,792.0,897.0,511.0,2947.0,247.0,11.0,0,1987-07-18,9.0,-18.165530462538353,-54.471370712056775,-0.2060555088309504,68.0,0.0,LANDSAT_5,0,46.918694,54.676575,110.0,1.0,
1_LT05_225072_19870803_00000000000000000003,513.0,17,774.0,831.0,766.0,567.0,2929.0,274.0,2.0,0,1987-08-03,9.0,-18.165530462538353,-54.471370712056775,-0.1188118811881188,68.0,0.0,LANDSAT_5,0,50.1516,52.320206,37.0,32.0,
1_LT05_225072_19870819_00000000000000000003,839.0,13,987.0,945.0,1071.0,622.0,2933.0,343.0,0.0,3,1987-08-19,9.0,-18.165530462538353,-54.471370712056775,-0.2501506931886679,96.0,0.0,LANDSAT_5,0,54.362297,48.821049,289.0,1.0,
1_LT05_225072_19870904_00000000000000000003,1275.0,12,1433.0,1296.0,1589.0,814.0,2938.0,352.0,1.0,0,1987-09-04,7.0,-18.165530462538353,-54.471370712056775,-0.27580071174377224,66.0,0.0,LANDSAT_5,0,59.629631,44.588856,765.0,8.0,
1_LT05_225072_19870920_00000000000000000003,1023.0,15,1158.0,1105.0,1377.0,698.0,2977.0,373.0,1.0,0,1987-09-20,9.0,-18.165530462538353,-54.471370712056775,-0.2478448275862069,66.0,0.0,LANDSAT_5,0,66.179878,40.130241,385.0,1.0,
1_LT05_225072_19871123_00000000000000000003,392.0,15,719.0,769.0,967.0,415.0,2973.0,222.0,6.0,0,1987-11-23,9.0,-18.165530462538353,-54.471370712056775,-0.28,66.0,0.0,LANDSAT_5,0,100.723274,32.260578,25.0,1.0,
1_LT05_225072_19871225_00000000000000000003,495.0,15,869.0,965.0,1061.0,522.0,2981.0,296.0,18.0,0,1987-12-25,9.0,-18.165530462538353,-54.471370712056775,-0.21789560894780446,66.0,0.0,LANDSAT_5,0,106.185448,35.350567,65.0,1.0,
1_LT05_225072_19880330_00000000000000000003,372.0,21,731.0,922.0,1102.0,448.0,2955.0,149.0,0.0,0,1988-03-30,9.0,-18.165530462538353,-54.471370712056775,-0.19298245614035087,66.0,0.0,LANDSAT_5,0,63.984467,43.218521,9.0,1.0,
1_LT05_225072_19880415_00000000000000000003,420.0,22,786.0,946.0,1078.0,353.0,2924.0,158.0,28.0,0,1988-04-15,7.0,-18.165530462538353,-54.471370712056775,-0.34473909324208724,66.0,0.0,LANDSAT_5,0,55.971199,45.599983,11.0,1.0,
1_LT05_225072_19880501_00000000000000000003,418.0,20,770.0,863.0,1061.0,409.0,2951.0,168.0,3.0,0,1988-05-01,9.0,-18.165530462538353,-54.471370712056775,-0.2509157509157509,68.0,0.0,LANDSAT_5,0,49.706509,48.335125,12.0,1.0,
1_LT05_225072_19880517_00000000000000000003,458.0,24,841.0,973.0,1273.0,467.0,2915.0,178.0,31.0,0,1988-05-17,9.0,-18.165530462538353,-54.471370712056775,-0.16650625601539942,66.0,0.0,LANDSAT_5,0,45.476704,51.036999,24.0,1.0,
1_LT05_225072_19880720_00000000000000000003,442.0,17,767.0,780.0,749.0,414.0,2920.0,184.0,0.0,0,1988-07-20,7.0,-18.165530462538353,-54.471370712056775,-0.1559633027522936,68.0,0.0,LANDSAT_5,0,46.422157,53.455139,9.0,1.0,
1_LT05_225072_19880805_00000000000000000003,539.0,19,837.0,843.0,900.0,559.0,2929.0,269.0,0.0,0,1988-08-05,9.0,-18.165530462538353,-54.471370712056775,-0.14559125085440874,68.0,0.0,LANDSAT_5,0,49.879642,50.906303,40.0,1.0,
1_LT05_225072_19880821_00000000000000000003,569.0,17,852.0,743.0,906.0,541.0,2960.0,290.0,0.0,0,1988-08-21,9.0,-18.165530462538353,-54.471370712056775,-0.22325915290739412,68.0,0.0,LANDSAT_5,0,54.321274,47.278885,129.0,1.0,
1_LT05_225072_19880906_00000000000000000003,690.0,14,915.0,954.0,1049.0,646.0,2986.0,350.0,0.0,0,1988-09-06,9.0,-18.165530462538353,-54.471370712056775,-0.17232543241511852,68.0,0.0,LANDSAT_5,0,59.865898,42.979774,153.0,1.0,
1_LT05_225072_19880922_00000000000000000003,1020.0,15,1161.0,1143.0,1320.0,670.0,3007.0,319.0,0.0,0,1988-09-22,9.0,-18.165530462538353,-54.471370712056775,-0.2505592841163311,66.0,0.0,LANDSAT_5,0,66.777496,38.588718,384.0,1.0,
1_LT05_225072_19881008_00000000000000000003,703.0,17,874.0,984.0,1099.0,640.0,2990.0,343.0,4.0,0,1988-10-08,9.0,-18.165530462538353,-54.471370712056775,-0.154557463672391,66.0,0.0,LANDSAT_5,0,75.23748,34.784863,212.0,1.0,
1_LT05_225072_19881227_00000000000000000003,429.0,13,842.0,1030.0,1159.0,482.0,2915.0,232.0,48.0,0,1988-12-27,9.0,-18.165530462538353,-54.471370712056775,-0.24925816023738873,66.0,0.0,LANDSAT_5,0,106.031067,35.336296,66.0,1.0,
1_LT05_225072_19890301_00000000000000000003,443.0,20,767.0,947.0,1062.0,389.0,2955.0,175.0,1.0,0,1989-03-01,9.0,-18.165530462538353,-54.471370712056775,-0.3053571428571429,66.0,0.0,LANDSAT_5,0,80.957985,40.370888,51.0,1.0,
1_LT05_225072_19890317_00000000000000000003,378.0,23,775.0,989.0,1102.0,432.0,2938.0,182.0,7.0,0,1989-03-17,7.0,-18.165530462538353,-54.471370712056775,-0.23742277140335394,66.0,0.0,LANDSAT_5,0,71.567986,41.803581,9.0,1.0,
1_LT05_225072_19890504_00000000000000000003,485.0,24,873.0,1116.0,1477.0,483.0,2911.0,219.0,62.0,0,1989-05-04,9.0,-18.165530462538353,-54.471370712056775,-0.2857142857142857,66.0,0.0,LANDSAT_5,0,49.16795,49.100506,37.0,1.0,
1_LT05_225072_19890520_00000000000000000003,395.0,19,724.0,869.0,883.0,404.0,2924.0,180.0,2.0,0,1989-05-20,9.0,-18.165530462538353,-54.471370712056775,-0.28368794326241137,68.0,0.0,LANDSAT_5,0,45.360695,51.805477,9.0,0.0,
1_LT05_225072_19890605_00000000000000000003,454.0,18,781.0,885.0,788.0,395.0,2933.0,194.0,0.0,0,1989-06-05,9.0,-18.165530462538353,-54.471370712056775,-0.26579925650557623,68.0,0.0,LANDSAT_5,0,43.539898,53.944424,9.0,1.0,
1_LT05_225072_19890723_00000000000000000003,456.0,15,780.0,834.0,814.0,492.0,2920.0,290.0,0.0,0,1989-07-23,9.0,-18.165530462538353,-54.471370712056775,-0.22641509433962265,68.0,0.0,LANDSAT_5,0,47.621052,53.71468,8.0,1.0,
1_LT05_225072_19890808_00000000000000000003,572.0,16,895.0,1019.0,1024.0,638.0,2897.0,423.0,18.0,0,1989-08-08,7.0,-18.165530462538353,-54.471370712056775,-0.14158163265306123,68.0,0.0,LANDSAT_5,0,51.339649,51.065392,34.0,1.0,
1_LT05_225072_19890909_00000000000000000003,585.0,18,872.0,883.0,1065.0,565.0,2942.0,270.0,51.0,0,1989-09-09,9.0,-18.165530462538353,-54.471370712056775,-0.2141863699582754,66.0,0.0,LANDSAT_5,0,61.866161,43.187176,178.0,1.0,
1_LT05_225072_19891128_00000000000000000003,444.0,24,777.0,856.0,1241.0,492.0,2942.0,225.0,26.0,0,1989-11-28,9.0,-18.165530462538353,-54.471370712056775,-0.2022653721682848,66.0,0.0,LANDSAT_5,0,102.664909,33.676861,132.0,1.0,
1_LT05_225072_19900115_00000000000000000003,422.0,29,806.0,972.0,1138.0,453.0,2938.0,169.0,3.0,0,1990-01-15,9.0,-18.165530462538353,-54.471370712056775,-0.2295957284515637,66.0,0.0,LANDSAT_5,0,102.347786,39.01231,25.0,1.0,
1_LT05_225072_19900216_00000000000000000003,671.0,3,1088.0,1282.0,1694.0,885.0,2874.0,488.0,41.0,0,1990-02-16,9.0,-18.165530462538353,-54.471370712056775,-0.10288900152052712,66.0,0.0,LANDSAT_5,0,89.079185,41.487045,196.0,1.0,
1_LT05_225072_19900304_00000000000000000003,349.0,21,747.0,963.0,986.0,379.0,2960.0,184.0,0.0,0,1990-03-04,7.0,-18.165530462538353,-54.471370712056775,-0.2530487804878049,68.0,0.0,LANDSAT_5,0,80.429619,42.650837,9.0,1.0,
1_LT05_225072_19900405_00000000000000000003,438.0,18,748.0,875.0,987.0,472.0,2906.0,243.0,10.0,0,1990-04-05,9.0,-18.165530462538353,-54.471370712056775,-0.24624624624624625,66.0,0.0,LANDSAT_5,0,62.918068,46.08083,17.0,1.0,
1_LT05_225072_19900507_00000000000000000003,333.0,21,649.0,761.0,813.0,395.0,2942.0,128.0,8.0,0,1990-05-07,9.0,-18.165530462538353,-54.471370712056775,-0.21264994547437296,68.0,0.0,LANDSAT_5,0,50.097664,51.121216,9.0,0.0,
1_LT05_225072_19900726_00000000000000000003,481.0,18,691.0,715.0,791.0,510.0,2933.0,248.0,0.0,0,1990-07-26,9.0,-18.165530462538353,-54.471370712056775,-0.15070774354704414,68.0,0.0,LANDSAT_5,0,49.540508,54.625916,37.0,1.0,
1_LT05_225072_19900811_00000000000000000003,423.0,14,769.0,783.0,572.0,366.0,2942.0,227.0,0.0,0,1990-08-11,9.0,-18.165530462538353,-54.471370712056775,-0.2635814889336016,68.0,0.0,LANDSAT_5,0,53.38591,51.795494,9.0,32.0,
1_LT05_225072_19900928_00000000000000000003,633.0,20,898.0,839.0,1162.0,444.0,2951.0,214.0,21.0,0,1990-09-28,7.0,-18.165530462538353,-54.471370712056775,-0.31849577897160397,66.0,0.0,LANDSAT_5,0,71.464531,39.671535,199.0,1.0,
1_LT05_225072_19901030_00000000000000000003,402.0,22,714.0,829.0,1308.0,458.0,2938.0,232.0,0.0,0,1990-10-30,7.0,-18.165530462538353,-54.471370712056775,-0.16953762466001812,66.0,0.0,LANDSAT_5,0,89.230904,34.42234,70.0,1.0,
1_LT05_225072_19901115_00000000000000000003,436.0,20,759.0,839.0,1180.0,524.0,2960.0,264.0,7.0,0,1990-11-15,7.0,-18.165530462538353,-54.471370712056775,-0.20174799708667152,66.0,0.0,LANDSAT_5,0,97.577553,34.087868,105.0,1.0,
1_LT05_225072_19901217_00000000000000000003,399.0,23,770.0,904.0,1093.0,438.0,2968.0,199.0,2.0,0,1990-12-17,9.0,-18.165530462538353,-54.471370712056775,-0.2322524101665206,66.0,0.0,LANDSAT_5,0,106.031479,36.656521,11.0,1.0,
1_LT05_225072_19910118_00000000000000000003,628.0,21,1167.0,1658.0,2475.0,443.0,2973.0,200.0,0.0,0,1991-01-18,9.0,-18.165530462538353,-54.471370712056775,-0.390646492434663,66.0,0.0,LANDSAT_5,0,101.575241,39.805141,285.0,16.0,
1_LT05_225072_19910219_00000000000000000003,453.0,24,809.0,959.0,1325.0,394.0,2938.0,177.0,13.0,0,1991-02-19,9.0,-18.165530462538353,-54.471370712056775,-0.29453015427769985,66.0,0.0,LANDSAT_5,0,87.686775,41.789547,104.0,1.0,
1_LT05_225072_19910526_00000000000000000003,396.0,18,769.0,871.0,775.0,354.0,2929.0,138.0,0.0,0,1991-05-26,9.0,-18.165530462538353,-54.471370712056775,-0.3695458593054319,68.0,0.0,LANDSAT_5,0,45.705269,53.614262,9.0,32.0,
1_LT05_225072_19910729_00000000000000000003,517.0,19,822.0,873.0,818.0,493.0,2938.0,239.0,1.0,0,1991-07-29,9.0,-18.165530462538353,-54.471370712056775,-0.22922374429223744,68.0,0.0,LANDSAT_5,0,49.525852,53.620369,12.0,32.0,
1_LT05_225072_19910814_00000000000000000003,557.0,16,830.0,876.0,939.0,519.0,2968.0,266.0,0.0,0,1991-08-14,9.0,-18.165530462538353,-54.471370712056775,-0.20337682271680738,68.0,0.0,LANDSAT_5,0,53.49155,50.529366,24.0,1.0,
1_LT05_225072_19910830_00000000000000000003,1047.0,5,1272.0,1231.0,1224.0,598.0,2955.0,286.0,3.0,149,1991-08-30,7.0,-18.165530462538353,-54.471370712056775,-0.34393856280855734,96.0,0.0,LANDSAT_5,0,58.46553,46.546257,198.0,32.0,
1_LT05_225072_19910830_00000000000000000004,1109.0,57,1315.0,1316.0,1232.0,471.0,2942.0,240.0,3.0,98,1991-08-30,7.0,-18.50815886928303,-54.76266594747418,-0.47256438969764836,96.0,0.0,LANDSAT_5,0,58.46553,46.546257,310.0,32.0,
1_LT05_225072_19911118_00000000000000000003,508.0,22,840.0,909.0,1287.0,533.0,2960.0,221.0,3.0,0,1991-11-18,9.0,-18.165530462538353,-54.471370712056775,-0.2002752924982794,66.0,0.0,LANDSAT_5,0,98.704315,33.018078,118.0,1.0,
1_LT05_225072_19911204_00000000000000000003,446.0,15,744.0,1004.0,1429.0,414.0,2964.0,153.0,29.0,0,1991-12-04,9.0,-18.165530462538353,-54.471370712056775,-0.32463295269168024,66.0,0.0,LANDSAT_5,0,104.209671,34.140957,107.0,1.0,
1_LT05_225072_19920528_00000000000000000003,456.0,18,785.0,787.0,886.0,391.0,2947.0,192.0,0.0,0,1992-05-28,9.0,-18.165530462538353,-54.471370712056775,-0.26710402999062793,68.0,0.0,LANDSAT_5,0,45.161716,53.819019,9.0,0.0,
1_LT05_225072_19920613_00000000000000000003,472.0,19,782.0,832.0,865.0,482.0,2938.0,199.0,0.0,0,1992-06-13,9.0,-18.165530462538353,-54.471370712056775,-0.19964028776978418,66.0,0.0,LANDSAT_5,0,44.237194,55.482162,9.0,1.0,
1_LT05_225072_19921019_00000000000000000003,499.0,17,837.0,901.0,1213.0,539.0,2933.0,235.0,23.0,0,1992-10-19,9.0,-18.165530462538353,-54.471370712056775,-0.2182254196642686,66.0,0.0,LANDSAT_5,0,82.959198,35.042763,70.0,1.0,
1_LT05_225072_19921222_00000000000000000003,412.0,23,846.0,1054.0,1289.0,440.0,2955.0,200.0,3.0,0,1992-12-22,9.0,-18.165530462538353,-54.471370712056775,-0.2954363490792634,66.0,0.0,LANDSAT_5,0,106.149094,36.853073,28.0,1.0,
1_LT05_225072_19930312_00000000000000000003,467.0,19,815.0,898.0,1201.0,521.0,2942.0,264.0,1.0,0,1993-03-12,7.0,-18.165530462538353,-54.471370712056775,-0.22055335968379447,66.0,0.0,LANDSAT_5,0,75.559814,43.01379,77.0,1.0,
1_LT05_225072_19930413_00000000000000000003,401.0,21,795.0,1080.0,1289.0,393.0,2947.0,162.0,0.0,0,1993-04-13,9.0,-18.165530462538353,-54.471370712056775,-0.2889324191968658,66.0,0.0,LANDSAT_5,0,58.548153,46.828659,8.0,1.0,
1_LT05_225072_19930429_00000000000000000003,405.0,23,712.0,761.0,1114.0,444.0,2951.0,216.0,0.0,0,1993-04-29,9.0,-18.165530462538353,-54.471370712056775,-0.23183391003460208,66.0,0.0,LANDSAT_5,0,52.09322,49.423542,22.0,1.0,
1_LT05_225072_19930531_00000000000000000003,663.0,23,814.0,770.0,1070.0,472.0,2920.0,192.0,58.0,0,1993-05-31,9.0,-18.165530462538353,-54.471370712056775,-0.27104377104377103,66.0,0.0,LANDSAT_5,0,45.056599,54.325279,137.0,1.0,
1_LT05_225072_19930616_00000000000000000003,533.0,11,758.0,840.0,931.0,604.0,2888.0,311.0,0.0,0,1993-06-16,7.0,-18.165530462538353,-54.471370712056775,-0.14308943089430895,68.0,0.0,LANDSAT_5,0,44.386662,55.787548,30.0,1.0,
1_LT05_225072_19930718_00000000000000000003,638.0,3,939.0,961.0,983.0,715.0,2883.0,475.0,3.0,0,1993-07-18,9.0,-18.165530462538353,-54.471370712056775,-0.1354292623941959,68.0,0.0,LANDSAT_5,0,47.578674,55.129517,50.0,0.0,
1_LT05_225072_19930803_00000000000000000003,536.0,17,766.0,810.0,699.0,484.0,2938.0,235.0,0.0,0,1993-08-03,9.0,-18.165530462538353,-54.471370712056775,-0.2256,68.0,0.0,LANDSAT_5,0,50.927868,52.833603,9.0,1.0,
1_LT05_225072_19930819_00000000000000000003,1222.0,17,1360.0,1330.0,1549.0,718.0,2883.0,409.0,46.0,0,1993-08-19,7.0,-18.165530462538353,-54.471370712056775,-0.3089509143407122,66.0,0.0,LANDSAT_5,0,55.267197,49.433083,286.0,1.0,
1_LT05_225072_19931107_00000000000000000003,709.0,17,1071.0,1121.0,1471.0,767.0,2888.0,403.0,82.0,0,1993-11-07,9.0,-18.165530462538353,-54.471370712056775,-0.15160955347871236,66.0,0.0,LANDSAT_5,0,93.59021,33.368336,227.0,1.0,
1_LT05_225072_19940126_00000000000000000003,537.0,20,869.0,1004.0,1653.0,675.0,2846.0,362.0,68.0,0,1994-01-26,9.0,-18.165530462538353,-54.471370712056775,-0.12957222566646,66.0,0.0,LANDSAT_5,0,98.640915,40.161652,190.0,1.0,
1_LT05_225072_19940502_00000000000000000003,361.0,21,744.0,827.0,910.0,359.0,2947.0,127.0,3.0,0,1994-05-02,9.0,-18.165530462538353,-54.471370712056775,-0.2465897166841553,66.0,0.0,LANDSAT_5,0,51.677761,50.364876,9.0,0.0,
1_LT05_225072_19940518_00000000000000000003,350.0,20,761.0,765.0,698.0,413.0,2933.0,184.0,0.0,0,1994-05-18,9.0,-18.165530462538353,-54.471370712056775,-0.25577812018489987,68.0,0.0,LANDSAT_5,0,47.585339,53.013824,9.0,1.0,
1_LT05_225072_19940603_00000000000000000003,350.0,19,717.0,734.0,813.0,369.0,2951.0,200.0,0.0,0,1994-06-03,9.0,-18.165530462538353,-54.471370712056775,-0.2451539338654504,68.0,0.0,LANDSAT_5,0,45.453362,55.212635,9.0,0.0,
1_LT05_225072_19940721_00000000000000000003,454.0,16,732.0,744.0,703.0,371.0,2968.0,199.0,0.0,0,1994-07-21,7.0,-18.165530462538353,-54.471370712056775,-0.29957805907172996,68.0,0.0,LANDSAT_5,0,48.910534,55.629402,8.0,32.0,
1_LT05_225072_19940923_00000000000000000003,618.0,16,855.0,859.0,965.0,564.0,3019.0,335.0,3.0,0,1994-09-23,9.0,-18.165530462538353,-54.471370712056775,-0.1825726141078838,66.0,0.0,LANDSAT_5,0,69.60038,41.632259,67.0,1.0,
1_LT05_225072_19950113_00000000000000000003,944.5,2,1366.5,1564.5,2456.5,1030.5,2813.5,485.0,40.0,6,1995-01-13,9.0,-18.165530462538353,-54.471370712056775,-0.13903952967924843,80.0,0.0,LANDSAT_5,19,103.054207,41.065792,252.0,1.0,
1_LT05_225072_19950403_00000000000000000003,463.0,10,955.0,1285.0,1371.0,392.0,2938.0,161.0,34.0,0,1995-04-03,9.0,-18.165530462538353,-54.471370712056775,-0.38605442176870747,66.0,0.0,LANDSAT_5,0,65.800049,48.045929,14.0,1.0,
1_LT05_225072_19950521_00000000000000000003,432.0,18,833.0,918.0,911.0,365.0,2906.0,197.0,45.0,0,1995-05-21,7.0,-18.165530462538353,-54.471370712056775,-0.2946236559139785,68.0,0.0,LANDSAT_5,0,49.290367,55.545494,19.0,1.0,
1_LT05_225072_19950606_00000000000000000003,416.0,18,731.0,748.0,749.0,354.0,2929.0,155.0,0.0,0,1995-06-06,9.0,-18.165530462538353,-54.471370712056775,-0.2995555555555556,68.0,0.0,LANDSAT_5,0,47.50658,57.637402,9.0,1.0,
1_LT05_225072_19950708_00000000000000000003,370.0,8,526.0,430.0,680.0,411.0,2874.0,222.0,16.0,103,1995-07-08,9.0,-18.165530462538353,-54.471370712056775,-0.12260141866219315,96.0,0.0,LANDSAT_5,0,49.000153,58.951233,106.0,4.0,
1_LT05_225072_19950910_00000000000000000003,1173.0,12,1275.0,1213.0,1345.0,609.0,2964.0,336.0,8.0,139,1995-09-10,9.0,-18.165530462538353,-54.471370712056775,-0.3535031847133758,96.0,0.0,LANDSAT_5,0,66.286293,48.163696,286.0,1.0,
1_LT05_225072_19951012_00000000000000000003,527.0,18,790.0,873.0,882.0,480.0,2964.0,218.0,37.0,0,1995-10-12,9.0,-18.165530462538353,-54.471370712056775,-0.1905564924114671,68.0,0.0,LANDSAT_5,0,81.148628,41.191036,82.0,1.0,
1_LT05_225072_19960116_00000000000000000003,529.0,21,900.0,1059.0,1487.0,521.0,2906.0,225.0,16.0,0,1996-01-16,9.0,-18.165530462538353,-54.471370712056775,-0.2479023646071701,66.0,0.0,LANDSAT_5,0,102.518982,43.55164,17.0,4.0,
1_LT05_225072_19960217_00000000000000000003,654.0,25,938.0,1072.0,1546.0,596.0,2920.0,315.0,49.0,0,1996-02-17,9.0,-18.165530462538353,-54.471370712056775,-0.22488038277511962,66.0,0.0,LANDSAT_5,0,90.045364,45.347866,68.0,1.0,
1_LT05_225072_19960405_00000000000000000003,433.0,21,838.0,932.0,1093.0,436.0,2960.0,167.0,0.0,0,1996-04-05,9.0,-18.165530462538353,-54.471370712056775,-0.27890173410404623,66.0,0.0,LANDSAT_5,0,64.676399,48.654972,9.0,1.0,
1_LT05_225072_19960421_00000000000000000003,341.0,23,699.0,829.0,854.0,358.0,2947.0,127.0,3.0,0,1996-04-21,9.0,-18.165530462538353,-54.471370712056775,-0.2979414951245937,68.0,0.0,LANDSAT_5,0,57.422592,50.69746,9.0,1.0,
1_LT05_225072_19960507_00000000000000000003,399.0,21,764.0,764.0,807.0,344.0,2933.0,135.0,13.0,0,1996-05-07,9.0,-18.165530462538353,-54.471370712056775,-0.26711668273866923,68.0,0.0,LANDSAT_5,0,51.831863,53.015308,9.0,1.0,
1_LT05_225072_19960624_00000000000000000003,388.0,17,739.0,704.0,697.0,357.0,2920.0,156.0,19.0,0,1996-06-24,7.0,-18.165530462538353,-54.471370712056775,-0.25573491928632114,68.0,0.0,LANDSAT_5,0,46.4007,57.700439,9.0,1.0,
1_LT05_225072_19960726_00000000000000000003,567.0,20,833.0,827.0,863.0,443.0,2915.0,252.0,8.0,0,1996-07-26,9.0,-18.165530462538353,-54.471370712056775,-0.2774308652988403,68.0,0.0,LANDSAT_5,0,50.560604,55.464428,42.0,1.0,
