Nome da estação;Código;;;
Rosário Oeste;66250001;;;
;;;;
;;;;
;;;;
EstacaoCodigo;Data;Maxima;Minima;Media
66250001;01/01/1985;637;208;397
66250001;01/01/1985;637;221;397
66250001;01/12/1984;400;180;261
66250001;01/12/1984;400;171;261
66250001;01/12/1984;400;171;261
66250001;01/11/1984;350;69;128
66250001;01/11/1984;350;69;128
66250001;01/11/1984;350;69;126
66250001;01/10/1984;262;51;110
66250001;01/10/1984;262;51;110
66250001;01/10/1984;262;51;110
66250001;01/09/1984;100;58;67
66250001;01/09/1984;100;58;67
66250001;01/09/1984;100;58;67
66250001;01/08/1984;106;59;65
66250001;01/08/1984;106;59;65
66250001;01/08/1984;106;59;65
66250001;01/07/1984;78;62;69
66250001;01/07/1984;78;62;69
66250001;01/07/1984;78;62;69
66250001;01/06/1984;106;78;88
66250001;01/06/1984;106;78;88
66250001;01/06/1984;106;78;88
66250001;01/05/1984;340;106;172
66250001;01/05/1984;340;106;172
66250001;01/05/1984;340;106;172
66250001;01/04/1984;451;156;254
66250001;01/04/1984;451;153;253
66250001;01/04/1984;451;153;253
66250001;01/03/1984;340;178;238
66250001;01/03/1984;340;178;238
66250001;01/03/1984;340;180;238
66250001;01/02/1984;328;158;232
66250001;01/02/1984;328;155;232
66250001;01/02/1984;328;155;232
66250001;01/01/1984;381;160;241
66250001;01/01/1984;381;160;241
66250001;01/01/1984;381;167;239
66250001;01/12/1983;582;227;363
66250001;01/12/1983;582;220;363
66250001;01/12/1983;582;220;363
66250001;01/11/1983;538;80;198
66250001;01/11/1983;538;80;198
66250001;01/11/1983;538;80;198
66250001;01/10/1983;124;54;81
66250001;01/10/1983;124;54;81
66250001;01/10/1983;124;54;81
66250001;01/09/1983;72;53;57
66250001;01/09/1983;72;53;57
66250001;01/09/1983;72;53;57
66250001;01/08/1983;64;56;59
66250001;01/08/1983;64;56;59
66250001;01/08/1983;64;56;59
66250001;01/07/1983;72;64;66
66250001;01/07/1983;72;64;66
66250001;01/07/1983;72;64;66
66250001;01/06/1983;129;72;84
66250001;01/06/1983;129;72;84
66250001;01/06/1983;129;72;84
66250001;01/05/1983;116;82;98
66250001;01/05/1983;116;82;98
66250001;01/05/1983;116;84;98
66250001;01/04/1983;280;116;181
66250001;01/04/1983;280;116;181
66250001;01/04/1983;280;118;181
66250001;01/03/1983;420;163;251
66250001;01/03/1983;420;163;251
66250001;01/03/1983;420;165;251
66250001;01/02/1983;599;170;337
66250001;01/02/1983;599;170;337
66250001;01/02/1983;599;172;337
66250001;01/01/1983;616;136;338
66250001;01/01/1983;616;136;338
66250001;01/01/1983;616;140;337
66250001;01/12/1982;295;84;146
66250001;01/12/1982;295;84;146
66250001;01/12/1982;295;87;146
66250001;01/11/1982;230;75;122
66250001;01/11/1982;230;75;122
66250001;01/11/1982;230;76;123
66250001;01/10/1982;131;70;90
66250001;01/10/1982;131;70;90
66250001;01/10/1982;131;70;90
66250001;01/09/1982;214;64;96
66250001;01/09/1982;214;64;96
66250001;01/09/1982;214;64;96
66250001;01/08/1982;82;65;72
66250001;01/08/1982;82;65;72
66250001;01/08/1982;82;66;72
66250001;01/07/1982;85;70;76
66250001;01/07/1982;85;70;76
66250001;01/07/1982;85;70;76
66250001;01/06/1982;100;82;91
66250001;01/06/1982;100;82;91
66250001;01/06/1982;100;82;91
66250001;01/05/1982;162;100;126
66250001;01/05/1982;162;100;126
66250001;01/05/1982;162;101;126
66250001;01/04/1982;582;168;276
66250001;01/04/1982;582;168;276
66250001;01/04/1982;582;169;278
66250001;01/03/1982;652;214;377
66250001;01/03/1982;652;214;377
66250001;01/03/1982;652;215;377
66250001;01/02/1982;742;236;425
66250001;01/02/1982;742;236;425
66250001;01/02/1982;742;241;425
66250001;01/01/1982;569;191;354
66250001;01/01/1982;569;191;354
66250001;01/01/1982;569;205;355
66250001;01/12/1981;528;130;221
66250001;01/12/1981;528;130;221
66250001;01/12/1981;528;132;221
66250001;01/11/1981;400;88;190
66250001;01/11/1981;400;88;190
66250001;01/11/1981;400;92;190
66250001;01/10/1981;239;62;99
66250001;01/10/1981;239;62;99
66250001;01/10/1981;239;63;100
66250001;01/09/1981;76;57;61
66250001;01/09/1981;76;57;61
66250001;01/09/1981;76;57;61
66250001;01/08/1981;64;62;63
66250001;01/08/1981;64;62;63
66250001;01/08/1981;64;62;63
66250001;01/07/1981;81;64;74
66250001;01/07/1981;81;64;74
66250001;01/07/1981;81;64;74
66250001;01/06/1981;130;80;96
66250001;01/06/1981;130;80;96
66250001;01/06/1981;130;82;96
66250001;01/05/1981;228;102;154
66250001;01/05/1981;228;102;154
66250001;01/05/1981;228;96;122
66250001;01/04/1981;366;138;214
66250001;01/04/1981;366;138;214
66250001;01/04/1981;366;140;214
66250001;01/03/1981;598;191;359
66250001;01/03/1981;598;191;359
66250001;01/03/1981;598;195;359
66250001;01/02/1981;380;180;267
66250001;01/02/1981;380;180;267
66250001;01/02/1981;380;180;268
66250001;01/01/1981;660;196;408
66250001;01/01/1981;660;196;408
66250001;01/01/1981;660;204;408
66250001;01/12/1980;564;112;272
66250001;01/12/1980;564;112;272
66250001;01/12/1980;564;115;272
66250001;01/11/1980;204;62;111
66250001;01/11/1980;204;62;111
66250001;01/11/1980;204;62;112
66250001;01/10/1980;126;60;72
66250001;01/10/1980;126;60;72
66250001;01/10/1980;126;60;72
66250001;01/09/1980;138;62;79
66250001;01/09/1980;138;62;79
66250001;01/09/1980;138;62;79
66250001;01/08/1980;78;64;68
66250001;01/08/1980;78;64;68
66250001;01/08/1980;78;64;68
66250001;01/07/1980;90;70;78
66250001;01/07/1980;90;70;78
66250001;01/07/1980;90;70;78
66250001;01/06/1980;106;86;93
66250001;01/06/1980;106;86;93
66250001;01/06/1980;106;86;93
66250001;01/05/1980;142;108;126
66250001;01/05/1980;142;108;126
66250001;01/05/1980;142;108;126
66250001;01/04/1980;382;140;219
66250001;01/04/1980;382;140;219
66250001;01/04/1980;382;141;219
66250001;01/03/1980;;;
66250001;01/03/1980;;;
66250001;01/03/1980;743;219;430
66250001;01/02/1980;696;428;581
66250001;01/02/1980;696;428;581
66250001;01/02/1980;696;429;581
66250001;01/01/1980;658;176;455
66250001;01/01/1980;658;176;455
66250001;01/01/1980;658;182;455
66250001;01/12/1979;602;68;237
66250001;01/12/1979;602;68;237
66250001;01/12/1979;602;71;237
66250001;01/11/1979;224;60;88
66250001;01/11/1979;224;60;88
66250001;01/11/1979;224;61;88
66250001;01/10/1979;152;56;80
66250001;01/10/1979;152;56;80
66250001;01/10/1979;152;57;80
66250001;01/09/1979;110;62;77
66250001;01/09/1979;110;62;77
66250001;01/09/1979;110;62;77
66250001;01/08/1979;72;62;65
66250001;01/08/1979;72;62;65
66250001;01/08/1979;72;62;65
66250001;01/07/1979;82;70;77
66250001;01/07/1979;82;70;77
66250001;01/07/1979;82;70;77
66250001;01/06/1979;128;82;95
66250001;01/06/1979;128;82;95
66250001;01/06/1979;128;82;96
66250001;01/05/1979;392;104;151
66250001;01/05/1979;392;104;151
66250001;01/05/1979;392;104;150
66250001;01/04/1979;490;136;226
66250001;01/04/1979;490;136;226
66250001;01/04/1979;490;137;226
66250001;01/03/1979;608;208;362
66250001;01/03/1979;608;208;362
66250001;01/03/1979;608;216;363
66250001;01/02/1979;688;274;409
66250001;01/02/1979;688;274;409
66250001;01/02/1979;688;285;409
66250001;01/01/1979;774;330;509
66250001;01/01/1979;774;330;509
66250001;01/01/1979;774;340;506
66250001;01/12/1978;737;110;413
66250001;01/12/1978;737;110;413
66250001;01/12/1978;737;115;413
66250001;01/11/1978;344;74;133
66250001;01/11/1978;344;74;133
66250001;01/11/1978;344;79;133
66250001;01/10/1978;228;58;104
66250001;01/10/1978;228;58;104
66250001;01/10/1978;228;58;105
66250001;01/09/1978;86;54;63
66250001;01/09/1978;86;54;63
66250001;01/09/1978;86;54;63
66250001;01/08/1978;66;56;60
66250001;01/08/1978;66;56;60
66250001;01/08/1978;66;56;60
66250001;01/07/1978;74;66;71
66250001;01/07/1978;74;66;71
66250001;01/07/1978;74;67;71
66250001;01/06/1978;191;75;94
66250001;01/06/1978;191;75;94
66250001;01/06/1978;191;75;94
66250001;01/05/1978;265;94;124
66250001;01/05/1978;265;94;124
66250001;01/05/1978;265;95;124
66250001;01/04/1978;297;126;181
66250001;01/04/1978;297;126;181
66250001;01/04/1978;297;131;180
66250001;01/03/1978;664;151;350
66250001;01/03/1978;664;151;350
66250001;01/03/1978;664;151;350
66250001;01/02/1978;570;144;227
66250001;01/02/1978;570;144;227
66250001;01/02/1978;570;146;227
66250001;01/01/1978;552;160;356
66250001;01/01/1978;552;160;356
66250001;01/01/1978;552;162;357
66250001;01/12/1977;443;151;272
66250001;01/12/1977;443;151;272
66250001;01/12/1977;443;166;273
66250001;01/11/1977;368;79;164
66250001;01/11/1977;368;79;164
66250001;01/11/1977;368;80;164
66250001;01/10/1977;138;56;83
66250001;01/10/1977;138;56;83
66250001;01/10/1977;138;57;83
66250001;01/09/1977;94;50;61
66250001;01/09/1977;94;50;61
66250001;01/09/1977;94;50;61
66250001;01/08/1977;59;52;55
66250001;01/08/1977;59;52;55
66250001;01/08/1977;59;52;55
66250001;01/07/1977;76;58;66
66250001;01/07/1977;76;58;66
66250001;01/07/1977;76;59;66
66250001;01/06/1977;144;76;95
66250001;01/06/1977;144;76;95
66250001;01/06/1977;144;77;95
66250001;01/05/1977;294;98;146
66250001;01/05/1977;294;98;146
66250001;01/05/1977;294;99;146
66250001;01/04/1977;452;108;201
66250001;01/04/1977;452;108;201
66250001;01/04/1977;452;108;201
66250001;01/03/1977;316;138;183
66250001;01/03/1977;316;138;183
66250001;01/03/1977;316;142;183
66250001;01/02/1977;652;194;340
66250001;01/02/1977;652;194;340
66250001;01/02/1977;652;196;340
66250001;01/01/1977;546;130;338
66250001;01/01/1977;546;130;338
66250001;01/01/1977;546;134;339
66250001;01/12/1976;392;110;203
66250001;01/12/1976;392;110;203
66250001;01/12/1976;392;114;204
66250001;01/11/1976;257;78;139
66250001;01/11/1976;257;78;139
66250001;01/11/1976;257;81;139
66250001;01/10/1976;328;50;90
66250001;01/10/1976;328;50;90
66250001;01/10/1976;328;50;90
66250001;01/09/1976;96;50;59
66250001;01/09/1976;96;50;59
66250001;01/09/1976;96;50;59
66250001;01/08/1976;58;50;53
66250001;01/08/1976;58;50;53
66250001;01/08/1976;58;50;53
66250001;01/07/1976;69;59;63
66250001;01/07/1976;69;59;63
66250001;01/07/1976;69;59;63
66250001;01/06/1976;100;68;80
66250001;01/06/1976;100;68;80
66250001;01/06/1976;100;68;81
66250001;01/05/1976;184;96;114
66250001;01/05/1976;184;96;114
66250001;01/05/1976;184;97;114
66250001;01/04/1976;258;136;178
66250001;01/04/1976;258;136;178
66250001;01/04/1976;258;138;179
66250001;01/03/1976;495;184;290
66250001;01/03/1976;495;184;290
66250001;01/03/1976;495;185;290
66250001;01/02/1976;460;108;273
66250001;01/02/1976;460;108;273
66250001;01/02/1976;460;109;273
66250001;01/01/1976;350;110;173
66250001;01/01/1976;350;110;173
66250001;01/01/1976;350;111;173
66250001;01/12/1975;520;135;253
66250001;01/12/1975;520;135;253
66250001;01/12/1975;520;136;253
66250001;01/11/1975;600;66;176
66250001;01/11/1975;600;66;176
66250001;01/11/1975;600;67;176
66250001;01/10/1975;194;50;73
66250001;01/10/1975;194;50;73
66250001;01/10/1975;194;50;73
66250001;01/09/1975;60;48;51
66250001;01/09/1975;60;48;51
66250001;01/09/1975;60;48;51
66250001;01/08/1975;58;50;54
66250001;01/08/1975;58;50;54
66250001;01/08/1975;58;50;54
66250001;01/07/1975;76;54;65
66250001;01/07/1975;76;54;65
66250001;01/07/1975;76;56;65
66250001;01/06/1975;92;68;78
66250001;01/06/1975;92;68;78
66250001;01/06/1975;92;68;79
66250001;01/05/1975;364;92;141
66250001;01/05/1975;364;92;141
66250001;01/05/1975;364;92;142
66250001;01/04/1975;534;160;243
66250001;01/04/1975;534;160;243
66250001;01/04/1975;534;160;243
66250001;01/03/1975;320;150;213
66250001;01/03/1975;320;150;213
66250001;01/03/1975;320;151;213
66250001;01/02/1975;536;174;276
66250001;01/02/1975;536;174;276
66250001;01/02/1975;536;187;278
66250001;01/01/1975;456;118;246
66250001;01/01/1975;456;118;246
66250001;01/01/1975;456;163;248
66250001;01/12/1974;542;112;201
66250001;01/12/1974;542;112;201
66250001;01/12/1974;542;113;201
66250001;01/11/1974;286;62;108
66250001;01/11/1974;286;62;108
66250001;01/11/1974;286;64;108
66250001;01/10/1974;294;60;99
66250001;01/10/1974;294;60;99
66250001;01/10/1974;294;61;99
66250001;01/09/1974;112;58;65
66250001;01/09/1974;112;58;65
66250001;01/09/1974;112;58;65
66250001;01/08/1974;72;60;66
66250001;01/08/1974;72;60;66
66250001;01/08/1974;72;61;66
66250001;01/07/1974;82;70;75
66250001;01/07/1974;82;70;75
66250001;01/07/1974;82;70;75
66250001;01/06/1974;116;82;98
66250001;01/06/1974;116;82;98
66250001;01/06/1974;116;83;98
66250001;01/05/1974;226;116;157
66250001;01/05/1974;226;116;157
66250001;01/05/1974;226;117;157
66250001;01/04/1974;654;226;315
66250001;01/04/1974;654;226;315
66250001;01/04/1974;654;234;315
66250001;01/03/1974;;;
66250001;01/03/1974;;;
66250001;01/03/1974;800;;
66250001;01/02/1974;372;194;262
66250001;01/02/1974;372;194;262
66250001;01/02/1974;372;199;262
66250001;01/01/1974;550;198;318
66250001;01/01/1974;550;198;318
66250001;01/01/1974;550;209;316
66250001;01/12/1973;382;90;168
66250001;01/12/1973;382;90;168
66250001;01/12/1973;382;90;168
66250001;01/11/1973;362;86;179
66250001;01/11/1973;362;86;179
66250001;01/11/1973;362;92;179
66250001;01/10/1973;142;50;72
66250001;01/10/1973;142;50;72
66250001;01/10/1973;142;50;72
66250001;01/09/1973;62;46;49
66250001;01/09/1973;62;46;49
66250001;01/09/1973;62;46;49
66250001;01/08/1973;52;46;49
66250001;01/08/1973;52;46;49
66250001;01/08/1973;52;46;49
66250001;01/07/1973;62;52;56
66250001;01/07/1973;62;52;56
66250001;01/07/1973;62;52;56
66250001;01/06/1973;98;60;69
66250001;01/06/1973;98;60;69
66250001;01/06/1973;98;60;69
66250001;01/05/1973;272;78;110
66250001;01/05/1973;272;78;110
66250001;01/05/1973;272;79;110
66250001;01/04/1973;;;
66250001;01/04/1973;;;
66250001;01/04/1973;176;;
66250001;01/03/1973;;;
66250001;01/03/1973;;;
66250001;01/02/1973;426;185;270
66250001;01/02/1973;426;185;270
66250001;01/02/1973;426;188;270
66250001;01/01/1973;566;117;272
66250001;01/01/1973;566;117;272
66250001;01/01/1973;566;118;272
66250001;01/12/1972;734;86;298
66250001;01/12/1972;734;86;298
66250001;01/12/1972;734;89;299
66250001;01/11/1972;420;58;142
66250001;01/11/1972;420;58;142
66250001;01/11/1972;420;59;143
66250001;01/10/1972;170;46;69
66250001;01/10/1972;170;46;69
66250001;01/10/1972;170;47;69
66250001;01/09/1972;78;44;49
66250001;01/09/1972;78;44;49
66250001;01/09/1972;78;44;49
66250001;01/08/1972;59;45;49
66250001;01/08/1972;59;45;49
66250001;01/08/1972;57;45;49
66250001;01/07/1972;64;44;54
66250001;01/07/1972;64;44;54
66250001;01/07/1972;64;49;54
66250001;01/06/1972;72;54;59
66250001;01/06/1972;72;54;59
66250001;01/06/1972;72;54;59
66250001;01/05/1972;124;68;78
66250001;01/05/1972;124;68;78
66250001;01/05/1972;124;69;78
66250001;01/04/1972;278;85;143
66250001;01/04/1972;278;85;143
66250001;01/04/1972;278;85;143
66250001;01/03/1972;286;117;174
66250001;01/03/1972;286;117;174
66250001;01/03/1972;286;117;173
66250001;01/02/1972;608;202;386
66250001;01/02/1972;608;202;386
66250001;01/02/1972;608;206;386
66250001;01/01/1972;690;90;220
66250001;01/01/1972;690;90;220
66250001;01/01/1972;690;93;220
66250001;01/12/1971;340;100;188
66250001;01/12/1971;340;100;188
66250001;01/12/1971;340;102;182
66250001;01/11/1971;368;86;154
66250001;01/11/1971;368;86;154
66250001;01/11/1971;368;91;158
66250001;01/10/1971;234;46;94
66250001;01/10/1971;234;46;94
66250001;01/10/1971;234;47;94
66250001;01/09/1971;72;40;45
66250001;01/09/1971;72;40;45
66250001;01/09/1971;64;40;45
66250001;01/08/1971;50;41;44
66250001;01/08/1971;50;41;44
66250001;01/08/1971;50;41;44
66250001;01/07/1971;51;45;48
66250001;01/07/1971;51;45;48
66250001;01/07/1971;51;45;48
66250001;01/06/1971;64;51;56
66250001;01/06/1971;64;51;56
66250001;01/06/1971;64;51;56
66250001;01/05/1971;100;62;74
66250001;01/05/1971;100;62;74
66250001;01/05/1971;100;62;74
66250001;01/04/1971;152;79;113
66250001;01/04/1971;152;79;113
66250001;01/04/1971;152;79;113
66250001;01/03/1971;435;122;207
66250001;01/03/1971;435;122;207
66250001;01/03/1971;435;140;206
66250001;01/02/1971;315;96;182
66250001;01/02/1971;315;96;182
66250001;01/02/1971;315;105;180
66250001;01/01/1971;254;84;139
66250001;01/01/1971;254;84;139
66250001;01/01/1971;254;90;140
66250001;01/12/1970;284;58;110
66250001;01/12/1970;284;58;110
66250001;01/12/1970;284;59;110
66250001;01/11/1970;188;54;89
66250001;01/11/1970;188;54;89
66250001;01/11/1970;180;54;89
66250001;01/10/1970;160;40;80
66250001;01/10/1970;160;40;80
66250001;01/10/1970;160;49;80
66250001;01/09/1970;66;47;52
66250001;01/09/1970;66;47;52
66250001;01/09/1970;64;47;51
66250001;01/08/1970;54;47;50
66250001;01/08/1970;54;47;50
66250001;01/08/1970;54;47;50
66250001;01/07/1970;63;54;58
66250001;01/07/1970;63;54;58
66250001;01/07/1970;63;54;58
66250001;01/06/1970;77;64;69
66250001;01/06/1970;77;64;69
66250001;01/06/1970;77;64;69
66250001;01/05/1970;203;79;107
66250001;01/05/1970;203;79;107
66250001;01/05/1970;203;79;107
66250001;01/04/1970;272;115;153
66250001;01/04/1970;272;115;153
66250001;01/04/1970;272;116;153
66250001;01/03/1970;705;160;415
66250001;01/03/1970;705;160;415
66250001;01/03/1970;705;160;415
66250001;01/02/1970;602;194;415
66250001;01/02/1970;602;194;415
66250001;01/02/1970;602;198;415
66250001;01/01/1970;500;86;220
66250001;01/01/1970;500;86;220
66250001;01/01/1970;500;88;220
66250001;01/12/1969;288;80;143
66250001;01/12/1969;288;80;143
66250001;01/12/1969;288;87;144
66250001;01/11/1969;256;72;123
66250001;01/11/1969;256;72;123
66250001;01/11/1969;256;76;125
66250001;01/10/1969;210;54;78
66250001;01/10/1969;210;54;78
66250001;01/10/1969;166;54;78
66250001;01/09/1969;57;45;49
66250001;01/09/1969;57;45;49
66250001;01/09/1969;57;46;48
66250001;01/08/1969;52;47;49
66250001;01/08/1969;52;47;49
66250001;01/08/1969;52;48;49
66250001;01/07/1969;58;52;55
66250001;01/07/1969;58;52;55
66250001;01/07/1969;58;52;55
66250001;01/06/1969;70;58;64
66250001;01/06/1969;70;58;64
66250001;01/06/1969;70;59;64
66250001;01/05/1969;180;70;95
66250001;01/05/1969;180;70;95
66250001;01/05/1969;157;70;96
66250001;01/04/1969;222;96;131
66250001;01/04/1969;222;96;131
66250001;01/04/1969;222;96;131
66250001;01/03/1969;436;128;204
66250001;01/03/1969;436;128;204
66250001;01/03/1969;436;129;204
66250001;01/02/1969;442;150;231
66250001;01/02/1969;442;150;231
66250001;01/02/1969;442;151;231
66250001;01/01/1969;580;124;253
66250001;01/01/1969;580;124;253
66250001;01/01/1969;580;125;253
66250001;01/12/1968;350;108;183
66250001;01/12/1968;350;108;183
66250001;01/12/1968;350;111;183
66250001;01/11/1968;128;46;70
66250001;01/11/1968;128;46;70
66250001;01/11/1968;128;48;70
66250001;01/10/1968;228;48;86
66250001;01/10/1968;228;48;86
66250001;01/10/1968;228;49;86
66250001;01/09/1968;176;50;63
66250001;01/09/1968;176;50;63
66250001;01/09/1968;176;50;63
66250001;01/08/1968;148;48;54
66250001;01/08/1968;148;48;54
66250001;01/08/1968;148;48;54
66250001;01/07/1968;60;50;54
66250001;01/07/1968;60;50;54
66250001;01/07/1968;60;50;54
66250001;01/06/1968;70;60;64
66250001;01/06/1968;70;60;64
66250001;01/06/1968;70;60;64
66250001;01/05/1968;127;71;85
66250001;01/05/1968;127;71;85
66250001;01/05/1968;127;71;86
66250001;01/04/1968;154;94;120
66250001;01/04/1968;154;94;120
66250001;01/04/1968;149;95;120
66250001;01/03/1968;630;100;285
66250001;01/03/1968;630;100;285
66250001;01/03/1968;625;150;286
66250001;01/02/1968;650;118;438
66250001;01/02/1968;650;118;438
66250001;01/02/1968;636;122;436
66250001;01/01/1968;360;72;146
66250001;01/01/1968;360;72;146
66250001;01/01/1968;360;73;149
66250001;01/12/1967;210;42;92
66250001;01/12/1967;210;42;92
66250001;01/12/1967;210;43;92
66250001;01/11/1967;178;42;92
66250001;01/11/1967;178;42;92
66250001;01/11/1967;178;45;92
66250001;01/10/1967;139;40;60
66250001;01/10/1967;139;40;60
66250001;01/10/1967;139;40;60
66250001;01/09/1967;58;39;45
66250001;01/09/1967;58;39;45
66250001;01/09/1967;58;39;45
66250001;01/08/1967;58;40;53
66250001;01/08/1967;58;40;53
66250001;01/08/1967;58;40;53
66250001;01/07/1967;58;48;51
66250001;01/07/1967;58;48;51
66250001;01/07/1967;58;48;51
66250001;01/06/1967;74;50;58
66250001;01/06/1967;74;50;58
66250001;01/06/1967;74;51;58
66250001;01/05/1967;300;72;115
66250001;01/05/1967;300;72;115
66250001;01/05/1967;300;72;115
66250001;01/04/1967;474;108;209
66250001;01/04/1967;474;108;209
66250001;01/04/1967;474;109;209
66250001;01/03/1967;412;150;240
66250001;01/03/1967;412;150;240
66250001;01/03/1967;412;150;240
66250001;01/02/1967;460;140;267
66250001;01/02/1967;460;140;267
66250001;01/02/1967;460;160;265
66250001;01/01/1967;222;66;130
66250001;01/01/1967;222;66;130
66250001;01/01/1967;252;66;128
66250001;01/12/1966;166;54;101
66250001;01/12/1966;166;54;101
66250001;01/12/1966;166;54;101
66250001;01/11/1966;166;60;100
66250001;01/11/1966;166;60;100
66250001;01/11/1966;166;60;100
66250001;01/10/1966;158;44;71
66250001;01/10/1966;158;44;71
66250001;01/10/1966;158;44;71
66250001;01/09/1966;56;42;45
66250001;01/09/1966;56;42;45
66250001;01/09/1966;56;42;45
66250001;01/08/1966;59;42;47
66250001;01/08/1966;59;42;47
66250001;01/08/1966;59;42;47
66250001;01/07/1966;52;46;49
66250001;01/07/1966;52;46;49
66250001;01/07/1966;52;46;49
66250001;01/06/1966;98;48;64
66250001;01/06/1966;98;48;64
66250001;01/06/1966;98;48;64
66250001;01/05/1966;110;70;85
66250001;01/05/1966;110;70;85
66250001;01/05/1966;109;70;85
66250001;01/04/1966;198;80;114
66250001;01/04/1966;198;80;114
66250001;01/04/1966;198;80;114
66250001;01/03/1966;396;120;199
66250001;01/03/1966;396;120;199
66250001;01/03/1966;396;122;198
66250001;01/02/1966;740;130;437
66250001;01/02/1966;740;130;437
66250001;01/02/1966;740;188;437
66250001;01/01/1966;236;74;128
66250001;01/01/1966;236;74;128
66250001;01/01/1966;236;79;128
66250001;01/12/2016;333;107;145
66250001;01/11/2016;241;93;135
66250001;01/10/2016;156;84;102
66250001;01/09/2016;110;85;88
66250001;01/08/2016;109;85;88
66250001;01/07/2016;90;87;88
66250001;01/06/2016;102;90;94
66250001;01/05/2016;114;99;104
66250001;01/04/2016;275;114;165
66250001;01/03/2016;616;181;335
66250001;01/02/2016;597;148;272
66250001;01/01/2016;556;118;265
66250001;01/12/2015;199;91;113
66250001;01/11/2015;227;87;113
66250001;01/10/2015;124;93;97
66250001;01/09/2015;104;87;94
66250001;01/08/2015;99;91;95
66250001;01/07/2015;101;96;98
66250001;01/06/2015;116;100;105
66250001;01/05/2015;242;112;154
66250001;01/04/2015;450;159;217
66250001;01/03/2015;306;138;187
66250001;01/02/2015;380;114;191
66250001;01/01/2015;289;219;247
66250001;01/12/2014;482;150;313
66250001;01/11/2014;367;125;161
66250001;01/10/2014;185;105;123
66250001;01/09/2014;122;45;92
66250001;01/08/2014;89;82;86
66250001;01/07/2014;95;88;91
66250001;01/06/2014;111;92;100
66250001;01/05/2014;221;108;122
66250001;01/04/2014;306;127;203
66250001;01/03/2014;540;265;380
66250001;01/02/2014;563;140;324
66250001;01/01/2014;541;123;208
66250001;01/12/2013;362;99;175
66250001;01/11/2013;185;94;114
66250001;01/10/2013;128;86;98
66250001;01/09/2013;89;81;83
66250001;01/08/2013;100;82;85
66250001;01/07/2013;92;85;89
66250001;01/06/2013;141;92;101
66250001;01/05/2013;118;49;102
66250001;01/04/2013;357;118;215
66250001;01/03/2013;407;90;275
66250001;01/02/2013;486;232;362
66250001;01/01/2013;413;109;260
66250001;01/12/2012;271;106;145
66250001;01/11/2012;204;89;126
66250001;01/10/2012;126;89;94
66250001;01/09/2012;112;86;90
66250001;01/08/2012;87;85;86
66250001;01/07/2012;90;87;88
66250001;01/06/2012;117;84;97
66250001;01/05/2012;133;94;106
66250001;01/04/2012;137;108;116
66250001;01/03/2012;373;131;184
66250001;01/02/2012;341;176;240
66250001;01/01/2012;407;136;265
66250001;01/12/2011;271;99;150
66250001;01/11/2011;299;92;125
66250001;01/10/2011;203;90;107
66250001;01/09/2011;101;88;90
66250001;01/08/2011;92;90;91
66250001;01/07/2011;107;91;97
66250001;01/06/2011;124;106;109
66250001;01/05/2011;142;108;122
66250001;01/04/2011;474;138;266
66250001;01/03/2011;537;211;354
66250001;01/02/2011;488;156;284
66250001;01/01/2011;319;101;199
66250001;01/12/2007;309;163;236
66250001;01/11/2007;390;94;154
66250001;01/10/2007;117;85;95
66250001;01/09/2007;97;85;91
66250001;01/08/2007;99;92;96
66250001;01/07/2007;100;93;97
66250001;01/06/2007;104;100;102
66250001;01/05/2007;143;104;112
66250001;01/04/2007;250;126;172
66250001;01/03/2007;407;141;237
66250001;01/02/2007;577;223;331
66250001;01/01/2007;315;163;226
66250001;01/12/2006;412;190;267
66250001;01/11/2006;274;123;163
66250001;01/10/2006;215;109;138
66250001;01/09/2006;119;98;101
66250001;01/08/2006;106;100;101
66250001;01/07/2006;133;106;118
66250001;01/06/2006;139;118;125
66250001;01/05/2006;190;136;150
66250001;01/04/2006;491;194;335
66250001;01/03/2006;670;276;466
66250001;01/02/2006;438;169;297
66250001;01/01/2006;499;211;307
66250001;01/12/2005;435;122;250
66250001;01/11/2005;201;95;126
66250001;01/10/2005;145;90;101
66250001;01/09/2005;93;84;89
66250001;01/08/2005;92;87;89
66250001;01/07/2005;93;89;90
66250001;01/06/2005;97;92;94
66250001;01/05/2005;108;94;100
66250001;01/04/2005;203;108;132
66250001;01/03/2005;454;131;225
66250001;01/02/2005;435;127;210
66250001;01/01/2005;527;162;298
66250001;01/12/2004;286;98;145
66250001;01/11/2004;235;88;120
66250001;01/10/2004;201;93;109
66250001;01/09/2004;97;92;93
66250001;01/08/2004;99;92;95
66250001;01/07/2004;122;94;104
66250001;01/06/2004;127;117;120
66250001;01/05/2004;155;106;126
66250001;01/04/2004;233;128;153
66250001;01/03/2004;383;164;263
66250001;01/02/2004;663;339;515
66250001;01/01/2004;512;130;344
66250001;01/12/2003;258;106;144
66250001;01/11/2003;145;93;114
66250001;01/10/2003;167;91;104
66250001;01/09/2003;98;90;92
66250001;01/08/2003;111;96;105
66250001;01/07/2003;119;107;112
66250001;01/06/2003;146;116;125
66250001;01/05/2003;216;130;165
66250001;01/04/2003;455;189;312
66250001;01/03/2003;501;238;382
66250001;01/02/2003;465;215;305
66250001;01/01/2003;385;158;260
66250001;01/12/2002;304;113;157
66250001;01/11/2002;172;114;133
66250001;01/10/2002;162;120;131
66250001;01/09/2002;129;107;123
