"variable","value"
"(Intercept)","0.964747760756712"
"B1","0"
"B2","0"
"B3","0.000523805763736194"
"B4","0.000233637326462092"
"B5","0"
"B1.2","0"
"B2.2","-1.38938436422569e-07"
"B3.2","0"
"B4.2","0"
"B5.2","-4.0887324414552e-07"
"B2.B1","0.009676474492159"
"B3.B1","0"
"B4.B1","0.137757050444528"
"B5.B1","0.297038829459066"
"B3.B2","0.0742183038278977"
"B4.B2","0"
"B5.B2","0"
"B4.B3","-0.342141669400081"
"B5.B3","-0.0571278208776241"
"B5.B4","0"
