"variable","value"
"(Intercept)","0.0371025661871371"
"B1","0"
"B2","0"
"B3","0"
"B4","0.000263228676247013"
"B5","0"
"B1.2","0"
"B2.2","0"
"B3.2","0"
"B4.2","0"
"B5.2","0"
"B2.B1","0"
"B3.B1","0"
"B4.B1","0"
"B5.B1","0"
"B3.B2","1.47916169902836"
"B4.B2","0"
"B5.B2","0"
"B4.B3","0"
"B5.B3","0"
"B5.B4","0"
