"variable","value"
"(Intercept)","1.98193564230059"
"B1","0"
"B2","6.43540736077511e-05"
"B3","0.000122747140465006"
"B4","0"
"B5","0"
"B1.2","2.22042904585209e-07"
"B2.2","0"
"B3.2","0"
"B4.2","0"
"B5.2","0"
"B2.B1","0"
"B3.B1","0"
"B4.B1","0"
"B5.B1","0"
"B3.B2","0"
"B4.B2","0"
"B5.B2","0"
"B4.B3","0"
"B5.B3","0"
"B5.B4","0"
