"variable","value"
"(Intercept)","1.83490528102325"
"B1","0"
"B2","-0.000118923669228623"
"B3","0"
"B4","0"
"B5","0"
"B1.2","0"
"B2.2","-7.90743581930228e-08"
"B3.2","0"
"B4.2","0"
"B5.2","-1.62911549615039e-07"
"B2.B1","-0.278333699474332"
"B3.B1","0"
"B4.B1","0"
"B5.B1","0"
"B3.B2","0.691954385822589"
"B4.B2","0.22881787211031"
"B5.B2","0"
"B4.B3","0"
"B5.B3","0"
"B5.B4","-0.0784994901912187"
