"variable","value"
"(Intercept)","-1.43976880816296"
"B1","0"
"B2","0"
"B3","0.000168400653231719"
"B4","0"
"B5","0"
"B1.2","-3.90167609127081e-07"
"B2.2","0"
"B3.2","0"
"B4.2","1.39654443213087e-07"
"B5.2","5.48390725417567e-07"
"B2.B1","1.0185185228514"
"B3.B1","0"
"B4.B1","-0.507655358477903"
"B5.B1","0"
"B3.B2","1.98895797173525"
"B4.B2","0"
"B5.B2","0"
"B4.B3","0.628169166331312"
"B5.B3","-0.265926978049985"
"B5.B4","-0.599038093047361"
