"variable","value"
"(Intercept)","0.91057952525386"
"B1","0"
"B2","0"
"B3","3.84140507639829e-05"
"B4","0"
"B5","0"
"B1.2","0"
"B2.2","0"
"B3.2","0"
"B4.2","0"
"B5.2","0"
"B2.B1","0"
"B3.B1","0"
"B4.B1","0.287693332391787"
"B5.B1","0"
"B3.B2","0.841069458494363"
"B4.B2","0"
"B5.B2","0"
"B4.B3","0"
"B5.B3","0"
"B5.B4","0"
