station_nm,sensor,site_no,Latitude,Longitude,num_pix,landsat_dt,B1,B2,B3,B4,B5,B6,B7,B2.B1,B2.B1,B3.B1,B4.B1,B5.B1,B7.B1,B3.B2,B4.B2,B5.B2,B7.B2,B4.B3,B5.B3,B7.B3,B5.B4,B7.B4,B7.B5,B1.2,B2.2,B3.2,B4.2,B5.2,B7.2,nd52,cloud_cover,match_dt_start,match_dt_end,B4.B3.B1,cluster
Pedro Gomes,Landsat 5,66845000,-18.16553046,-54.47137071,57,1985-09-14,0.20212099,0.177115545,0.153353497,0.17987211,0.120947242,298.9763489,0.06292285,0.8762847688406831,0.8762847688406831,0.7587212837221904,0.8899229614895514,0.5983903106748092,0.31131279339172047,0.8658387212709082,1.0155636536589716,0.6828719749020336,0.35526441227956584,1.1729247361082349,0.7886826473869063,0.4103124560635223,0.6724068673014398,0.3498199359533838,0.5202503914888775,0.0408528945985801,0.03136991628064703,0.02351729504212901,0.0323539759558521,0.014628235347406563,0.003959285052122501,-0.179717311,4,1985-09-06,1985-09-22,5.803082283083191,1
Pedro Gomes,Landsat 5,66845000,-18.16553046,-54.47137071,21,1985-09-30,0.107206188,0.103293553,0.096357927,0.117953412,0.079071909,291.5323486,0.043091446,0.9635036458902914,0.9635036458902914,0.898809376563226,1.1002481685105714,0.737568516100955,0.4019492419598018,0.9328551899071571,1.1419242399378013,0.7655067204436273,0.417174593655424,1.2241173681538418,0.8206061655934129,0.4472018788864148,0.670365593154694,0.36532598141374667,0.5449652922885674,0.011493166745491343,0.010669558091363808,0.009284850095737329,0.013913007402441743,0.00625236679290428,0.0018568727183709158,-0.117542557,61,1985-09-22,1985-10-08,11.418346188690544,1
Pedro Gomes,Landsat 5,66845000,-18.16553046,-54.47137071,25,1985-10-16,0.107257321,0.101161867,0.091738865,0.102750048,0.055884633,299.8237,0.029058279,0.94316980935968,0.94316980935968,0.8553156478707873,0.9579770130562929,0.5210332728709494,0.27092117096603596,0.9068522331641032,1.0156994038079585,0.552427853076298,0.28724538071247735,1.120027460553387,0.6091707478613345,0.3167499292693451,0.5438891181831857,0.28280550292297674,0.5199690405052853,0.011504132908097042,0.01023372333492569,0.008416019351488226,0.010557572364002303,0.0031230922055446894,8.44383578441841e-4,-0.285043511,0,1985-10-08,1985-10-24,10.44243367362669,1
Pedro Gomes,Landsat 5,66845000,-18.16553046,-54.47137071,22,1985-11-17,0.104633391,0.100228034,0.093491599,0.105170906,0.058017403,302.7464905,0.025124948,0.9578972165778321,0.9578972165778321,0.8935159044974466,1.0051371268278975,0.554482679434522,0.2401236140765045,0.9327889141275584,1.049316262154758,0.5788540459648246,0.2506778492731884,1.1249235987503006,0.6205627416854856,0.26874016776630383,0.551648789637697,0.23889637310911824,0.4330588185755229,0.010948146512158882,0.010045658799505156,0.0087406790835768,0.011060919468860834,0.003366019050864409,6.31263012002704e-4,-0.240639463,9,1985-11-09,1985-11-25,10.751095687516239,1
Pedro Gomes,Landsat 5,66845000,-18.16553046,-54.47137071,29,1985-12-03,0.134340256,0.12835525,0.124821208,0.186300561,0.100295447,289.7124634,0.054356337,0.955448901333045,0.955448901333045,0.9291422520439444,1.3867813457196332,0.7465777570053165,0.40461689309271526,0.9724667125029947,1.4514448065038243,0.7813895185432617,0.4234835505364993,1.492539320721844,0.8035128693835425,0.435473569523538,0.5383528984649703,0.29176689918824233,0.5419621590599222,0.018047304382145534,0.0164750702025625,0.015580333966579265,0.034707899028914725,0.010059176688929809,0.0029546113720575686,-0.113393924,26,1985-11-25,1985-12-11,11.110142001827391,1
Pedro Gomes,Landsat 5,66845000,-18.16553046,-54.47137071,19,1986-03-25,0.106602333,0.090092383,0.081041843,0.128734127,0.071476042,284.0753174,0.040170204,0.8451258097700357,0.8451258097700357,0.7602257916813134,1.2076107846532778,0.6704922865055871,0.37682293501024977,0.8995415627978228,1.4289124420207644,0.7933638740580322,0.44587791622739076,1.588489627512543,0.8819646660799656,0.49567238987889256,0.5552221750802723,0.31204005446046174,0.5620093513292188,0.011364057401042888,0.00811663747461869,0.006567780316836649,0.01657247545445213,0.005108824579985765,0.001613645289401616,-0.115222643,53,1986-03-17,1986-04-02,14.901077516873324,1
Pedro Gomes,Landsat 5,66845000,-18.16553046,-54.47137071,29,1986-04-10,0.110258497,0.101277485,0.094490603,0.131194308,0.062008582,294.6521301,0.024146566,0.9185458513913899,0.9185458513913899,0.8569915749894542,1.189879343267304,0.5623927741369448,0.2189995932921161,0.9329872577305806,1.2953946081895695,0.6122642362219006,0.238419881773328,1.3884376206171527,0.6562407269218082,0.2555446280726984,0.4726468925770773,0.18405193310673204,0.38940684049185326,0.012156936160699008,0.010257128967925225,0.00892847405530361,0.017211946451598868,0.0038450642416507238,5.83056649592356e-4,-0.218071337,18,1986-04-02,1986-04-18,12.592567996071566,1
Pedro Gomes,Landsat 5,66845000,-18.16553046,-54.47137071,26,1986-04-26,0.13677454,0.132605836,0.127046689,0.175685629,0.090503685,286.9285583,0.048503239,0.9695213451275362,0.9695213451275362,0.928876741241462,1.2844907319739478,0.6616997944208037,0.35462183970788713,0.9580776595684671,1.3248710184972554,0.6825015227836578,0.36577001784446345,1.3828430349727574,0.7123655540523375,0.3817749158342883,0.5151456355032886,0.2760797185067425,0.5359255703234624,0.0187072747922116,0.0175843077412589,0.016140861185862717,0.030865440237125643,0.008190916998579226,0.002352564193491121,-0.177957424,26,1986-04-18,1986-05-04,10.110383372320298,1
Pedro Gomes,Landsat 5,66845000,-18.16553046,-54.47137071,3,1986-06-29,0.105812147,0.095436677,0.080929488,0.129470855,0.073152401,293.3248901,0.0264525,0.9019444336575082,0.9019444336575082,0.7648411859557107,1.223591607114824,0.6913421858834412,0.24999492733098028,0.8479914697784374,1.3566152874329436,0.7665019707255735,0.2771733135679064,1.5997982713050156,0.9039029259643903,0.32685861054749293,0.5650105655052637,0.2043123913872354,0.36160808993815524,0.011196210452749608,0.009108159316802329,0.006549582027942143,0.016762702294431026,0.005351273772064802,6.9973475625e-4,-0.110210259,0,1986-06-21,1986-07-07,15.119230794031763,1
Pedro Gomes,Landsat 5,66845000,-18.16553046,-54.47137071,16,1986-07-15,0.110029876,0.098195791,0.083628491,0.078906342,0.045712855,292.8792419,0.021468772,0.8924466205887572,0.8924466205887572,0.7600525788105041,0.7171356077871068,0.41545857054314955,0.19511766058883862,0.8516504643259099,0.8035613461273509,0.4655276416073678,0.21863230370026757,0.9435342077378869,0.5466181973796466,0.256716003640434,0.5793305562181553,0.2720791695045247,0.4696440858922507,0.012106573612575377,0.009642413370115682,0.006993724506937081,0.006226210807820965,0.0020896651122510245,4.6090817118798403e-4,-0.334261843,1,1986-07-07,1986-07-23,8.575254667540358,1
Pedro Gomes,Landsat 5,66845000,-18.16553046,-54.47137071,162,1986-11-04,0.099050611,0.075446106,0.057298582,0.105481058,0.053497907,295.0913696,0.022975981,0.7616924846632193,0.7616924846632193,0.5784778248364364,1.0649208211345613,0.540106784399341,0.2319620320161377,0.7594637422374059,1.398098107276736,0.70908771620367,0.30453501470307826,1.8409017172536661,0.933668951877378,0.4009869040040118,0.5071802275627535,0.21782091908861967,0.4294743904654064,0.00981102353947332,0.005692114910563236,0.0032831274992107242,0.011126253596799364,0.0028620260533806486,5.278957029123609e-4,-0.152462502,25,1986-10-27,1986-11-12,18.585465537952775,1
