"variable","value"
"(Intercept)","0.787084981321679"
"B1","0"
"B2","0"
"B3","0.000399108630968277"
"B4","0.00031319110614904"
"B5","0"
"B1.2","-3.48059128383233e-07"
"B2.2","0"
"B3.2","0"
"B4.2","0"
"B5.2","-2.05875911466653e-07"
"B2.B1","0"
"B3.B1","0.0247734977635425"
"B4.B1","0"
"B5.B1","0"
"B3.B2","0.578220489698898"
"B4.B2","0"
"B5.B2","0"
"B4.B3","0"
"B5.B3","-0.0769801637823365"
"B5.B4","0"
