"variable","value"
"(Intercept)","0.173469655337798"
"B1","0"
"B2","0"
"B3","0.000304287356514429"
"B4","0.00066313174099832"
"B5","0"
"B1.2","-2.07903533792576e-07"
"B2.2","0"
"B3.2","-9.09743730577025e-08"
"B4.2","0"
"B5.2","-5.27686928265775e-07"
"B2.B1","0.175556055406167"
"B3.B1","0"
"B4.B1","0"
"B5.B1","0.223212590986174"
"B3.B2","0.491963324706736"
"B4.B2","0"
"B5.B2","0"
"B4.B3","0"
"B5.B3","-0.474806937780345"
"B5.B4","0.421235268627974"
