"variable","value"
"(Intercept)","0.421289605620109"
"B1","0"
"B2","0"
"B3","0"
"B4","-0.000802948150637118"
"B5","0"
"B1.2","5.41572575980258e-07"
"B2.2","3.32744796124228e-07"
"B3.2","0"
"B4.2","0"
"B5.2","1.09069175662345e-06"
"B2.B1","0"
"B3.B1","0"
"B4.B1","-0.153004762287093"
"B5.B1","-0.00571721647901077"
"B3.B2","2.21974678260278"
"B4.B2","0"
"B5.B2","0.398883312800399"
"B4.B3","0"
"B5.B3","0"
"B5.B4","-2.1447507181022"
