"variable","value"
"(Intercept)","1.32089835829944"
"B1","0"
"B2","0"
"B3","0"
"B4","0"
"B5","0"
"B1.2","0"
"B2.2","0"
"B3.2","0"
"B4.2","0"
"B5.2","0"
"B2.B1","0"
"B3.B1","0"
"B4.B1","-0.128214677763099"
"B5.B1","-0.221240907264108"
"B3.B2","0.277412887179127"
"B4.B2","0"
"B5.B2","0"
"B4.B3","0"
"B5.B3","0"
"B5.B4","0"
