"variable","value"
"(Intercept)","0.747453333209072"
"B1","0"
"B2","0"
"B3","0"
"B4","0"
"B5","0"
"B1.2","-2.25151034839142e-07"
"B2.2","0"
"B3.2","0"
"B4.2","1.42011227177475e-07"
"B5.2","2.58113821855182e-07"
"B2.B1","0.127057479595022"
"B3.B1","0.286561406696857"
"B4.B1","0"
"B5.B1","0"
"B3.B2","0"
"B4.B2","-0.0744644246857198"
"B5.B2","0"
"B4.B3","0"
"B5.B3","0.160918253093967"
"B5.B4","0"
