site_no,sample_date,station_nm,sensor,Latitude,Longitude,num_pix,landsat_dt,B1,B2,B3,B4,B5,B6,B7,B2.B1,B2.B1.1,B3.B1,B4.B1,B5.B1,B7.B1,B3.B2,B4.B2,B5.B2,B7.B2,B4.B3,B5.B3,B7.B3,B5.B4,B7.B4,B7.B5,B1.2,B2.2,B3.2,B4.2,B5.2,B7.2,nd52,cloud_cover,cloud_qa_count,match_dt_start,match_dt_end,EstacaoCodigo,NomeEstacao,Data,Hora,Largura,ConcentracaoMatSuspensao,lag_days,log10_SSC_mgL,abs_lag_days,cluster,cluster_sel,ssc_category,holdout25,pred_gl,res_gl,pred_cl,res_cl,pred_st,res_st,ssc_subset
66070004,28/07/2013,CAÂCERES (DNPVN),Landsat 7,-16.074096131844847,-57.7016460744972,92,2013-07-31,428,730,677,324,140,2950,118,1.705607476635514,1.705607476635514,1.5817757009345794,0.7570093457943925,0.32710280373831774,0.2757009345794392,0.9273972602739726,0.4438356164383562,0.1917808219178082,0.16164383561643836,0.47858197932053176,0.206794682422452,0.17429837518463812,0.43209876543209874,0.36419753086419754,0.8428571428571429,183184,532900,458329,104976,19600,13924,-0.6593673965936739,0,0,2013-07-28,2013-07-28,66070004,Caceres,28/07/2013,01/01/1900 12:05,228.11,21.5,-3,1.3324384599156054,3,1,1,0-250,holdout,NA,NA,1.469306509326847,NA,NA,NA,1
66070004,03/12/2008,CAÂCERES (DNPVN),Landsat 5,-16.074096131844847,-57.7016460744972,95,2008-11-30,580.9999999999999,950,956,598.3987773670742,217.19521988527725,2960,117.00000000000001,1.6351118760757317,1.6351118760757317,1.645438898450947,1.0299462605285272,0.3738299825908387,0.20137693631669543,1.0063157894736843,0.6298934498600781,0.22862654724766027,0.12315789473684212,0.6259401436894082,0.2271916525996624,0.12238493723849374,0.3629606678692188,0.19552178985858623,0.5386858884914665,337560.9999999999,902500,913936,358081.09675440926,47173.763541013934,13689.000000000004,-0.6167503427198424,26,0,2008-12-03,2008-12-03,66070004,Caceres,03/12/2008,01/01/1900 11:30,230.09,41.75,3,1.6206564798196208,3,1,1,0-250,holdout,NA,NA,1.5950988219323328,NA,NA,NA,1
66070004,29/08/2008,CAÂCERES (DNPVN),Landsat 5,-16.074096131844847,-57.7016460744972,91,2008-08-26,600,877.0000000000001,847.9999999999999,497,242,2981,145,1.461666666666667,1.461666666666667,1.413333333333333,0.8283333333333334,0.4033333333333333,0.24166666666666667,0.9669327251995437,0.5667046750285062,0.2759407069555302,0.1653363740022805,0.5860849056603774,0.28537735849056606,0.17099056603773588,0.4869215291750503,0.2917505030181087,0.5991735537190083,360000,769129.0000000002,719103.9999999998,247009,58564,21025,-0.583320429988866,0,0,2008-08-29,2008-08-29,66070004,Caceres,29/08/2008,01/01/1900 14:05,227.79,30.71,3,1.487279816443069,3,1,1,0-250,holdout,NA,NA,1.5043426685388375,NA,NA,NA,1
66070004,19/05/2008,CAÂCERES (DNPVN),Landsat 5,-16.074096131844847,-57.7016460744972,95,2008-05-22,422.00000000000006,780,851,387,148,2968,75,1.848341232227488,1.848341232227488,2.016587677725118,0.9170616113744074,0.3507109004739336,0.1777251184834123,1.091025641025641,0.49615384615384617,0.18974358974358974,0.09615384615384616,0.45475910693301996,0.17391304347826086,0.0881316098707403,0.38242894056847543,0.1937984496124031,0.5067567567567568,178084.00000000006,608400,724201,149769,21904,5625,-0.6811372438259713,0,0,2008-05-19,2008-05-19,66070004,Caceres,19/05/2008,01/01/1900 12:15,248.81,37.84,-3,1.577951127729755,3,1,1,0-250,holdout,NA,NA,1.612779398328188,NA,NA,NA,1
66070004,18/10/2002,CAÂCERES (DNPVN),Landsat 7,-16.074096131844847,-57.7016460744972,89,2002-10-21,620,863,846,600.7428815004263,198,2965,106,1.3919354838709677,1.3919354838709677,1.364516129032258,0.9689401314523004,0.3193548387096774,0.17096774193548386,0.9803012746234068,0.6961099438011892,0.22943221320973348,0.12282734646581692,0.7100979686766268,0.23404255319148937,0.12529550827423167,0.32959192043270097,0.1764481998276076,0.5353535353535354,384400,744769,715716,360892.0096734352,39204,11236,-0.6331067861188343,29,0,2002-10-18,2002-10-18,66070004,Caceres,18/10/2002,01/01/1900 12:25,222.42,41.1,-3,1.6138418218760693,3,1,1,0-250,holdout,NA,NA,1.5022231837508464,NA,NA,NA,1
66070004,20/08/2001,CAÂCERES (DNPVN),Landsat 5,-16.074096131844847,-57.7016460744972,84,2001-08-23,848,1028,935,763,302,2034,146,1.2122641509433962,1.2122641509433962,1.1025943396226414,0.8997641509433962,0.3561320754716981,0.1721698113207547,0.9095330739299611,0.7422178988326849,0.29377431906614787,0.14202334630350194,0.8160427807486631,0.3229946524064171,0.15614973262032086,0.39580602883355176,0.1913499344692005,0.48344370860927155,719104,1056784,874225,582169,91204,21316,-0.5613652868554829,18,1,2001-08-20,2001-08-20,66070004,Caceres,20/08/2001,01/01/1900 11:40,219.55,32.01,-3,1.5052856741441323,3,1,1,0-250,holdout,NA,NA,1.4083411728180786,NA,NA,NA,1
66090000,12/07/2018,DESCALVADOS,Landsat 7,-16.73035541118364,-57.748199089495166,88,2018-07-13,508,737,636,597.1163694865264,297.99999999999994,2902,188.99999999999997,1.4507874015748032,1.4507874015748032,1.2519685039370079,1.1754259241860756,0.5866141732283463,0.37204724409448814,0.8629579375848032,0.8101986017456261,0.40434192672998637,0.25644504748982355,0.9388622161737837,0.46855345911949675,0.29716981132075465,0.4990651993953151,0.3165212170661562,0.6342281879194631,258064,543169,404496,356547.95870876993,88803.99999999997,35720.99999999999,-0.4096816767900774,49,0,2018-07-12,2018-07-12,66090000,Descalvados,12/07/2018,01/01/1900 10:36,312.1,22.2,-1,1.3463529744506386,1,1,1,0-250,holdout,NA,NA,1.348636240614979,NA,NA,NA,1
66090000,09/08/2016,DESCALVADOS,Landsat 7,-16.73035541118364,-57.748199089495166,78,2016-08-08,628.9999999999999,865,767,593,174,2955,76,1.375198728139905,1.375198728139905,1.2193958664546902,0.9427662957074724,0.27662957074721783,0.1208267090620032,0.8867052023121387,0.6855491329479769,0.20115606936416186,0.08786127167630058,0.7731421121251629,0.22685788787483702,0.09908735332464146,0.2934232715008432,0.1281618887015177,0.4367816091954023,395640.9999999999,748225,588289,351649,30276,5776,-0.6726963323034733,2,0,2016-08-09,2016-08-09,66090000,Descalvados,09/08/2016,01/01/1900 15:30,284.36,19.4,1,1.287801729930226,1,1,1,0-250,holdout,NA,NA,1.3852092071196969,NA,NA,NA,1
66090000,01/08/2013,DESCALVADOS,Landsat 7,-16.73035541118364,-57.748199089495166,88,2013-07-31,408,710,637.9999999999999,374,111.99999999999999,2950,58,1.7401960784313726,1.7401960784313726,1.5637254901960782,0.9166666666666666,0.2745098039215686,0.14215686274509803,0.89859154929577445,0.5267605633802817,0.15774647887323942,0.08169014084507042,0.5862068965517242,0.1755485893416928,0.09090909090909093,0.2994652406417112,0.15508021390374332,0.5178571428571429,166464,504100,407043.9999999999,139876,12543.999999999996,3364,-0.7195711646278764,0,0,2013-08-01,2013-08-01,66090000,Descalvados,01/08/2013,01/01/1900 08:50,311.29,25.3,1,1.403120521175818,1,1,1,0-250,holdout,NA,NA,1.4184378824351926,NA,NA,NA,1
66090000,25/06/2012,DESCALVADOS,Landsat 7,-16.73035541118364,-57.748199089495166,91,2012-06-26,335,605,606.3576081509939,310.00000000000006,89.99999999999999,2945,30.999999999999996,1.8059701492537314,1.8059701492537314,1.8100227108984892,0.9253731343283583,0.2686567164179104,0.0925373134328358,1.002243980414866,0.5123966942148761,0.14876033057851237,0.051239669421487596,0.5112494604385412,0.14842726270796355,0.05112494604385411,0.2903225806451612,0.09999999999999996,0.34444444444444444,112225,366025,367669.54896259424,96100.00000000003,8099.999999999997,960.9999999999998,-0.7412282141096943,0,0,2012-06-25,2012-06-25,66090000,Descalvados,25/06/2012,01/01/1900 11:25,315.55,25.6,-1,1.4082399653118496,1,1,1,0-250,holdout,NA,NA,1.4450507613952004,NA,NA,NA,1
66090000,19/04/2010,DESCALVADOS,Landsat 7,-16.73035541118364,-57.748199089495166,51,2010-04-18,340,462,416,712,357,2908,217,1.3588235294117648,1.3588235294117648,1.223529411764706,2.0941176470588236,1.05,0.638235294117647,0.9004329004329005,1.5411255411255411,0.7727272727272727,0.4696969696969697,1.7115384615384615,0.8581730769230769,0.5216346153846154,0.5014044943820225,0.3047752808988764,0.6078431372549019,115600,213444,173056,506944,127449,47089,-0.1282051282051282,12,0,2010-04-19,2010-04-19,66090000,Descalvados,19/04/2010,01/01/1900 13:00,322.55,6.65,1,0.8228216453031046,1,1,1,0-250,holdout,NA,NA,1.1787372771429694,NA,NA,NA,1
66090000,06/07/2007,DESCALVADOS,Landsat 5,-16.73035541118364,-57.748199089495166,93,2007-07-07,502,847,712,417.99999999999994,125.00000000000003,2947,79.99999999999999,1.6872509960159363,1.6872509960159363,1.4183266932270917,0.8326693227091633,0.24900398406374508,0.15936254980079678,0.8406139315230224,0.49350649350649345,0.1475796930342385,0.09445100354191262,0.5870786516853932,0.17556179775280903,0.11235955056179774,0.29904306220095705,0.19138755980861244,0.6399999999999998,252004,717409,506944,174723.99999999994,15625.000000000007,6399.999999999998,-0.7427983539094651,0,0,2007-07-06,2007-07-06,66090000,Descalvados,06/07/2007,01/01/1900 14:40,309.12,26.78,-1,1.4278105726759902,1,1,1,0-250,holdout,NA,NA,1.3712531870346938,NA,NA,NA,1
66090000,24/08/2015,DESCALVADOS,Landsat 7,-16.73035541118364,-57.748199089495166,97,2015-08-22,522,804.0000000000001,696.747902744206,465,179.00000000000003,2975,107.00000000000001,1.5402298850574714,1.5402298850574714,1.3347660972111226,0.8908045977011494,0.3429118773946361,0.20498084291187743,0.8666018690848333,0.5783582089552238,0.22263681592039802,0.13308457711442787,0.6673862930459561,0.256907841839196,0.15357060936756411,0.38494623655913984,0.23010752688172045,0.5977653631284916,272484,646416.0000000002,485457.6399784496,216225,32041.00000000001,11449.000000000004,-0.6359619196729757,0,0,2015-08-24,2015-08-24,66090000,Descalvados,24/08/2015,01/01/1900 13:04,286.56,26.4,2,1.421603926869831,2,1,1,0-250,holdout,NA,NA,1.3830602082359542,NA,NA,NA,1
66090000,01/09/2008,DESCALVADOS,Landsat 7,-16.73035541118364,-57.748199089495166,50,2008-09-03,607,859,772,585,158,2985,69,1.415156507413509,1.415156507413509,1.271828665568369,0.9637561779242174,0.2602965403624382,0.11367380560131796,0.8987194412107101,0.681024447031432,0.1839348079161816,0.08032596041909197,0.7577720207253886,0.20466321243523317,0.08937823834196891,0.27008547008547007,0.11794871794871795,0.43670886075949367,368449,737881,595984,342225,24964,4761,-0.6961538461538461,0,0,2008-09-01,2008-09-01,66090000,Descalvados,01/09/2008,01/01/1900 13:07,307.04,29.53,-2,1.4702634469650784,2,1,1,0-250,holdout,NA,NA,1.40724325438133,NA,NA,NA,1
66090000,16/05/2008,DESCALVADOS,Landsat 7,-16.73035541118364,-57.748199089495166,62,2008-05-14,468,681,684,702,343,2908,182,1.455128205128205,1.455128205128205,1.4615384615384615,1.5,0.7329059829059829,0.3888888888888889,1.0044052863436124,1.0308370044052864,0.5036710719530103,0.26725403817914833,1.0263157894736843,0.5014619883040936,0.26608187134502925,0.4886039886039886,0.25925925925925924,0.5306122448979592,219024,463761,467856,492804,117649,33124,-0.3361522198731501,28,0,2008-05-16,2008-05-16,66090000,Descalvados,16/05/2008,01/01/1900 11:15,332,20.66,2,1.3151303171836017,2,1,1,0-250,holdout,NA,NA,1.572636641997371,NA,NA,NA,1
66090000,29/07/2019,DESCALVADOS,Landsat 7,-16.73035541118364,-57.748199089495166,48,2019-08-01,603,832,720,723,382,2918,245,1.3797678275290215,1.3797678275290215,1.1940298507462686,1.199004975124378,0.6334991708126037,0.40630182421227196,0.8653846153846154,0.8689903846153846,0.45913461538461536,0.29447115384615385,1.0041666666666667,0.5305555555555556,0.3402777777777778,0.5283540802213001,0.338865836791148,0.6413612565445026,363609,692224,518400,522729,145924,60025,-0.35798319327731093,21,0,2019-07-29,2019-07-29,66090000,Descalvados,29/07/2019,01/01/1900 12:40,289.73,21.2,-3,1.3263358609287514,3,1,1,0-250,holdout,NA,NA,1.3339874553666315,NA,NA,NA,1
66090000,13/04/2015,DESCALVADOS,Landsat 7,-16.73035541118364,-57.748199089495166,68,2015-04-16,687,819,783,1182,661,2830,464,1.1921397379912664,1.1921397379912664,1.1397379912663756,1.720524017467249,0.9621542940320232,0.6754002911208151,0.9560439560439561,1.4432234432234432,0.8070818070818071,0.5665445665445665,1.5095785440613028,0.8441890166028098,0.5925925925925926,0.5592216582064298,0.3925549915397631,0.7019667170953101,471969,670761,613089,1397124,436921,215296,-0.09389993145990404,57,0,2015-04-13,2015-04-13,66090000,Descalvados,13/04/2015,01/01/1900 12:54,332.97,77.1,-3,1.887054378050957,3,1,1,0-250,holdout,NA,NA,1.4029484772003245,NA,NA,NA,1
66120000,13/07/2018,PORTO CONCEICAO,Landsat 7,-17.14331275974326,-57.36155043715087,43,2018-07-13,486,625,558,841,424,2881,256,1.286008230452675,1.286008230452675,1.1481481481481481,1.7304526748971194,0.8724279835390947,0.5267489711934157,0.8928,1.3456,0.6784,0.4096,1.507168458781362,0.7598566308243727,0.45878136200716846,0.5041617122473246,0.30439952437574314,0.6037735849056604,236196,390625,311364,707281,179776,65536,-0.2111627906976744,49,0,2018-07-13,2018-07-13,66120000,Porto Conceicao,13/07/2018,01/01/1900 09:00,137.3,12.8,0,1.1072099696478683,0,1,1,0-250,holdout,NA,NA,1.2545887237055728,NA,NA,NA,1
66120000,23/06/2005,PORTO CONCEICAO,Landsat 7,-17.14331275974326,-57.36155043715087,18,2005-06-23,295,481,448,467,124,2929,66,1.6305084745762712,1.6305084745762712,1.5186440677966102,1.583050847457627,0.42033898305084744,0.22372881355932203,0.9313929313929314,0.9708939708939709,0.2577962577962578,0.13721413721413722,1.0424107142857142,0.2767857142857143,0.14732142857142858,0.26552462526766596,0.14132762312633834,0.532258064516129,87025,231361,200704,218089,15376,4356,-0.5010060362173038,10,0,2005-06-23,2005-06-23,66120000,Porto Conceicao,23/06/2005,01/01/1900 11:15,132.9,111.54,0,2.047430640155542,0,1,1,0-250,holdout,NA,NA,1.3988256880684453,NA,NA,NA,1
66120000,01/08/2013,PORTO CONCEICAO,Landsat 7,-17.14331275974326,-57.36155043715087,21,2013-07-31,250,466,441,705,169,2950,88,1.864,1.864,1.764,2.82,0.676,0.352,0.9463519313304721,1.5128755364806867,0.3626609442060086,0.1888412017167382,1.598639455782313,0.3832199546485261,0.19954648526077098,0.2397163120567376,0.12482269503546099,0.5207100591715976,62500,217156,194481,497025,28561,7744,-0.46771653543307085,0,0,2013-08-01,2013-08-01,66120000,Porto Conceicao,01/08/2013,01/01/1900 17:00,134.64,21.9,1,1.3404441148401183,1,1,1,0-250,holdout,NA,NA,1.6067664215740165,NA,NA,NA,1
66120000,02/09/2008,PORTO CONCEICAO,Landsat 7,-17.14331275974326,-57.36155043715087,51,2008-09-03,597,864,814,649,195,2980,101,1.4472361809045227,1.4472361809045227,1.3634840871021776,1.087102177554439,0.32663316582914576,0.16917922948073702,0.9421296296296297,0.7511574074074074,0.22569444444444445,0.11689814814814815,0.7972972972972973,0.23955773955773957,0.12407862407862408,0.300462249614792,0.15562403697996918,0.517948717948718,356409,746496,662596,421201,38025,10201,-0.6388888888888888,0,0,2008-09-02,2008-09-02,66120000,Porto Conceicao,02/09/2008,01/01/1900 09:20,128.2,45.78,-1,1.6606757883385241,1,1,1,0-250,holdout,NA,NA,1.4964495730970282,NA,NA,NA,1
66120000,23/09/2004,PORTO CONCEICAO,Landsat 7,-17.14331275974326,-57.36155043715087,55,2004-09-24,904,1085,970,1331,305,2955,123,1.200221238938053,1.200221238938053,1.073008849557522,1.4723451327433628,0.33738938053097345,0.13606194690265486,0.8940092165898618,1.2267281105990784,0.28110599078341014,0.11336405529953918,1.3721649484536083,0.31443298969072164,0.1268041237113402,0.22915101427498122,0.09241172051089407,0.40327868852459015,817216,1177225,940900,1771561,93025,15129,-0.5611510791366906,6,4,2004-09-23,2004-09-23,66120000,Porto Conceicao,23/09/2004,01/01/1900 11:05,127.3,44.69,-1,1.650210354660359,1,1,1,0-250,holdout,NA,NA,1.640483428564281,NA,NA,NA,1
66120000,22/10/2002,PORTO CONCEICAO,Landsat 7,-17.14331275974326,-57.36155043715087,52,2002-10-21,722,1024,1027,938,264,2965,153,1.4182825484764543,1.4182825484764543,1.422437673130194,1.299168975069252,0.3656509695290859,0.21191135734072022,1.0029296875,0.916015625,0.2578125,0.1494140625,0.9133398247322297,0.25705939629990265,0.14897760467380722,0.2814498933901919,0.1631130063965885,0.5795454545454546,521284,1048576,1054729,879844,69696,23409,-0.5873015873015873,24,0,2002-10-22,2002-10-22,66120000,Porto Conceicao,22/10/2002,01/01/1900 16:00,126.1,70.6,1,1.8488047010518038,1,1,1,0-250,holdout,NA,NA,1.6906987664451376,NA,NA,NA,1
66120000,16/08/2001,PORTO CONCEICAO,Landsat 7,-17.14331275974326,-57.36155043715087,51,2001-08-15,553,857,816,541,163,2960,86,1.5497287522603977,1.5497287522603977,1.4755877034358047,0.9783001808318263,0.29475587703435807,0.15551537070524413,0.9521586931155193,0.6312718786464411,0.19019836639439908,0.10035005834305717,0.6629901960784313,0.19975490196078433,0.1053921568627451,0.30129390018484287,0.1589648798521257,0.5276073619631901,305809,734449,665856,292681,26569,7396,-0.6803921568627451,18,0,2001-08-16,2001-08-16,66120000,Porto Conceicao,16/08/2001,01/01/1900 10:30,127,118.87,1,2.0750722627061187,1,1,1,0-250,holdout,NA,NA,1.4842298317054727,NA,NA,NA,1
66120000,10/08/2016,PORTO CONCEICAO,Landsat 7,-17.14331275974326,-57.36155043715087,49,2016-08-08,565,793,705,785,232,2955,105,1.4035398230088496,1.4035398230088496,1.247787610619469,1.3893805309734513,0.41061946902654867,0.18584070796460178,0.8890290037831021,0.9899117276166457,0.29255989911727615,0.13240857503152584,1.1134751773049645,0.32907801418439714,0.14893617021276595,0.29554140127388534,0.1337579617834395,0.4525862068965517,319225,628849,497025,616225,53824,11025,-0.5477582846003899,2,0,2016-08-10,2016-08-10,66120000,Porto Conceicao,10/08/2016,01/01/1900 09:38,132.93,17.5,2,1.2430380486862944,2,1,1,0-250,holdout,NA,NA,1.4653961810978098,NA,NA,NA,1
66120000,20/04/2010,PORTO CONCEICAO,Landsat 7,-17.14331275974326,-57.36155043715087,14,2010-04-18,190,257,230,622,249,2918,160,1.3526315789473684,1.3526315789473684,1.2105263157894737,3.2736842105263158,1.3105263157894738,0.8421052631578947,0.8949416342412452,2.4202334630350193,0.9688715953307393,0.622568093385214,2.7043478260869565,1.0826086956521739,0.6956521739130435,0.4003215434083601,0.2572347266881029,0.642570281124498,36100,66049,52900,386884,62001,25600,-0.013861386138613862,12,0,2010-04-20,2010-04-20,66120000,Porto Conceicao,20/04/2010,01/01/1900 09:33,146.4,9.44,2,0.9749719942980689,2,1,1,0-250,holdout,NA,NA,0.9090777756760766,NA,NA,NA,1
66120000,05/07/2007,PORTO CONCEICAO,Landsat 5,-17.14331275974326,-57.36155043715087,48,2007-07-07,398,694,630,467,193,2947,129,1.743718592964824,1.743718592964824,1.5829145728643217,1.1733668341708543,0.4849246231155779,0.3241206030150754,0.9077809798270894,0.6729106628242075,0.2780979827089337,0.18587896253602307,0.7412698412698413,0.30634920634920637,0.20476190476190476,0.4132762312633833,0.2762312633832976,0.6683937823834197,158404,481636,396900,218089,37249,16641,-0.5648252536640361,0,0,2007-07-05,2007-07-05,66120000,Porto Conceicao,05/07/2007,01/01/1900 16:50,131.7,30.62,-2,1.4860051863622423,2,1,1,0-250,holdout,NA,NA,1.4903551804715611,NA,NA,NA,1
