"variable","value"
"(Intercept)","0.222586868800856"
"B1","0"
"B2","0"
"B3","0.000150615460697386"
"B4","0"
"B5","0"
"B1.2","0"
"B2.2","0"
"B3.2","0"
"B4.2","0"
"B5.2","0"
"B2.B1","0"
"B3.B1","0"
"B4.B1","0"
"B5.B1","0"
"B3.B2","1.4266481773184"
"B4.B2","0"
"B5.B2","0"
"B4.B3","0"
"B5.B3","0"
"B5.B4","0"
