"variable","value"
"(Intercept)","-3.38842887955391"
"B1","0"
"B2","0"
"B3","0"
"B4","0"
"B5","0"
"B1.2","0"
"B2.2","0"
"B3.2","0"
"B4.2","2.54695990922147e-08"
"B5.2","1.0982042908101e-07"
"B2.B1","0"
"B3.B1","0"
"B4.B1","0"
"B5.B1","0"
"B3.B2","2.33277082949061"
"B4.B2","1.61549511013601"
"B5.B2","0"
"B4.B3","0"
"B5.B3","0"
"B5.B4","0"
