"variable","value"
"(Intercept)","0.725957770785155"
"B1","0"
"B2","0"
"B3","0.000339967908910727"
"B4","0.000274642110849443"
"B5","0"
"B1.2","-8.51792437466265e-08"
"B2.2","0"
"B3.2","0"
"B4.2","0"
"B5.2","-3.13090007330403e-07"
"B2.B1","0.101185176301769"
"B3.B1","0"
"B4.B1","0.051800189936482"
"B5.B1","0.166137676205431"
"B3.B2","0.262552047127251"
"B4.B2","0"
"B5.B2","0"
"B4.B3","-0.2051749709582"
"B5.B3","0"
"B5.B4","0"
