"variable","value"
"(Intercept)","0.341387376039189"
"B1","0"
"B2","0"
"B3","0"
"B4","0.000510887470655573"
"B5","0"
"B1.2","0"
"B2.2","0"
"B3.2","0"
"B4.2","0"
"B5.2","0"
"B2.B1","0"
"B3.B1","0.345921738208066"
"B4.B1","0"
"B5.B1","0"
"B3.B2","0.379953281505923"
"B4.B2","0"
"B5.B2","0"
"B4.B3","0"
"B5.B3","0"
"B5.B4","-0.229195514445976"
