"variable","value"
"(Intercept)","1.68318246832876"
"B1","0"
"B2","0"
"B3","0"
"B4","8.6390214300768e-05"
"B5","0"
"B1.2","-1.20169766122791e-07"
"B2.2","0"
"B3.2","0"
"B4.2","0"
"B5.2","0"
"B2.B1","-0.126313756554225"
"B3.B1","0"
"B4.B1","0"
"B5.B1","0"
"B3.B2","0.639131642775229"
"B4.B2","0.00415011089380441"
"B5.B2","0"
"B4.B3","0"
"B5.B3","0"
"B5.B4","-0.279728382191471"
