"variable","value"
"(Intercept)","0.710456259554609"
"B1","0"
"B2","0"
"B3","0"
"B4","0"
"B5","0"
"B1.2","0"
"B2.2","0"
"B3.2","1.39605950718862e-07"
"B4.2","0"
"B5.2","0"
"B2.B1","0.400490261873671"
"B3.B1","0.0235731486075984"
"B4.B1","0"
"B5.B1","0"
"B3.B2","0"
"B4.B2","0"
"B5.B2","0"
"B4.B3","0"
"B5.B3","0"
"B5.B4","0"
